Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,6,2.08,10.64,109.47,2.08,5.36,79.47,0,-0.1,-74.56,79,0,0.1,175,1523,100.17,
2,16,2.1,10.8,109.5,2.1,5.31,90.44,0,-0.1,-74.56,102,0,0.1,176,1507,100.01,
3,28,2.11,10.96,109.58,2.12,5.27,113.58,0,-0.1,-74.56,151,0,0.1,177,1487,99.67,
4,38,2.13,11.11,109.71,2.14,5.23,145.5,0,-0.1,-74.56,219,0,0.1,179,1466,99.21,
5,50,2.14,11.26,109.89,2.16,5.18,191.66,0,-0.1,-74.56,318,0,0.1,182,1447,98.53,
6,61,2.16,11.39,110.06,2.18,5.14,245.1,0,-0.1,-74.56,434,0,0.1,185,1431,97.75,
7,73,2.16,11.42,110.31,2.21,5.09,314.84,0,-0.1,-74.56,585,0,0.1,190,1412,96.74,
8,82,2.27,15.99,110.62,2.23,5.05,389.07,0,-0.1,-74.56,726,0,0.1,203,1393,95.67,
9,94,2.19,11.93,110.96,2.26,5,479.51,0.02,-0.1,-74.56,918,0,0.1,212,1374,94.39,
10,105,2.2,12.16,111.35,2.29,4.96,573.32,0.04,-0.1,-74.55,1115,0,0.1,222,1356,93.07,
11,117,2.2,13.26,111.77,2.32,4.91,686.05,0.06,-0.1,-74.55,1349,0,0.11,234,1338,91.5,
12,129,2.21,13.85,112.14,2.34,4.87,799.63,0.1,-0.1,-74.55,1575,0,0.11,247,1323,89.94,
13,142,2.24,13.3,112.63,2.38,4.82,933.08,0.14,-0.1,-74.54,1854,0,0.12,260,1305,88.14,
14,154,2.25,13.54,113.17,2.41,4.78,1066.55,0.19,-0.1,-74.54,2139,0,0.12,272,1286,86.37,
15,168,2.27,13.58,113.74,2.45,4.73,1222.55,0.25,-0.1,-74.53,2475,0,0.13,285,1268,84.34,
16,181,2.28,13.67,114.22,2.48,4.69,1377.22,0.32,-0.1,-74.53,2810,0,0.13,297,1253,82.36,
17,195,2.28,13.72,114.86,2.52,4.65,1556.45,0.4,-0.1,-74.52,3202,0,0.13,311,1235,80.11,
18,208,2.29,13.76,115.54,2.56,4.6,1732.82,0.47,-0.1,-74.51,3591,0,0.14,323,1216,77.95,
19,222,2.3,13.8,116.26,2.6,4.56,1935.88,0.57,-0.1,-74.5,4043,0,0.14,336,1197,75.52,
20,235,2.31,13.87,117,2.64,4.51,2134.58,0.66,-0.1,-74.49,4491,0,0.15,349,1178,73.2,
21,249,2.31,13.48,117.76,2.69,4.47,2362.22,0.77,-0.1,-74.48,5010,0,0.15,362,1158,70.62,
22,262,2.33,14.01,118.39,2.72,4.42,2584.26,0.87,-0.1,-74.47,5527,0,0.15,373,1142,68.17,
23,276,2.34,13.64,119.21,2.77,4.38,2837.99,0.99,-0.1,-74.46,6134,0,0.15,385,1122,65.46,
24,290,2.36,14.17,120.06,2.82,4.34,3084.57,1.11,-0.1,-74.45,6715,0,0.16,397,1101,62.9,
25,304,2.36,13.99,120.92,2.87,4.29,3365,1.24,-0.1,-74.44,7385,0,0.16,411,1080,60.1,
