Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,6,2.05,10.33,107.78,2.05,5.36,79.55,0,-0.1,-74.56,79,0,0.1,175,1524,100.17,
2,16,2.06,10.48,107.81,2.06,5.32,90.39,0,-0.1,-74.56,102,0,0.1,176,1508,100.01,
3,27,2.08,10.64,107.91,2.09,5.27,113.07,0,-0.1,-74.56,149,0,0.1,177,1484,99.68,
4,38,2.09,10.78,108.01,2.1,5.23,144.25,0,-0.1,-74.56,214,0,0.1,179,1468,99.22,
5,49,2.11,10.92,108.17,2.13,5.18,188.3,0,-0.1,-74.56,307,0,0.1,181,1449,98.58,
6,59,2.12,11.06,108.38,2.15,5.14,241.35,0,-0.1,-74.56,420,0,0.1,185,1430,97.8,
7,71,2.13,11.19,108.63,2.17,5.09,307.87,0,-0.1,-74.56,563,0,0.1,189,1412,96.84,
8,82,2.15,11.3,108.92,2.2,5.05,382.77,0,-0.1,-74.56,724,0,0.1,193,1393,95.77,
9,93,2.16,11.42,109.26,2.22,5.01,472.28,0,-0.1,-74.56,918,0,0.1,198,1375,94.49,
10,105,2.17,11.52,109.56,2.25,4.96,569.5,0,-0.1,-74.56,1131,0,0.1,204,1361,93.12,
11,116,2.16,11.64,109.98,2.28,4.92,682.36,0,-0.1,-74.56,1376,0,0.1,211,1343,91.56,
12,127,2.17,11.9,110.44,2.31,4.88,801.91,0,-0.1,-74.56,1635,0,0.1,220,1326,89.92,
13,139,2.18,12.31,110.94,2.34,4.83,937.52,0.01,-0.1,-74.56,1921,0,0.1,232,1308,88.09,
14,150,2.19,12.2,111.48,2.37,4.79,1078.72,0.02,-0.1,-74.56,2230,0,0.1,241,1291,86.21,
15,162,2.21,12.64,112.06,2.41,4.74,1236.95,0.04,-0.1,-74.55,2566,0,0.1,254,1273,84.15,
16,174,2.22,13.07,112.54,2.44,4.7,1399.87,0.06,-0.1,-74.55,2919,0,0.11,265,1259,82.07,
17,186,2.24,13.26,113.19,2.47,4.66,1580.38,0.09,-0.1,-74.55,3299,0,0.12,279,1242,79.82,
18,198,2.26,13.47,113.85,2.51,4.61,1764.51,0.13,-0.1,-74.54,3699,0,0.12,291,1224,77.57,
19,212,2.49,15.28,123.51,2.75,4.57,1968.21,0.18,-0.1,-74.54,4180,0,0.13,305,1205,75.14,
