Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,7,2.18,11.59,114.52,2.18,5.36,79.65,0,-0.1,-74.56,80,0,0.1,175,1523,100.17,
2,18,2.19,11.76,114.56,2.2,5.31,92.32,0,-0.1,-74.56,107,0,0.1,176,1505,99.99,
3,31,2.21,11.94,114.65,2.22,5.26,117.4,0,-0.1,-74.56,163,0,0.1,178,1484,99.62,
4,42,2.23,12.09,114.79,2.24,5.22,152.37,0,-0.1,-74.56,241,0,0.1,180,1463,99.1,
5,55,2.24,12.25,114.99,2.27,5.17,202.88,0,-0.1,-74.56,355,0,0.1,183,1443,98.37,
6,67,2.26,12.39,115.24,2.29,5.12,261.29,0,-0.1,-74.56,487,0,0.1,187,1423,97.52,
7,80,2.27,12.52,115.53,2.32,5.08,337.46,0,-0.1,-74.56,660,0,0.1,193,1404,96.42,
8,92,2.28,12.61,115.88,2.35,5.03,419.76,0,-0.1,-74.56,849,0,0.1,199,1385,95.24,
9,105,2.28,12.76,116.29,2.38,4.98,521.94,0,-0.1,-74.56,1082,0,0.1,207,1365,93.79,
10,117,2.29,13.18,116.65,2.4,4.94,628.12,0.01,-0.1,-74.56,1322,0,0.1,217,1350,92.31,
11,130,2.3,13.15,117.14,2.44,4.89,756,0.02,-0.1,-74.56,1615,0,0.1,227,1331,90.54,
12,142,2.31,13.37,117.68,2.47,4.84,885.89,0.03,-0.1,-74.55,1910,0,0.1,238,1313,88.78,
13,156,2.33,13.96,118.27,2.51,4.8,1039.42,0.05,-0.1,-74.55,2258,0,0.11,251,1294,86.73,
14,168,2.35,13.94,118.9,2.55,4.75,1193.04,0.08,-0.1,-74.55,2613,0,0.11,263,1275,84.72,
15,182,2.37,14.05,119.57,2.59,4.7,1369.14,0.11,-0.1,-74.55,3026,0,0.12,275,1257,82.46,
16,196,2.4,14.25,120.16,2.63,4.66,1551.13,0.15,-0.1,-74.54,3460,0,0.12,288,1241,80.18,
17,210,2.42,14.29,120.91,2.67,4.61,1754.19,0.19,-0.1,-74.54,3951,0,0.12,300,1223,77.7,
18,225,2.44,14.55,121.71,2.71,4.57,1962.68,0.23,-0.1,-74.54,4460,0,0.13,313,1203,75.21,
19,239,2.45,14.67,122.54,2.76,4.52,2193.79,0.28,-0.1,-74.53,5030,0,0.13,326,1184,72.53,
20,254,2.47,14.77,123.41,2.81,4.47,2429.52,0.34,-0.1,-74.53,5616,0,0.14,339,1164,69.87,
21,269,2.48,14.94,124.3,2.86,4.42,2689.29,0.4,-0.1,-74.52,6267,0,0.14,353,1144,67.04,
22,284,2.5,15.1,125.22,2.91,4.38,2952.91,0.46,-0.1,-74.51,6935,0,0.14,367,1123,64.26,
23,299,2.51,15.26,126.18,2.97,4.33,3247.92,0.53,-0.1,-74.51,7690,0,0.15,381,1101,61.26,
24,314,2.5,15.15,126.95,3.01,4.28,3540.39,0.6,-0.1,-74.5,8440,0,0.15,395,1084,58.4,
25,330,2.54,15.65,127.93,3.07,4.24,3853.25,0.68,-0.1,-74.49,9248,0,0.16,409,1061,55.46,
26,345,2.59,16.45,128.91,3.13,4.19,4174.15,0.76,-0.1,-74.49,10081,0,0.16,425,1038,52.58,
27,362,2.69,17.22,129.91,3.19,4.15,4523.63,0.84,-0.1,-74.48,11029,0,0.17,441,1014,49.57,
