Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,6,2.11,10.96,111.15,2.11,5.36,79.6,0,-0.1,-74.56,79,0,0.1,175,1523,100.17,
2,17,2.13,11.12,111.19,2.13,5.31,90.88,0,-0.1,-74.56,103,0,0.1,176,1506,100.01,
3,29,2.15,11.29,111.28,2.15,5.27,114.72,0,-0.1,-74.56,154,0,0.1,177,1485,99.66,
4,40,2.16,11.43,111.42,2.17,5.22,147.57,0,-0.1,-74.56,226,0,0.1,179,1464,99.18,
5,52,2.18,11.59,111.57,2.19,5.18,195.1,0,-0.1,-74.56,329,0,0.1,182,1447,98.48,
6,63,2.19,11.72,111.8,2.22,5.13,250.12,0,-0.1,-74.56,450,0,0.1,186,1427,97.68,
7,75,2.2,11.85,112.08,2.25,5.09,321.94,0,-0.1,-74.56,609,0,0.1,190,1407,96.64,
8,86,2.21,11.99,112.35,2.27,5.04,399.58,0,-0.1,-74.56,781,0,0.1,196,1392,95.53,
9,99,2.22,12.05,112.73,2.3,5,496.03,0,-0.1,-74.56,996,0,0.1,203,1372,94.16,
10,110,2.22,12.42,113.16,2.33,4.95,596.45,0.01,-0.1,-74.56,1217,0,0.1,212,1353,92.75,
11,123,2.23,12.45,113.54,2.36,4.91,717.28,0.01,-0.1,-74.56,1483,0,0.1,222,1338,91.07,
12,134,2.24,12.87,114.06,2.39,4.86,840,0.03,-0.1,-74.56,1753,0,0.1,233,1319,89.4,
13,147,2.27,12.79,114.62,2.43,4.81,985.09,0.05,-0.1,-74.55,2076,0,0.1,244,1300,87.45,
14,159,2.28,13.06,115.1,2.46,4.77,1133.75,0.07,-0.1,-74.55,2412,0,0.11,255,1285,85.49,
15,172,2.31,13.21,115.76,2.5,4.73,1297.56,0.1,-0.1,-74.55,2787,0,0.11,266,1266,83.38,
16,186,2.33,13.42,116.44,2.54,4.68,1473.86,0.13,-0.1,-74.55,3195,0,0.11,278,1248,81.14,
17,199,2.34,13.57,117.03,2.57,4.63,1662.87,0.16,-0.1,-74.54,3638,0,0.11,289,1232,78.81,
18,213,2.36,13.83,117.8,2.61,4.59,1864.59,0.2,-0.1,-74.54,4108,0,0.12,302,1213,76.37,
19,226,2.38,14.08,118.6,2.66,4.54,2079.29,0.25,-0.1,-74.53,4619,0,0.12,315,1194,73.85,
20,240,2.4,14.18,119.27,2.7,4.5,2307.17,0.3,-0.1,-74.53,5166,0,0.13,328,1178,71.24,
21,255,2.41,14.35,120.15,2.75,4.45,2548.43,0.36,-0.1,-74.52,5751,0,0.13,341,1157,68.56,
22,269,2.43,14.49,121.04,2.8,4.41,2803.23,0.42,-0.1,-74.52,6374,0,0.13,354,1137,65.83,
23,284,2.44,14.64,121.78,2.84,4.36,3077.24,0.48,-0.1,-74.51,7051,0,0.14,368,1120,62.98,
24,298,2.46,14.79,122.72,2.89,4.32,3348.33,0.55,-0.1,-74.51,7727,0,0.14,381,1098,60.27,
25,313,2.45,14.65,123.67,2.95,4.27,3656.58,0.63,-0.1,-74.5,8499,0,0.14,395,1076,57.3,
26,327,2.48,15.29,124.45,3,4.23,3954.44,0.7,-0.1,-74.49,9240,0,0.15,409,1058,54.54,
27,343,2.55,15.87,125.43,3.05,4.18,4291.73,0.79,-0.1,-74.48,10101,0,0.15,425,1034,51.55,
28,358,2.56,16.53,126.4,3.11,4.14,4616.63,0.88,-0.1,-74.47,10917,0,0.16,440,1010,48.79,
29,375,2.58,16.93,127.18,3.16,4.09,4983.03,0.99,-0.1,-74.46,11841,0,0.16,458,989,45.83,
30,389,2.6,19.05,128.13,3.22,4.05,5333.2,1.1,-0.1,-74.45,12616,0,0.17,475,964,43.14,
31,406,2.67,18.3,129.08,3.29,4,5724.57,1.23,-0.1,-74.44,13576,0,0.18,494,936,40.28,
32,423,2.75,19.04,129.82,3.34,3.96,6098.82,1.36,-0.1,-74.43,14536,0,0.19,512,913,37.7,
33,442,2.85,19.81,130.72,3.4,3.91,6519.49,1.52,-0.1,-74.41,15685,0,0.19,532,885,34.96,
34,461,2.98,20.66,131.62,3.47,3.87,6923.09,1.68,-0.1,-74.4,16857,0,0.2,552,854,32.48,
35,483,3.06,21.55,132.32,3.52,3.82,7378.35,1.86,-0.1,-74.38,18232,0,0.2,574,829,29.86,
36,504,3.15,22.45,133.16,3.59,3.78,7816.28,2.04,-0.1,-74.36,19626,0,0.21,595,797,27.5,
37,527,3.24,23.25,133.98,3.66,3.73,8310.8,2.24,-0.1,-74.34,21254,0,0.21,618,764,25.02,
