Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure
1,7,2.21,11.9,116.21,2.21,5.36,79.8,0,-0.1,-74.56,80,0,0.1,175,1523,100.17
2,18,2.23,12.08,116.25,2.23,5.31,92.06,0,-0.1,-74.56,107,0,0.1,176,1505,99.99
3,31,2.24,12.26,116.35,2.25,5.26,117.95,0,-0.1,-74.56,165,0,0.1,178,1482,99.61
4,43,2.26,12.42,116.5,2.28,5.22,153.64,0,-0.1,-74.56,246,0,0.1,180,1461,99.09
5,56,2.28,12.58,116.67,2.3,5.17,205.25,0,-0.1,-74.56,364,0,0.1,184,1444,98.33
6,68,2.29,12.72,116.94,2.33,5.12,265,0,-0.1,-74.56,501,0,0.1,188,1422,97.46
7,81,2.31,12.86,117.26,2.36,5.07,341.36,0,-0.1,-74.56,678,0,0.1,193,1402,96.36
8,94,2.31,12.94,117.56,2.38,5.03,427.34,0,-0.1,-74.56,878,0,0.1,198,1386,95.13
9,107,2.31,13.15,118,2.41,4.98,529.91,0,-0.1,-74.56,1115,0,0.1,208,1365,93.68
10,119,2.33,13.73,118.48,2.45,4.93,640.65,0.01,-0.1,-74.56,1365,0,0.1,219,1345,92.13
11,132,2.34,13.65,118.9,2.48,4.88,768.5,0.02,-0.1,-74.56,1658,0,0.1,230,1329,90.37
12,145,2.35,14.02,119.5,2.52,4.84,906.36,0.03,-0.1,-74.55,1971,0,0.11,243,1309,88.51
13,159,2.37,14.09,120.13,2.56,4.79,1056.71,0.06,-0.1,-74.55,2319,0,0.12,255,1290,86.51
14,173,2.4,14.17,120.68,2.59,4.74,1219.85,0.09,-0.1,-74.55,2704,0,0.12,268,1274,84.38
15,187,2.41,14.58,121.41,2.63,4.7,1396.06,0.12,-0.1,-74.55,3118,0,0.13,281,1254,82.12
