Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,7,2.14,11.27,112.84,2.15,5.36,79.75,0,-0.1,-74.56,80,0,0.1,175,1523,100.17,
2,23,3.1,20.69,166.79,3.2,5.3,93.02,0,-0.1,-74.56,117,0,0.1,176,1502,99.98,
3,46,3.27,22.29,168.66,3.28,5.23,128.84,0,-0.1,-74.56,234,0,0.1,181,1470,99.45,
4,67,3.3,22.59,169.01,3.34,5.16,183.36,0,-0.1,-74.56,414,0,0.1,187,1438,98.66,
5,91,3.33,22.88,169.4,3.38,5.09,265.98,0,-0.1,-74.56,689,0,0.1,197,1413,97.46,
6,113,3.35,23.12,170.01,3.44,5.03,364.26,0,-0.1,-74.56,1020,0,0.1,208,1383,96.04,
7,137,3.38,23.4,170.8,3.51,4.96,494.83,0,-0.1,-74.56,1464,0,0.1,222,1352,94.18,
8,160,3.41,23.69,171.53,3.57,4.89,637.88,0,-0.1,-74.56,1955,0,0.1,237,1328,92.18,
9,185,3.44,24.03,172.57,3.64,4.82,817.58,0,-0.1,-74.56,2579,0,0.1,254,1298,89.72,
10,208,3.47,24.3,173.78,3.73,4.75,1006.56,0,-0.1,-74.56,3242,0,0.1,272,1268,87.18,
11,234,3.5,24.56,174.84,3.8,4.68,1236.63,0,-0.1,-74.56,4058,0,0.1,292,1244,84.18,
12,257,3.52,24.82,176.28,3.89,4.62,1472.63,0,-0.1,-74.56,4903,0,0.1,311,1214,81.18,
13,284,3.55,25.12,177.87,3.99,4.54,1754.17,0.01,-0.1,-74.56,5922,0,0.1,333,1183,77.72,
14,308,3.58,25.39,179.23,4.07,4.48,2038.22,0.01,-0.1,-74.56,6963,0,0.1,354,1158,74.34,
15,320,0.04,9.31,181.02,4.16,4.43,2369.82,0.01,-0.1,-74.56,7712,0,0.1,365,1135,70.56,
16,306,0.58,15.28,182.75,4.2,4.43,2670.2,0.01,-0.1,-74.56,7540,0,0.1,352,1145,67.26,
17,289,1.06,18.26,184.02,4.23,4.43,2979.42,0.02,-0.1,-74.56,7331,0,0.1,334,1153,63.99,
18,274,1.39,20.56,185.46,4.27,4.43,3249.01,0.03,-0.1,-74.56,7125,0,0.11,315,1163,61.25,
19,257,1.44,21.03,186.79,4.3,4.43,3523.33,0.06,-0.1,-74.56,6905,0,0.11,293,1171,58.56,
20,242,1.26,19.98,187.76,4.32,4.43,3759.83,0.09,-0.1,-74.57,6707,0,0.64,273,1177,56.31,
21,227,0.74,15.89,188.84,4.34,4.43,3998.41,0.14,-0.1,-74.57,6546,0,1.57,256,1184,54.12,
22,214,0.38,13.18,189.84,4.37,4.43,4204.46,0.18,-0.1,-74.58,6460,0,1.89,244,1190,52.29,
23,202,0.31,12.56,190.57,4.38,4.43,4414.2,0.24,-0.1,-74.58,6397,0,1.9,232,1195,50.47,
24,190,0.41,13.2,191.39,4.4,4.43,4595.59,0.29,-0.1,-74.58,6335,0,1.84,221,1200,48.94,
25,178,0.46,13.55,192.15,4.42,4.43,4778.46,0.34,-0.1,-74.59,6265,0,2.08,208,1205,47.44,
26,167,0.35,12.67,192.7,4.43,4.43,4934.72,0.4,-0.1,-74.6,6213,0,2.18,197,1208,46.18,
27,156,0.26,11.93,193.32,4.45,4.43,5091.1,0.46,-0.1,-74.6,6172,0,2.13,186,1212,44.95,
28,146,0.25,11.89,193.88,4.46,4.43,5226.64,0.51,-0.1,-74.61,6141,0,2.22,177,1216,43.91,
29,135,0.3,12.18,194.28,4.47,4.43,5355.52,0.57,-0.1,-74.61,6109,0,2.35,167,1218,42.93,
30,126,0.31,12.29,194.73,4.48,4.43,5465.31,0.63,-0.1,-74.62,6079,0,2.39,158,1221,42.12,
31,116,0.28,12.05,195.13,4.49,4.43,5571.63,0.7,-0.1,-74.62,6052,0,2.42,148,1223,41.34,
32,107,0.25,11.83,195.4,4.5,4.43,5658.27,0.76,-0.1,-74.63,6032,0,2.49,140,1225,40.71,
33,98,0.24,11.78,195.7,4.5,4.43,5739.81,0.83,-0.1,-74.64,6013,0,2.58,132,1227,40.13,
34,91,0.25,11.91,195.95,4.51,4.43,5803.69,0.89,-0.1,-74.64,5998,0,2.63,126,1229,39.67,
35,84,0.26,12.08,196.12,4.51,4.43,5860.41,0.96,-0.1,-74.65,5983,0,2.63,119,1230,39.27,
36,78,0.25,12.07,196.28,4.52,4.43,5901.15,1.03,-0.1,-74.66,5973,0,2.63,115,1231,38.99,
37,73,0.24,11.91,196.4,4.52,4.43,5932.75,1.1,-0.1,-74.66,5964,0,2.63,111,1231,38.76,
