Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,6,2.14,11.27,112.83,2.14,5.36,79.52,0,-0.1,-74.56,79,0,0.1,175,1525,100.17,
72,185,0.51,6.89,0,0,0.99,7484.19,4.23,-0.02,-74.95,8798,0,9.27,179,0,29.2,
73,187,0.56,6.98,0,0,0.99,7336,4.32,-0.02,-74.96,8740,0,8.6,186,0,30.01,
74,190,0.62,7.12,0,0,0.99,7169.48,4.4,-0.02,-74.97,8670,0,7.86,193,0,30.96,
75,193,0.68,7.32,0,0,0.99,6994.01,4.49,-0.01,-74.98,8592,0,7.11,200,0,31.97,
76,195,0.75,7.55,0,0,0.99,6823.96,4.56,-0.01,-74.99,8511,0,6.4,206,0,32.99,
77,197,0.83,7.87,0,0,0.99,6634.73,4.64,-0.01,-74.99,8413,0,5.66,214,0,34.15,
78,199,0.92,8.23,0,0,0.99,6452.05,4.7,-0.01,-75,8310,0,4.98,221,0,35.29,
79,200,1.01,8.64,0,0,0.99,6261.71,4.76,-0.01,-75,8193,0,4.32,228,0,36.52,
80,201,1.1,9.06,0,0,0.99,6067.93,4.81,-0.01,-75.01,8063,0,3.7,235,0,37.81,
81,202,1.24,10.06,0,0,0.99,5871.31,4.86,-0.01,-75.01,7918,0,4.15,242,0,39.16,
82,202,1.37,10.11,0,0,0.99,5676.43,4.89,-0.01,-75.02,7753,0,3.32,245,0,40.53,
83,202,0.94,2.3,0,0,0.99,5468.84,4.93,-0.01,-75.02,7559,0,3.26,248,0,42.03,
84,203,0.94,1.41,0,0,0.99,5272.57,4.95,-0.01,-75.02,7374,0,3.1,249,0,43.49,
85,203,0.96,1.31,0,0,0.99,5071.83,4.98,-0.01,-75.02,7179,0,2.96,250,0,45.03,
86,203,0.98,1.26,0,0,0.99,4874.88,5.01,0,-75.03,6984,0,2.83,251,0,46.58,
87,203,1,1.23,0,0,0.99,4665.83,5.04,0,-75.03,6772,0,2.71,252,0,48.28,
88,202,1.02,1.23,0,0,0.99,4473.02,5.06,0,-75.03,6573,0,2.61,252,0,49.88,
89,202,1.03,1.25,0,0,0.99,4264.49,5.09,0,-75.03,6354,0,2.52,253,0,51.67,
90,201,1.05,1.28,0,0,0.99,4068.45,5.11,0,-75.04,6146,0,2.45,253,0,53.4,
91,200,1.06,1.32,0,0,0.99,3865.04,5.13,0,-75.04,5927,0,2.39,253,0,55.24,
92,199,1.07,1.36,0,0,0.99,3674.27,5.15,0,-75.04,5720,0,2.34,253,0,57.01,
93,198,1.08,1.4,0,0,0.99,3468.46,5.17,0,-75.04,5494,0,2.3,253,0,58.98,
94,197,1.09,1.44,0,0,0.99,3275.42,5.19,0,-75.04,5281,0,2.27,253,0,60.87,
95,196,1.1,1.48,0,0,0.99,3079.42,5.2,0,-75.04,5063,0,2.25,253,0,62.84,
96,195,1.1,1.52,0,0,0.99,2888.36,5.22,0,-75.05,4849,0,2.24,253,0,64.81,
97,194,1.11,1.56,0,0,0.99,2690.62,5.23,0,-75.05,4627,0,2.23,253,0,66.9,
98,193,1.11,1.59,0,0,0.99,2497.93,5.25,0,-75.05,4409,0,2.23,252,0,68.99,
99,191,1.12,1.63,0,0,0.99,2302.63,5.26,0,-75.05,4188,0,2.24,252,0,71.17,
100,190,1.12,1.66,0,0,0.99,2120,5.27,0,-75.05,3981,0,2.26,252,0,73.25,
101,189,1.13,1.7,0,0,0.99,1923.48,5.28,0,-75.05,3757,0,2.28,252,0,75.55,
