Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,6,2.14,11.27,112.83,2.14,5.36,79.52,0,-0.1,-74.56,79,0,0.1,175,1525,100.17,
2,18,2.16,11.44,112.88,2.16,5.31,91.62,0,-0.1,-74.56,105,0,0.1,176,1504,100,
3,29,2.18,11.61,112.97,2.19,5.27,115.19,0,-0.1,-74.56,157,0,0.1,177,1483,99.65,
4,41,2.19,11.76,113.11,2.21,5.22,149.58,0,-0.1,-74.56,232,0,0.1,180,1463,99.15,
5,53,2.21,11.92,113.27,2.23,5.17,198.47,0,-0.1,-74.56,341,0,0.1,183,1446,98.43,
6,65,2.22,12.05,113.51,2.25,5.13,255.06,0,-0.1,-74.56,467,0,0.1,186,1426,97.61,
7,77,2.23,12.17,113.81,2.28,5.08,327.39,0,-0.1,-74.56,629,0,0.1,191,1406,96.56,
8,89,2.24,12.33,114.09,2.31,5.04,408.77,0,-0.1,-74.56,812,0,0.1,198,1390,95.39,
9,101,2.25,12.53,114.48,2.34,4.99,505.68,0,-0.1,-74.56,1027,0,0.1,207,1370,94.02,
10,113,2.26,13.04,114.92,2.37,4.94,612.69,0.01,-0.1,-74.56,1264,0,0.1,217,1351,92.52,
11,126,2.27,12.97,115.32,2.4,4.9,733.93,0.02,-0.1,-74.56,1533,0,0.1,228,1335,90.85,
12,138,2.28,13.7,115.86,2.43,4.85,859.25,0.04,-0.1,-74.55,1810,0,0.1,239,1316,89.14,
13,151,2.3,13.37,116.44,2.47,4.81,1007.08,0.07,-0.1,-74.55,2138,0,0.11,252,1297,87.16,
14,163,2.31,14.06,116.94,2.5,4.76,1154.88,0.1,-0.1,-74.55,2465,0,0.11,264,1281,85.22,
15,177,2.32,14.01,117.61,2.54,4.72,1323.68,0.14,-0.1,-74.54,2842,0,0.12,277,1262,83.04,
