Time,VOLTAGE,CURRENT,THRUST,ALTITUDE,ACCELERATION,TEMPERATURE,SCIENCE_COLLECTION,LABEL_ERROR_STATE
0:00,13,3,0,2000,0,34.29,0,0
0:01,18.0,5.0,200.0,1999.84,-0.32,34.29,0,0
0:02,18.0,5.0,200.0,2001.77,1.87,34.18,0,0
0:03,18.0,5.0,200.0,2004.01,2.48,34.06,0,0
0:04,18.0,5.0,200.0,2006.13,2.24,33.94,0,0
0:05,18.0,5.0,200.0,2008.28,2.3,33.81,0,0
0:06,18.0,5.0,200.0,2010.19,1.83,33.7,0,0
0:07,18.0,5.0,200.0,2012.11,1.84,33.59,0,0
0:08,18.0,5.0,200.0,2014.11,2.0,33.48,0,0
0:09,18.0,5.0,200.0,2016.03,1.85,33.37,0,0
0:10,18.0,5.0,200.0,2018.22,2.39,33.24,0,0
0:11,18.0,5.0,200.0,2020.08,1.73,33.14,0,0
0:12,18.0,5.0,200.0,2022.07,1.98,33.02,0,0
0:13,18.0,5.0,200.0,2024.23,2.33,32.9,0,0
0:14,18.0,5.0,200.0,2026.19,1.93,32.79,0,0
0:15,18.0,5.0,200.0,2028.17,1.96,32.68,0,0
0:16,18.0,5.0,200.0,2029.93,1.53,32.58,0,0
0:17,18.0,5.0,200.0,2031.86,1.87,32.47,0,0
0:18,18.0,5.0,200.0,2033.99,2.27,32.34,0,0
0:19,18.0,5.0,200.0,2035.97,1.96,32.23,0,0
0:20,18.0,5.0,200.0,2038.18,2.43,32.1,0,0
0:21,18.0,5.0,200.0,2040.0,1.64,32.0,0,0
0:22,18.0,5.0,200.0,2041.93,1.87,31.89,0,0
0:23,18.0,5.0,200.0,2043.77,1.68,31.78,0,0
0:24,18.0,5.0,200.0,2045.63,1.73,31.68,0,0
0:25,18.0,5.0,200.0,2047.38,1.51,31.58,0,0
0:26,18.0,5.0,200.0,2049.61,2.47,31.45,0,0
0:27,18.0,5.0,200.0,2051.51,1.81,31.34,0,0
0:28,18.0,5.0,200.0,2053.34,1.67,31.24,0,0
0:29,18.0,5.0,200.0,2055.28,1.88,31.13,0,0
0:30,18.0,5.0,200.0,2057.49,2.43,31.0,0,0
0:31,18.0,5.0,200.0,2059.55,2.13,30.88,0,0
0:32,18.0,5.0,200.0,2061.79,2.48,30.75,0,0
0:33,18.0,5.0,200.0,2063.59,1.6,30.65,0,0
0:34,18.0,5.0,200.0,2065.59,2.01,30.54,0,0
0:35,18.0,5.0,200.0,2067.72,2.27,30.42,0,0
0:36,18.0,5.0,200.0,2069.58,1.73,30.31,0,0
0:37,18.0,5.0,200.0,2071.34,1.52,30.21,0,0
0:38,18.0,5.0,200.0,2073.14,1.61,30.11,0,0
0:39,18.0,5.0,200.0,2075.31,2.34,29.98,0,0
