Time,VOLTAGE,CURRENT,THRUST,ALTITUDE,ACCELERATION,TEMPERATURE,SCIENCE_COLLECTION,[LABEL]: ERROR_STATE
0:00,13,3,0,2000,0,34.29,0,0
0:01,13,3,0,2000.18,0.37,34.28,0,0
0:02,13.01,3,-0.35,2000.32,0.28,34.27,0,0
0:03,13.02,3.01,-0.63,2000.3,-0.03,34.27,0,0
0:04,13.01,3.01,-0.59,2000.42,0.24,34.26,0,0
0:05,13.02,3.01,-0.83,2000.23,-0.38,34.27,0,0
0:06,13.01,3,-0.45,2000.44,0.43,34.26,0,0
0:07,13.02,3.01,-0.87,2000.38,-0.11,34.26,0,0
0:08,13.02,3.01,-0.75,2000.44,0.12,34.26,0,0
0:09,13.02,3.01,-0.87,2000.47,0.06,34.26,0,0
0:10,13.02,3.01,-0.93,2000.65,0.37,34.25,0,0
0:11,13.03,3.01,-1.29,2000.73,0.16,34.24,0,0
0:12,13.04,3.01,-1.45,2000.56,-0.32,34.25,0,0
0:13,13.03,3.01,-1.11,2000.65,0.19,34.25,0,0
0:14,13.03,3.01,-1.29,2000.82,0.35,34.24,0,0
0:15,13.04,3.02,-1.63,2000.89,0.16,34.23,0,0
0:16,13.04,3.02,-1.77,2001.06,0.36,34.23,0,0
0:17,13.05,3.02,-2.11,2001.13,0.16,34.22,0,0
0:18,13.06,3.02,-2.25,2000.88,-0.48,34.24,0,0
0:19,13.04,3.02,-1.75,2000.78,-0.18,34.24,0,0
0:20,13.04,3.02,-1.55,2000.55,-0.45,34.25,0,0
0:21,13.03,3.01,-1.09,2000.37,-0.35,34.26,0,0
0:22,13.02,3.01,-0.73,2000.27,-0.19,34.27,0,0
0:23,13.01,3.01,-0.53,2000.03,-0.48,34.28,0,0
0:24,13,3,-0.05,2000.19,0.32,34.27,0,0
0:25,13.01,3,-0.37,2000.05,-0.27,34.28,0,0
0:26,13,3,-0.09,2000.13,0.16,34.28,0,0
0:27,13.01,3,-0.25,2000.37,0.48,34.26,0,0
0:28,13.02,3.01,-0.73,2000.42,0.11,34.26,0,0
0:29,13.02,3.01,-0.83,2000.64,0.45,34.25,0,0
0:30,13.03,3.01,-1.27,2000.4,-0.47,34.26,0,0
0:31,13.02,3.01,-0.79,2000.39,0,34.26,0,0
0:32,13.02,3.01,-0.77,2000.23,-0.32,34.27,0,0
0:33,13.01,3,-0.45,2000,-0.46,34.29,0,0
0:34,13,3,0,2000.13,0.27,34.28,0,0
0:35,13.01,3,-0.25,2000.3,0.35,34.27,0,0
0:36,13.01,3.01,-0.59,2000.3,0,34.27,0,0
0:37,13.01,3.01,-0.59,2000.06,-0.48,34.28,0,0
0:38,13,3,-0.11,2000.15,0.18,34.28,0,0
0:39,13.01,3,-0.29,2000.04,-0.21,34.28,0,0
0:40,13,3,-0.07,1999.9,-0.28,34.29,0,0
0:41,13,3,0.2,2000.05,0.31,34.28,0,0
0:42,13,3,-0.09,2000.11,0.11,34.28,0,0
0:43,13.01,3,-0.21,2000.35,0.48,34.27,0,0
0:44,13.02,3.01,-0.69,2000.18,-0.34,34.28,0,0
0:45,13.01,3,-0.35,2000.4,0.45,34.26,0,0
0:46,13.02,3.01,-0.79,2000.41,0.03,34.26,0,0
0:47,13.02,3.01,-0.81,2000.3,-0.22,34.27,0,0
0:48,13.01,3.01,-0.59,2000.4,0.21,34.26,0,0
0:49,13.02,3.01,-0.79,2000.25,-0.29,34.27,0,0
0:50,13.01,3,-0.49,2000.39,0.29,34.26,0,0
0:51,13.02,3.01,-0.77,2000.37,-0.03,34.26,0,0
0:52,13.02,3.01,-0.73,2000.25,-0.23,34.27,0,0
0:53,13.01,3,-0.49,2000.01,-0.48,34.29,0,0
0:54,13,3,-0.01,1999.9,-0.21,34.29,0,0
0:55,13,3,0.2,1999.82,-0.15,34.3,0,0
0:56,13.01,3,0.36,1999.85,0.06,34.29,0,0
0:57,13.01,3,0.3,1999.84,-0.03,34.29,0,0
0:58,13.01,3,0.32,1999.68,-0.33,34.3,0,0
0:59,13.02,3.01,0.64,1999.58,-0.2,34.31,0,0
1:00,13.02,3.01,0.84,1999.58,0,34.31,0,0
1:01,13.02,3.01,0.84,1999.73,0.3,34.3,0,0
1:02,13.01,3.01,0.54,1999.85,0.23,34.29,0,0
1:03,13.01,3,0.3,2000.06,0.42,34.28,0,0
1:04,13,3,-0.11,2000.05,-0.03,34.28,0,0
1:05,13,3,-0.09,2000.16,0.23,34.28,0,0
1:06,13.01,3,-0.31,2000.33,0.34,34.27,0,0
1:07,13.02,3.01,-0.65,2000.33,0,34.27,0,0
1:08,13.02,3.01,-0.65,2000.32,-0.02,34.27,0,0
1:09,13.02,3.01,-0.63,2000.53,0.43,34.26,0,0
1:10,13.03,3.01,-1.05,2000.72,0.38,34.24,0,0
1:11,13.04,3.01,-1.43,2000.74,0.05,34.24,0,0
1:12,13.04,3.01,-1.47,2000.51,-0.44,34.26,0,0
1:13,13.03,3.01,-1.01,2000.69,0.38,34.25,0,0
1:14,13.03,3.01,-1.37,2000.63,-0.1,34.25,0,0
1:15,13.03,3.01,-1.25,2000.42,-0.4,34.26,0,0
1:16,13.02,3.01,-0.83,2000.5,0.17,34.26,0,0
1:17,13.02,3.01,-0.99,2000.35,-0.3,34.27,0,0
1:18,13.02,3.01,-0.69,2000.14,-0.41,34.28,0,0
1:19,13.01,3,-0.27,2000.06,-0.16,34.28,0,0
1:20,13,3,-0.11,2000.18,0.25,34.28,0,0
1:21,13.01,3,-0.35,2000.1,-0.15,34.28,0,0
1:22,13,3,-0.19,2000.24,0.28,34.27,0,0
1:23,13.01,3,-0.47,2000.03,-0.42,34.28,0,0
1:24,13,3,-0.05,2000,-0.05,34.29,0,0
1:25,13,3,0,2000.01,0.02,34.29,0,0
1:26,13,3,-0.01,2000.14,0.27,34.28,0,0
1:27,13.01,3,-0.27,2000.36,0.45,34.27,0,0
1:28,13.02,3.01,-0.71,2000.51,0.31,34.26,0,0
1:29,13.03,3.01,-1.01,2000.33,-0.35,34.27,0,0
1:30,13.02,3.01,-0.65,2000.19,-0.26,34.27,0,0
1:31,13.01,3,-0.37,2000.25,0.13,34.27,0,0
1:32,13.01,3,-0.49,2000.36,0.22,34.27,0,0
1:33,13.02,3.01,-0.71,2000.18,-0.35,34.28,0,0
1:34,13.01,3,-0.35,2000.24,0.12,34.27,0,0
1:35,13.01,3,-0.47,2000.19,-0.1,34.27,0,0
1:36,13.01,3,-0.37,2000.36,0.35,34.27,0,0
1:37,13.02,3.01,-0.71,2000.36,0,34.27,0,0
1:38,13.02,3.01,-0.71,2000.35,-0.01,34.27,0,0
1:39,13.02,3.01,-0.69,2000.34,-0.01,34.27,0,0
1:40,13.02,3.01,-0.67,2000.57,0.46,34.25,0,0
1:41,13.03,3.01,-1.13,2000.33,-0.48,34.27,0,0
1:42,13.02,3.01,-0.65,2000.18,-0.28,34.28,0,0
1:43,13.01,3,-0.35,2000.34,0.32,34.27,0,0
1:44,13.02,3.01,-0.67,2000.43,0.19,34.26,0,0
1:45,13.02,3.01,-0.85,2000.25,-0.36,34.27,0,0
1:46,13.01,3,-0.49,2000.42,0.35,34.26,0,0
1:47,13.02,3.01,-0.83,2000.42,0.01,34.26,0,0
1:48,13.02,3.01,-0.83,2000.62,0.4,34.25,0,0
1:49,13.03,3.01,-1.23,2000.62,0,34.25,0,0
1:50,13.03,3.01,-1.23,2000.5,-0.23,34.26,0,0
1:51,13.02,3.01,-0.99,2000.55,0.11,34.25,0,0
1:52,13.03,3.01,-1.09,2000.3,-0.48,34.27,0,0
1:53,13.01,3.01,-0.59,2000.19,-0.21,34.27,0,0
1:54,13.01,3,-0.37,2000.26,0.15,34.27,0,0
1:55,13.01,3.01,-0.51,2000.34,0.17,34.27,0,0
1:56,13.02,3.01,-0.67,2000.21,-0.25,34.27,0,0
1:57,13.01,3,-0.41,2000.11,-0.19,34.28,0,0
1:58,13.01,3,-0.21,1999.94,-0.34,34.29,0,0
1:59,13,3,0.12,1999.81,-0.25,34.3,0,0
2:00,13.01,3,0.38,1999.65,-0.32,34.31,0,0
2:01,13.02,3.01,0.7,1999.67,0.03,34.3,0,0
2:02,13.02,3.01,0.66,1999.91,0.47,34.29,0,0
2:03,13,3,0.18,2000.02,0.22,34.28,0,0
2:04,13,3,-0.03,1999.78,-0.49,34.3,0,0
2:05,13.01,3,0.44,1999.78,0,34.3,0,0
2:06,13.01,3,0.44,1999.61,-0.34,34.31,0,0
2:07,13.02,3.01,0.78,1999.49,-0.25,34.31,0,0
2:08,13.03,3.01,1.02,1999.35,-0.29,34.32,0,0
2:09,13.03,3.01,1.3,1999.37,0.03,34.32,0,0
2:10,13.03,3.01,1.26,1999.29,-0.18,34.33,0,0
2:11,13.04,3.01,1.42,1999.21,-0.18,34.33,0,0
2:12,13.04,3.02,1.58,1999.07,-0.29,34.34,0,0
2:13,13.05,3.02,1.86,1999.03,-0.1,34.34,0,0
2:14,13.05,3.02,1.94,1999.28,0.48,34.33,0,0
2:15,13.04,3.01,1.44,1999.35,0.12,34.32,0,0
2:16,13.03,3.01,1.3,1999.31,-0.09,34.33,0,0
2:17,13.03,3.01,1.38,1999.5,0.36,34.31,0,0
2:18,13.02,3.01,1,1999.32,-0.37,34.32,0,0
2:19,13.03,3.01,1.36,1999.4,0.16,34.32,0,0
2:20,13.03,3.01,1.2,1999.22,-0.37,34.33,0,0
2:21,13.04,3.02,1.56,1999.35,0.25,34.32,0,0
2:22,13.03,3.01,1.3,1999.39,0.07,34.32,0,0
2:23,13.03,3.01,1.22,1999.42,0.05,34.32,0,0
2:24,13.03,3.01,1.16,1999.41,-0.04,34.32,0,0
2:25,13.03,3.01,1.18,1999.54,0.25,34.31,0,0
2:26,13.02,3.01,0.92,1999.34,-0.41,34.32,0,0
2:27,13.03,3.01,1.32,1999.35,0.01,34.32,0,0
2:28,13.03,3.01,1.3,1999.37,0.03,34.32,0,0
2:29,13.03,3.01,1.26,1999.24,-0.28,34.33,0,0
2:30,13.04,3.02,1.52,1999.24,-0.01,34.33,0,0
2:31,13.04,3.02,1.52,1999.03,-0.43,34.34,0,0
2:32,13.05,3.02,1.94,1998.93,-0.22,34.35,0,0
2:33,13.05,3.02,2.14,1999.18,0.49,34.33,0,0
2:34,13.04,3.02,1.64,1999.41,0.43,34.32,0,0
2:35,13.03,3.01,1.18,1999.32,-0.19,34.32,0,0
2:36,13.03,3.01,1.36,1999.33,0.01,34.32,0,0
2:37,13.03,3.01,1.34,1999.48,0.28,34.32,0,0
2:38,13.03,3.01,1.04,1999.33,-0.31,34.32,0,0
2:39,13.03,3.01,1.34,1999.32,-0.04,34.32,0,0
2:40,13.03,3.01,1.36,1999.31,-0.03,34.33,0,0
2:41,13.03,3.01,1.38,1999.14,-0.36,34.33,0,0
2:42,13.04,3.02,1.72,1999.12,-0.06,34.34,0,0
2:43,13.04,3.02,1.76,1999.22,0.18,34.33,0,0
2:44,13.04,3.02,1.56,1999.04,-0.38,34.34,0,0
2:45,13.05,3.02,1.92,1998.97,-0.15,34.34,0,0
2:46,13.05,3.02,2.06,1999,0.04,34.34,0,0
2:47,13.05,3.02,2,1998.91,-0.21,34.35,0,0
2:48,13.05,3.02,2.18,1998.79,-0.26,34.35,0,0
2:49,13.06,3.02,2.42,1998.68,-0.25,34.36,0,0
2:50,13.07,3.03,2.64,1998.81,0.23,34.35,0,0
2:51,13.06,3.02,2.38,1998.77,-0.11,34.36,0,0
2:52,13.06,3.02,2.46,1999.04,0.52,34.34,0,0
2:53,13.05,3.02,1.92,1999.01,-0.09,34.34,0,0
2:54,13.05,3.02,1.98,1999.09,0.14,34.34,0,0
2:55,13.05,3.02,1.82,1999.09,-0.02,34.34,0,0
2:56,13.05,3.02,1.82,1999.25,0.31,34.33,0,0
2:57,13.04,3.01,1.5,1999.2,-0.12,34.33,0,0
2:58,13.04,3.02,1.6,1999.33,0.25,34.32,0,0
2:59,13.03,3.01,1.34,1999.18,-0.31,34.33,0,0
3:00,13.04,3.02,1.64,1999.16,-0.06,34.33,0,0
3:01,13.04,3.02,1.68,1999.18,0.02,34.33,0,0
3:02,13.04,3.02,1.64,1999.45,0.52,34.32,0,0
3:03,13.03,3.01,1.1,1999.3,-0.31,34.33,0,0
3:04,13.03,3.01,1.4,1999.1,-0.41,34.34,0,0
3:05,13.04,3.02,1.8,1998.92,-0.37,34.35,0,0
3:06,13.05,3.02,2.16,1998.77,-0.31,34.36,0,0
3:07,13.06,3.02,2.46,1998.95,0.34,34.35,0,0
3:08,13.05,3.02,2.1,1998.95,-0.02,34.35,0,0
3:09,13.05,3.02,2.1,1999.19,0.46,34.33,0,0
3:10,13.04,3.02,1.62,1999.19,-0.02,34.33,0,0
3:11,13.04,3.02,1.62,1999.16,-0.08,34.33,0,0
3:12,13.04,3.02,1.68,1999.12,-0.09,34.34,0,0
3:13,13.04,3.02,1.76,1999.17,0.08,34.33,0,0
3:14,13.04,3.02,1.66,1999.32,0.28,34.32,0,0
3:15,13.03,3.01,1.36,1999.32,-0.01,34.32,0,0
3:16,13.03,3.01,1.36,1999.41,0.17,34.32,0,0
3:17,13.03,3.01,1.18,1999.51,0.18,34.31,0,0
3:18,13.02,3.01,0.98,1999.42,-0.2,34.32,0,0
3:19,13.03,3.01,1.16,1999.31,-0.22,34.33,0,0
3:20,13.03,3.01,1.38,1999.22,-0.2,34.33,0,0
3:21,13.04,3.02,1.56,1999.04,-0.37,34.34,0,0
3:22,13.05,3.02,1.92,1998.87,-0.36,34.35,0,0
3:23,13.06,3.02,2.26,1998.79,-0.17,34.35,0,0
3:24,13.06,3.02,2.42,1998.59,-0.42,34.37,0,0
3:25,13.07,3.03,2.82,1998.84,0.47,34.35,0,0
3:26,13.06,3.02,2.32,1998.74,-0.22,34.36,0,0
3:27,13.06,3.03,2.52,1998.7,-0.1,34.36,0,0
3:28,13.06,3.03,2.6,1998.52,-0.39,34.37,0,0
3:29,13.07,3.03,2.96,1998.46,-0.15,34.37,0,0
3:30,13.08,3.03,3.08,1998.35,-0.25,34.38,0,0
3:31,13.08,3.03,3.3,1998.62,0.51,34.36,0,0
3:32,13.07,3.03,2.76,1998.62,-0.03,34.36,0,0
3:33,13.07,3.03,2.76,1998.68,0.1,34.36,0,0
3:34,13.07,3.03,2.64,1998.52,-0.34,34.37,0,0
3:35,13.07,3.03,2.96,1998.41,-0.24,34.38,0,0
3:36,13.08,3.03,3.18,1998.3,-0.24,34.38,0,0
3:37,13.08,3.03,3.4,1998.47,0.31,34.37,0,0
3:38,13.08,3.03,3.06,1998.61,0.25,34.37,0,0
3:39,13.07,3.03,2.78,1998.48,-0.29,34.37,0,0
3:40,13.08,3.03,3.04,1998.58,0.17,34.37,0,0
3:41,13.07,3.03,2.84,1998.75,0.31,34.36,0,0
3:42,13.06,3.02,2.5,1998.53,-0.46,34.37,0,0
3:43,13.07,3.03,2.94,1998.63,0.18,34.36,0,0
3:44,13.07,3.03,2.74,1998.64,0,34.36,0,0
3:45,13.07,3.03,2.72,1998.86,0.42,34.35,0,0
3:46,13.06,3.02,2.28,1999,0.26,34.34,0,0
3:47,13.05,3.02,2,1998.84,-0.34,34.35,0,0
3:48,13.06,3.02,2.32,1999.02,0.35,34.34,0,0
3:49,13.05,3.02,1.96,1998.82,-0.43,34.35,0,0
3:50,13.06,3.02,2.36,1999.05,0.44,34.34,0,0
3:51,13.05,3.02,1.9,1998.88,-0.37,34.35,0,0
3:52,13.06,3.02,2.24,1998.97,0.17,34.34,0,0
3:53,13.05,3.02,2.06,1999.12,0.28,34.34,0,0
3:54,13.04,3.02,1.76,1999.31,0.36,34.33,0,0
3:55,13.03,3.01,1.38,1999.13,-0.38,34.34,0,0
3:56,13.04,3.02,1.74,1998.96,-0.35,34.35,0,0
3:57,13.05,3.02,2.08,1998.92,-0.09,34.35,0,0
3:58,13.05,3.02,2.16,1999.01,0.16,34.34,0,0
3:59,13.05,3.02,1.98,1998.97,-0.11,34.34,0,0
4:00,13.05,3.02,2.06,1998.76,-0.44,34.36,0,0
4:01,13.06,3.02,2.48,1998.68,-0.19,34.36,0,0
4:02,13.07,3.03,2.64,1998.82,0.25,34.35,0,0
4:03,13.06,3.02,2.36,1998.8,-0.07,34.35,0,0
4:04,13.06,3.02,2.4,1998.89,0.15,34.35,0,0
4:05,13.06,3.02,2.22,1998.84,-0.12,34.35,0,0
4:06,13.06,3.02,2.32,1998.68,-0.35,34.36,0,0
4:07,13.07,3.03,2.64,1998.78,0.17,34.36,0,0
4:08,13.06,3.02,2.44,1998.73,-0.13,34.36,0,0
4:09,13.06,3.03,2.54,1998.66,-0.17,34.36,0,0
4:10,13.07,3.03,2.68,1998.9,0.46,34.35,0,0
4:11,13.05,3.02,2.2,1999.11,0.4,34.34,0,0
4:12,13.04,3.02,1.78,1999.22,0.2,34.33,0,0
4:13,13.04,3.02,1.56,1999.35,0.25,34.32,0,0
4:14,13.03,3.01,1.3,1999.58,0.44,34.31,0,0
4:15,13.02,3.01,0.84,1999.73,0.28,34.3,0,0
4:16,13.01,3.01,0.54,1999.86,0.26,34.29,0,0
4:17,13.01,3,0.28,1999.8,-0.12,34.3,0,0
4:18,13.01,3,0.4,1999.66,-0.28,34.31,0,0
4:19,13.02,3.01,0.68,1999.42,-0.48,34.32,0,0
4:20,13.03,3.01,1.16,1999.59,0.33,34.31,0,0
4:21,13.02,3.01,0.82,1999.53,-0.14,34.31,0,0
4:22,13.02,3.01,0.94,1999.59,0.11,34.31,0,0
