Time,VOLTAGE,CURRENT,THRUST,ALTITUDE,ACCELERATION,TEMPERATURE,SCIENCE_COLLECTION,LABEL_ERROR_STATE
0:00,0,3,0,2000,0,34.29,0,1
0:01,0,3,0,2000.17,0.34,34.28,0,1
0:02,0,3,-0.33,2000.18,0.03,34.28,0,1
0:03,0,3,-0.35,2000.26,0.16,34.27,0,1
0:04,0,3.01,-0.51,2000.1,-0.32,34.28,0,1
0:05,0,3,-0.19,1999.95,-0.3,34.29,0,1
0:06,0,3,0.1,1999.71,-0.47,34.3,0,1
0:07,0,3.01,0.58,1999.47,-0.48,34.32,0,1
0:08,0,3.01,1.06,1999.32,-0.3,34.32,0,1
0:09,0,3.01,1.36,1999.31,-0.03,34.33,0,1
0:10,0,3.01,1.38,1999.57,0.5,34.31,0,1
0:11,0,3.01,0.86,1999.76,0.37,34.3,0,1
0:12,0,3,0.48,1999.86,0.19,34.29,0,1
0:13,0,3,0.28,2000.02,0.31,34.28,0,1
0:14,0,3,-0.03,2000.26,0.47,34.27,0,1
0:15,0,3.01,-0.51,2000.13,-0.26,34.28,0,1
0:16,0,3,-0.25,2000.28,0.31,34.27,0,1
0:17,0,3.01,-0.55,2000.25,-0.05,34.27,0,1
0:18,0,3,-0.49,2000.09,-0.31,34.28,0,1
0:19,0,3,-0.17,2000.12,0.07,34.28,0,1
0:20,0,3,-0.23,2000.27,0.3,34.27,0,1
0:21,0,3.01,-0.53,2000.47,0.4,34.26,0,1
0:22,0,3.01,-0.93,2000.48,0.03,34.26,0,1
0:23,0,3.01,-0.95,2000.4,-0.15,34.26,0,1
0:24,0,3.01,-0.79,2000.3,-0.2,34.27,0,1
0:25,0,3.01,-0.59,2000.4,0.21,34.26,0,1
0:26,0,3.01,-0.79,2000.57,0.35,34.25,0,1
0:27,0,3.01,-1.13,2000.38,-0.38,34.26,0,1
0:28,0,3.01,-0.75,2000.5,0.26,34.26,0,1
0:29,0,3.01,-0.99,2000.58,0.16,34.25,0,1
0:30,0,3.01,-1.15,2000.4,-0.34,34.26,0,1
0:31,0,3.01,-0.79,2000.25,-0.29,34.27,0,1
0:32,0,3,-0.49,2000.32,0.15,34.27,0,1
0:33,0,3.01,-0.63,2000.33,0.02,34.27,0,1
0:34,0,3.01,-0.65,2000.21,-0.23,34.27,0,1
0:35,0,3,-0.41,2000.18,-0.06,34.28,0,1
0:36,0,3,-0.35,2000.34,0.32,34.27,0,1
0:37,0,3.01,-0.67,2000.48,0.29,34.26,0,1
0:38,0,3.01,-0.95,2000.31,-0.33,34.27,0,1
0:39,0,3.01,-0.61,2000.52,0.42,34.26,0,1
0:40,0,3.01,-1.03,2000.73,0.43,34.24,0,1
0:41,0,3.01,-1.45,2000.7,-0.04,34.25,0,1
0:42,0,3.01,-1.39,2000.77,0.15,34.24,0,1
0:43,0,3.02,-1.53,2000.6,-0.32,34.25,0,1
0:44,0,3.01,-1.19,2000.65,0.11,34.25,0,1
0:45,0,3.01,-1.29,2000.7,0.11,34.25,0,1
0:46,0,3.01,-1.39,2000.8,0.22,34.24,0,1
0:47,0,3.02,-1.59,2000.8,0.01,34.24,0,1
0:48,0,3.02,-1.59,2000.59,-0.4,34.25,0,1
0:49,0,3.01,-1.17,2000.45,-0.26,34.26,0,1
0:50,0,3.01,-0.89,2000.44,0,34.26,0,1
0:51,0,3.01,-0.87,2000.28,-0.31,34.27,0,1
0:52,0,3.01,-0.55,2000.5,0.45,34.26,0,1
0:53,0,3.01,-0.99,2000.63,0.27,34.25,0,1
0:54,0,3.01,-1.25,2000.73,0.22,34.24,0,1
0:55,0,3.01,-1.45,2000.96,0.47,34.23,0,1
0:56,0,3.02,-1.91,2001.09,0.27,34.22,0,1
0:57,0,3.02,-2.17,2001.25,0.33,34.21,0,1
0:58,0,3.02,-2.49,2001.34,0.21,34.21,0,1
0:59,0,3.03,-2.67,2001.19,-0.28,34.22,0,1
1:00,0,3.02,-2.37,2001.11,-0.14,34.22,0,1
1:01,0,3.02,-2.21,2001.13,0.07,34.22,0,1
1:02,0,3.02,-2.25,2001.19,0.15,34.22,0,1
1:03,0,3.02,-2.37,2001.29,0.23,34.21,0,1
1:04,0,3.03,-2.57,2001.31,0.07,34.21,0,1
1:05,0,3.03,-2.61,2001.5,0.41,34.2,0,1
1:06,0,3.03,-2.99,2001.67,0.37,34.19,0,1
1:07,0,3.03,-3.33,2001.52,-0.27,34.2,0,1
1:08,0,3.03,-3.03,2001.33,-0.34,34.21,0,1
1:09,0,3.03,-2.65,2001.07,-0.49,34.22,0,1
1:10,0,3.02,-2.13,2001.24,0.37,34.21,0,1
1:11,0,3.02,-2.47,2001.22,-0.02,34.22,0,1
1:12,0,3.02,-2.43,2001.22,0.02,34.22,0,1
1:13,0,3.02,-2.43,2001.16,-0.09,34.22,0,1
1:14,0,3.02,-2.31,2001.15,0.01,34.22,0,1
1:15,0,3.02,-2.29,2001.34,0.4,34.21,0,1
1:16,0,3.03,-2.67,2001.41,0.17,34.21,0,1
1:17,0,3.03,-2.81,2001.48,0.17,34.2,0,1
1:18,0,3.03,-2.95,2001.22,-0.49,34.22,0,1
1:19,0,3.02,-2.43,2001.34,0.27,34.21,0,1
1:20,0,3.03,-2.67,2001.15,-0.36,34.22,0,1
1:21,0,3.02,-2.29,2001.26,0.24,34.21,0,1
1:22,0,3.03,-2.51,2001.29,0.08,34.21,0,1
1:23,0,3.03,-2.57,2001.48,0.41,34.2,0,1
1:24,0,3.03,-2.95,2001.4,-0.13,34.21,0,1
1:25,0,3.03,-2.79,2001.51,0.24,34.2,0,1
1:26,0,3.03,-3.01,2001.72,0.45,34.19,0,1
1:27,0,3.03,-3.43,2001.84,0.28,34.18,0,1
1:28,0,3.04,-3.67,2001.79,-0.07,34.18,0,1
1:29,0,3.04,-3.57,2001.65,-0.25,34.19,0,1
1:30,0,3.03,-3.29,2001.5,-0.27,34.2,0,1
1:31,0,3.03,-2.99,2001.53,0.09,34.2,0,1
1:32,0,3.03,-3.05,2001.6,0.17,34.19,0,1
1:33,0,3.03,-3.19,2001.75,0.33,34.19,0,1
1:34,0,3.03,-3.49,2001.88,0.3,34.18,0,1
1:35,0,3.04,-3.75,2001.72,-0.29,34.19,0,1
1:36,0,3.03,-3.43,2001.65,-0.11,34.19,0,1
1:37,0,3.03,-3.29,2001.74,0.21,34.19,0,1
1:38,0,3.03,-3.47,2001.94,0.44,34.17,0,1
1:39,0,3.04,-3.87,2002.01,0.17,34.17,0,1
1:40,0,3.04,-4.01,2001.93,-0.12,34.18,0,1
1:41,0,3.04,-3.85,2002,0.19,34.17,0,1
1:42,0,3.04,-3.99,2002.01,0.06,34.17,0,1
1:43,0,3.04,-4.01,2002.02,0.06,34.17,0,1
1:44,0,3.04,-4.03,2001.81,-0.38,34.18,0,1
1:45,0,3.04,-3.61,2001.84,0.1,34.18,0,1
1:46,0,3.04,-3.67,2001.66,-0.33,34.19,0,1
1:47,0,3.03,-3.31,2001.86,0.44,34.18,0,1
1:48,0,3.04,-3.71,2002.05,0.41,34.17,0,1
1:49,0,3.04,-4.09,2002.21,0.35,34.16,0,1
1:50,0,3.04,-4.41,2002.26,0.15,34.16,0,1
1:51,0,3.05,-4.51,2002.03,-0.42,34.17,0,1
1:52,0,3.04,-4.05,2002.17,0.33,34.16,0,1
1:53,0,3.04,-4.33,2002.15,0,34.16,0,1
1:54,0,3.04,-4.29,2002.1,-0.05,34.17,0,1
1:55,0,3.04,-4.19,2002.3,0.44,34.15,0,1
1:56,0,3.05,-4.59,2002.03,-0.5,34.17,0,1
1:57,0,3.04,-4.05,2001.93,-0.15,34.18,0,1
1:58,0,3.04,-3.85,2002.12,0.42,34.16,0,1
1:59,0,3.04,-4.23,2002.13,0.05,34.16,0,1
2:00,0,3.04,-4.25,2001.9,-0.41,34.18,0,1
2:01,0,3.04,-3.79,2002.05,0.34,34.17,0,1
2:02,0,3.04,-4.09,2002.24,0.42,34.16,0,1
2:03,0,3.04,-4.47,2002.17,-0.09,34.16,0,1
2:04,0,3.04,-4.33,2002.36,0.42,34.15,0,1
2:05,0,3.05,-4.71,2002.39,0.1,34.15,0,1
2:06,0,3.05,-4.77,2002.19,-0.36,34.16,0,1
2:07,0,3.04,-4.37,2002.06,-0.21,34.17,0,1
2:08,0,3.04,-4.11,2002.23,0.38,34.16,0,1
2:09,0,3.04,-4.45,2002.33,0.24,34.15,0,1
2:10,0,3.05,-4.65,2002.35,0.08,34.15,0,1
2:11,0,3.05,-4.69,2002.26,-0.14,34.16,0,1
2:12,0,3.05,-4.51,2002.14,-0.2,34.16,0,1
2:13,0,3.04,-4.27,2002.24,0.24,34.16,0,1
2:14,0,3.04,-4.47,2001.97,-0.5,34.17,0,1
2:15,0,3.04,-3.93,2002.17,0.45,34.16,0,1
2:16,0,3.04,-4.33,2002.05,-0.2,34.17,0,1
2:17,0,3.04,-4.09,2001.92,-0.21,34.18,0,1
2:18,0,3.04,-3.83,2001.93,0.07,34.18,0,1
2:19,0,3.04,-3.85,2002.06,0.29,34.17,0,1
2:20,0,3.04,-4.11,2002.09,0.1,34.17,0,1
2:21,0,3.04,-4.17,2001.84,-0.45,34.18,0,1
2:22,0,3.04,-3.67,2001.92,0.2,34.18,0,1
2:23,0,3.04,-3.83,2001.77,-0.26,34.18,0,1
2:24,0,3.04,-3.53,2001.7,-0.11,34.19,0,1
2:25,0,3.03,-3.39,2001.48,-0.41,34.2,0,1
2:26,0,3.03,-2.95,2001.67,0.42,34.19,0,1
2:27,0,3.03,-3.33,2001.53,-0.26,34.2,0,1
2:28,0,3.03,-3.05,2001.5,-0.02,34.2,0,1
2:29,0,3.03,-2.99,2001.49,0.02,34.2,0,1
2:30,0,3.03,-2.97,2001.7,0.46,34.19,0,1
2:31,0,3.03,-3.39,2001.9,0.43,34.18,0,1
2:32,0,3.04,-3.79,2001.82,-0.12,34.18,0,1
2:33,0,3.04,-3.63,2001.94,0.27,34.17,0,1
2:34,0,3.04,-3.87,2001.79,-0.27,34.18,0,1
2:35,0,3.04,-3.57,2001.81,0.08,34.18,0,1
2:36,0,3.04,-3.61,2002,0.41,34.17,0,1
2:37,0,3.04,-3.99,2002.15,0.34,34.16,0,1
2:38,0,3.04,-4.29,2002.22,0.18,34.16,0,1
2:39,0,3.04,-4.43,2002.4,0.41,34.15,0,1
2:40,0,3.05,-4.79,2002.16,-0.43,34.16,0,1
2:41,0,3.04,-4.31,2001.99,-0.3,34.17,0,1
2:42,0,3.04,-3.97,2001.73,-0.48,34.19,0,1
