Time,VOLTAGE,CURRENT,THRUST,ALTITUDE,ACCELERATION,TEMPERATURE,SCIENCE_COLLECTION,LABEL_ERROR_STATE
0:00,0,3,0,2000,0,34.29,0,1
0:01,-0.24,5,200,1999.88,-0.24,34.29,0,1
0:02,2.17,5,200,2001.96,2.17,34.17,0,1
0:03,1.68,5,200,2003.8,1.68,34.07,0,1
0:04,2.3,5,200,2005.95,2.3,33.95,0,1
0:05,2.41,5,200,2008.15,2.41,33.82,0,1
0:06,2.47,5,200,2010.38,2.47,33.69,0,1
0:07,1.52,5,200,2012.14,1.52,33.59,0,1
0:08,2.48,5,200,2014.38,2.48,33.46,0,1
0:09,2.06,5,200,2016.41,2.06,33.35,0,1
0:10,2.25,5,200,2018.53,2.25,33.23,0,1
0:11,1.98,5,200,2020.52,1.98,33.11,0,1
0:12,2.24,5,200,2022.64,2.24,32.99,0,1
0:13,1.92,5,200,2024.6,1.92,32.88,0,1
0:14,2.5,5,200,2026.85,2.5,32.75,0,1
0:15,2.08,5,200,2028.89,2.08,32.63,0,1
0:16,1.9,5,200,2030.84,1.9,32.52,0,1
0:17,2.35,5,200,2033.01,2.35,32.4,0,1
0:18,1.67,5,200,2034.84,1.67,32.29,0,1
0:19,1.98,5,200,2036.83,1.98,32.18,0,1
0:20,2.44,5,200,2039.05,2.44,32.05,0,1
0:21,1.73,5,200,2040.91,1.73,31.95,0,1
0:22,1.81,5,200,2042.81,1.81,31.84,0,1
0:23,2.07,5,200,2044.84,2.07,31.72,0,1
0:24,2.1,5,200,2046.89,2.1,31.61,0,1
0:25,2.27,5,200,2049.02,2.27,31.48,0,1
0:26,2.18,5,200,2051.11,2.18,31.37,0,1
0:27,2.21,5,200,2053.21,2.21,31.25,0,1
0:28,1.56,5,200,2054.99,1.56,31.14,0,1
0:29,1.56,5,200,2056.77,1.56,31.04,0,1
0:30,2.08,5,200,2058.81,2.08,30.93,0,1
0:31,2.26,5,200,2060.94,2.26,30.8,0,1
0:32,1.86,5,200,2062.87,1.86,30.69,0,1
0:33,1.84,5,200,2064.79,1.84,30.58,0,1
0:34,2.41,5,200,2066.99,2.41,30.46,0,1
0:35,1.77,5,200,2068.87,1.77,30.35,0,1
0:36,1.81,5,200,2070.77,1.81,30.24,0,1
0:37,1.73,5,200,2072.63,1.73,30.14,0,1
0:38,2.47,5,200,2074.86,2.47,30.01,0,1
0:39,1.55,5,200,2076.63,1.55,29.91,0,1
0:40,1.73,5,200,2078.49,1.73,29.8,0,1
0:41,1.62,5,200,2080.3,1.62,29.7,0,1
0:42,2.15,5,200,2082.37,2.15,29.58,0,1
0:43,2.07,5,200,2084.4,2.07,29.46,0,1
0:44,1.74,5,200,2086.27,1.74,29.36,0,1
0:45,2.3,5,200,2088.42,2.3,29.23,0,1
0:46,2.3,5,200,2090.57,2.3,29.11,0,1
0:47,1.79,5,200,2092.46,1.79,29,0,1
0:48,1.57,5,200,2094.24,1.57,28.9,0,1
0:49,2.19,5,200,2096.33,2.19,28.78,0,1
0:50,1.88,5,200,2098.27,1.88,28.67,0,1
0:51,1.78,5,200,2100.16,1.78,28.56,0,1
0:52,2.18,5,200,2102.25,2.18,28.44,0,1
0:53,1.51,5,200,2104,1.51,28.34,0,1
0:54,1.73,5,200,2105.86,1.73,28.24,0,1
0:55,1.84,5,200,2107.78,1.84,28.13,0,1
0:56,2.06,5,200,2109.81,2.06,28.01,0,1
0:57,1.67,5,200,2111.64,1.67,27.91,0,1
0:58,2.04,5,200,2113.66,2.04,27.79,0,1
