Time,VOLTAGE,CURRENT,THRUST,ALTITUDE,ACCELERATION,TEMPERATURE,SCIENCE_COLLECTION,LABEL_ERROR_STATE
0:00,13,3,0,2000,0,34.29,0,0
0:01,25.5,8.0,500.0,2000.22,0.44,34.27,0,1
0:02,25.5,8.0,500.0,2005.08,4.73,34.0,0,1
0:03,25.5,8.0,500.0,2009.93,4.71,33.72,0,1
0:04,25.5,8.0,500.0,2014.7,4.54,33.45,0,1
0:05,25.5,8.0,500.0,2019.51,4.63,33.17,0,1
0:06,25.5,8.0,500.0,2024.65,5.28,32.88,0,1
0:07,25.5,8.0,500.0,2029.5,4.7,32.6,0,1
0:08,25.5,8.0,500.0,2034.65,5.3,32.31,0,1
0:09,25.5,8.0,500.0,2039.85,5.41,32.01,0,1
0:10,25.5,8.0,500.0,2044.9,5.1,31.72,0,1
0:11,25.5,8.0,500.0,2050.07,5.35,31.42,0,1
0:12,25.5,8.0,500.0,2055.01,4.89,31.14,0,1
0:13,25.5,8.0,500.0,2060.14,5.26,30.85,0,1
0:14,25.5,8.0,500.0,2065.03,4.78,30.57,0,1
0:15,25.5,8.0,500.0,2070.22,5.39,30.27,0,1
0:16,25.5,8.0,500.0,2075.14,4.85,29.99,0,1
0:17,25.5,8.0,500.0,2079.91,4.54,29.72,0,1
0:18,25.5,8.0,500.0,2084.97,5.13,29.43,0,1
0:19,25.5,8.0,500.0,2090.2,5.46,29.13,0,1
0:20,25.5,8.0,500.0,2095.25,5.1,28.84,0,1
0:21,25.5,8.0,500.0,2100.04,4.59,28.57,0,1
0:22,25.5,8.0,500.0,2105.27,5.47,28.27,0,1
0:23,25.5,8.0,500.0,2110.46,5.38,27.97,0,1
0:24,25.5,8.0,500.0,2115.58,5.25,27.68,0,1
0:25,25.5,8.0,500.0,2120.41,4.67,27.41,0,1
0:26,25.5,8.0,500.0,2125.48,5.14,27.12,0,1
0:27,25.5,8.0,500.0,2130.64,5.32,26.82,0,1
0:28,25.5,8.0,500.0,2135.62,4.96,26.54,0,1
0:29,25.5,8.0,500.0,2140.5,4.76,26.26,0,1
0:30,25.5,8.0,500.0,2145.49,4.99,25.97,0,1
0:31,25.5,8.0,500.0,2150.29,4.61,25.7,0,1
0:32,25.49,7.99,499.42,2155.18,4.78,25.42,0,1
0:33,25.24,7.9,489.64,2160.09,4.82,25.14,0,1
0:34,25.0,7.8,479.82,2164.75,4.42,24.87,0,1
0:35,24.76,7.7,470.5,2169.64,4.99,24.59,0,1
0:36,24.52,7.61,460.72,2174.54,5.09,24.31,0,1
0:37,24.27,7.51,450.92,2179.24,4.8,24.04,0,1
0:38,24.04,7.42,441.52,2183.8,4.62,23.78,0,1
0:39,23.81,7.32,432.4,2188.43,4.85,23.52,0,1
0:40,23.58,7.23,423.14,2192.72,4.26,23.27,0,1
0:41,23.36,7.15,414.56,2196.74,3.8,23.04,0,1
0:42,23.16,7.07,406.52,2201.08,4.54,22.8,0,1
0:43,22.95,6.98,397.84,2205.17,4.11,22.56,0,1
0:44,22.74,6.9,389.66,2208.94,3.56,22.35,0,1
0:45,22.55,6.82,382.12,2212.73,3.68,22.13,0,1
0:46,22.36,6.75,374.54,2216.58,3.88,21.91,0,1
0:47,22.17,6.67,366.84,2220.49,4.07,21.69,0,1
0:48,21.98,6.59,359.02,2224.33,4.02,21.47,0,1
0:49,21.78,6.51,351.34,2227.82,3.39,21.27,0,1
0:50,21.61,6.44,344.36,2231.48,3.81,21.06,0,1
0:51,21.43,6.37,337.04,2234.81,3.22,20.87,0,1
0:52,21.26,6.3,330.38,2238.03,3.07,20.68,0,1
0:53,21.1,6.24,323.94,2241.53,3.7,20.48,0,1
0:54,20.92,6.17,316.94,2244.71,3.13,20.3,0,1
0:55,20.76,6.11,310.58,2248.02,3.46,20.11,0,1
0:56,20.6,6.04,303.96,2251.2,3.26,19.93,0,1
0:57,20.44,5.98,297.6,2254.38,3.33,19.75,0,1
0:58,20.28,5.91,291.24,2257.13,2.52,19.59,0,1
0:59,20.14,5.86,285.74,2259.88,2.58,19.44,0,1
1:00,20.01,5.8,280.24,2262.59,2.57,19.28,0,1
1:01,19.87,5.75,274.82,2265.22,2.46,19.13,0,1
1:02,19.74,5.7,269.56,2267.89,2.59,18.98,0,1
1:03,19.61,5.64,264.22,2270.69,2.9,18.82,0,1
1:04,19.47,5.59,258.62,2273.57,3.11,18.65,0,1
1:05,19.32,5.53,252.86,2275.97,2.22,18.52,0,1
1:06,19.2,5.48,248.06,2278.7,2.93,18.36,0,1
1:07,19.06,5.43,242.6,2281.39,2.89,18.21,0,1
1:08,18.93,5.37,237.22,2283.94,2.67,18.06,0,1
1:09,18.8,5.32,232.12,2286.45,2.64,17.92,0,1
1:10,18.68,5.27,227.1,2288.86,2.49,17.78,0,1
1:11,18.56,5.22,222.28,2291.32,2.64,17.64,0,1
1:12,18.43,5.17,217.36,2293.61,2.35,17.51,0,1
1:13,18.32,5.13,212.78,2295.87,2.35,17.38,0,1
1:14,18.21,5.08,208.26,2297.89,1.92,17.26,0,1
1:15,18.11,5.04,204.22,2299.83,1.8,17.15,0,1
1:16,18.01,5.0,200.34,2301.86,2.01,17.04,0,1
1:17,17.91,4.96,196.28,2304.03,2.33,16.91,0,0
1:18,17.8,4.92,191.94,2306.17,2.32,16.79,0,0
1:19,17.69,4.88,187.66,2308.3,2.35,16.67,0,0
1:20,17.58,4.83,183.4,2310.24,2.0,16.56,0,0
1:21,17.49,4.8,179.52,2312.1,1.88,16.45,0,0
1:22,17.39,4.76,175.8,2314.13,2.26,16.34,0,0
1:23,17.29,4.72,171.74,2315.89,1.77,16.23,0,0
1:24,17.21,4.68,168.22,2317.7,1.9,16.13,0,0
1:25,17.11,4.65,164.6,2319.18,1.28,16.05,0,0
1:26,17.04,4.62,161.64,2320.93,1.86,15.95,0,0
1:27,16.95,4.58,158.14,2322.41,1.35,15.86,0,0
1:28,16.88,4.55,155.18,2324.1,1.8,15.77,0,0
1:29,16.79,4.52,151.8,2325.47,1.18,15.69,0,0
1:30,16.73,4.49,149.06,2327.03,1.61,15.6,0,0
1:31,16.65,4.46,145.94,2328.77,1.98,15.5,0,0
1:32,16.56,4.42,142.46,2330.32,1.64,15.41,0,0
1:33,16.48,4.39,139.36,2331.89,1.71,15.32,0,0
1:34,16.41,4.36,136.22,2333.39,1.61,15.23,0,0
1:35,16.33,4.33,133.22,2334.89,1.63,15.15,0,0
1:36,16.26,4.3,130.22,2336.36,1.6,15.07,0,0
1:37,16.18,4.27,127.28,2337.86,1.69,14.98,0,0
1:38,16.11,4.24,124.28,2339.16,1.32,14.91,0,0
1:39,16.04,4.22,121.68,2340.24,0.91,14.84,0,0
1:40,15.99,4.2,119.52,2341.37,1.04,14.78,0,0
1:41,15.93,4.17,117.26,2342.54,1.14,14.71,0,0
1:42,15.87,4.15,114.92,2343.92,1.59,14.63,0,0
1:43,15.8,4.12,112.16,2344.98,0.98,14.57,0,0
1:44,15.75,4.1,110.04,2346.2,1.32,14.5,0,0
1:45,15.69,4.08,107.6,2347.19,0.87,14.45,0,0
1:46,15.64,4.06,105.62,2348.36,1.26,14.38,0,0
1:47,15.58,4.03,103.28,2349.46,1.15,14.32,0,0
1:48,15.53,4.01,101.08,2350.51,1.06,14.26,0,0
1:49,15.47,3.99,98.98,2351.5,0.97,14.2,0,0
1:50,15.42,3.97,97.0,2352.36,0.74,14.15,0,0
1:51,15.38,3.95,95.28,2353.54,1.39,14.08,0,0
1:52,15.32,3.93,92.92,2354.51,0.98,14.03,0,0
1:53,15.27,3.91,90.98,2355.69,1.43,13.96,0,0
1:54,15.22,3.89,88.62,2356.69,1.1,13.9,0,0
