Time,VOLTAGE,CURRENT,THRUST,ALTITUDE,ACCELERATION,TEMPERATURE,SCIENCE_COLLECTION,LABEL_ERROR_STATE
3:46,14.16,3.46,-46.23,1622.47,-0.82,55.86,0,0
3:47,14.12,3.45,-44.93,1621.76,-0.95,55.9,0,0
3:48,14.09,3.44,-43.51,1621.08,-0.92,55.94,0,0
3:49,14.05,3.42,-42.15,1620.72,-0.28,55.96,0,0
3:50,14.04,3.41,-41.43,1620.16,-0.7,55.99,0,0
3:51,14.01,3.4,-40.31,1619.52,-0.86,56.03,0,0
3:52,13.98,3.39,-39.03,1619.36,0.08,56.04,0,0
3:53,13.97,3.39,-38.71,1618.96,-0.41,56.06,0,0
3:54,13.95,3.38,-37.91,1618.63,-0.27,56.08,0,0
3:55,13.93,3.37,-37.25,1618.26,-0.36,56.1,0,0
3:56,13.91,3.37,-36.51,1618.06,-0.03,56.11,0,0
3:57,13.9,3.36,-36.11,1617.84,-0.08,56.12,0,0
3:58,13.89,3.36,-35.67,1617.31,-0.7,56.15,0,0
3:59,13.87,3.35,-34.61,1617,-0.26,56.17,0,0
4:00,13.85,3.34,-33.99,1616.73,-0.2,56.19,0,0
4:01,13.84,3.33,-33.45,1616.4,-0.31,56.21,0,0
4:02,13.82,3.33,-32.79,1615.98,-0.5,56.23,0,0
4:03,2,3.32,-31.95,1615.56,-0.51,56.25,0,1
4:04,2,3.31,-31.11,1615.08,-0.65,56.28,0,1
4:05,2,3.3,-30.15,1614.75,-0.34,56.3,0,1
4:06,2,3.29,-29.49,1614.4,-0.4,56.32,0,1
4:07,2,3.29,-28.79,1614.27,0.04,56.33,0,1
4:08,2,3.29,-28.53,1613.76,-0.74,56.36,0,1
4:09,2,3.28,-27.51,1613.27,-0.7,56.38,0,1
4:10,2,3.27,-26.53,1613.24,0.22,56.39,0,1
4:11,2,3.26,-26.47,1613.09,-0.03,56.39,0,1
4:12,2,3.26,-26.17,1612.95,-0.02,56.4,0,1
4:13,18,3.26,-25.89,1612.75,-0.14,56.41,0,1
4:14,18,3.25,-25.49,1612.67,0.1,56.42,0,1
4:15,18,3.25,-25.33,1612.26,-0.56,56.44,0,1
4:16,18,3.25,-24.51,1612.1,-0.07,56.45,0,1
4:17,18,3.24,-24.19,1611.7,-0.56,56.47,0,1
4:18,18,3.23,-23.39,1611.21,-0.73,56.5,0,1
4:19,13.56,3.22,-22.41,1610.76,-0.67,56.53,0,0
4:20,13.54,3.22,-21.51,1610.54,-0.22,56.54,0,0
4:21,13.53,3.21,-21.07,1610.33,-0.21,56.55,0,0
4:22,13.52,3.21,-20.65,1609.89,-0.66,56.58,0,0
4:23,13.49,3.2,-19.77,1609.8,0.02,56.58,0,0
4:24,13.49,3.2,-19.59,1609.73,0.05,56.59,0,0
4:25,13.49,3.19,-19.45,1609.67,0.08,56.59,0,0
4:26,13.48,3.19,-19.33,1609.59,0.04,56.59,0,0
4:27,13.48,3.19,-19.17,1609.36,-0.26,56.61,0,0
4:28,13.47,3.19,-18.71,1609.11,-0.3,56.62,0,0
4:29,13.46,3.18,-18.21,1608.93,-0.17,56.63,0,0
4:30,13.45,3.18,-17.85,1608.77,-0.14,56.64,0,0
4:31,13.44,3.18,-17.53,1608.72,0.08,56.64,0,0
4:32,13.44,3.17,-17.43,1608.39,-0.49,56.66,0,0
4:33,13.42,3.17,-16.77,1608.31,0.01,56.67,0,0
4:34,13.42,3.17,-16.61,1608.37,0.28,56.66,0,0
4:35,13.42,3.17,-16.73,1607.99,-0.59,56.69,0,0
4:36,13.4,3.16,-15.97,1607.65,-0.52,56.71,0,0
4:37,13.38,3.15,-15.29,1607.63,0.12,56.71,0,0
4:38,13.38,3.15,-15.25,1607.69,0.27,56.7,0,0
4:39,13.38,3.15,-15.37,1607.44,-0.35,56.72,0,0
4:40,13.37,3.15,-14.87,1607.28,-0.16,56.73,0,0
4:41,13.36,3.15,-14.55,1607.12,-0.17,56.74,0,0
4:42,13.36,3.14,-14.23,1606.98,-0.14,56.74,0,0
4:43,13.35,3.14,-13.95,1607.06,0.31,56.74,0,0
4:44,13.35,3.14,-14.11,1607.16,0.33,56.73,0,0
4:45,13.36,3.14,-14.31,1607.07,-0.04,56.74,0,0
4:46,13.35,3.14,-14.13,1606.71,-0.57,56.76,0,0
4:47,13.34,3.13,-13.41,1606.62,-0.04,56.76,0,0
4:48,13.33,3.13,-13.23,1606.68,0.26,56.76,0,0
4:49,13.33,3.13,-13.35,1606.46,-0.3,56.77,0,0
4:50,13.32,3.13,-12.91,1606.48,0.18,56.77,0,0
4:51,13.32,3.13,-12.95,1606.6,0.36,56.77,0,0
4:52,13.33,3.13,-13.19,1606.54,0.01,56.77,0,0
4:53,13.33,3.13,-13.07,1606.5,0.05,56.77,0,0
4:54,13.32,3.13,-12.99,1606.61,0.35,56.77,0,0
4:55,13.33,3.13,-13.21,1606.72,0.35,56.76,0,0
4:56,13.34,3.13,-13.43,1606.51,-0.29,56.77,0,0
4:57,13.33,3.13,-13.01,1606.53,0.18,56.77,0,0
4:58,13.33,3.13,-13.05,1606.29,-0.35,56.78,0,0
4:59,13.31,3.13,-12.57,1606.13,-0.18,56.79,0,0
5:00,13.31,3.12,-12.25,1605.96,-0.21,56.8,0,0
5:01,13.3,3.12,-11.91,1605.84,-0.11,56.81,0,0
5:02,13.29,3.12,-11.67,1605.53,-0.5,56.83,0,0
5:03,13.28,3.11,-11.05,1605.47,-0.01,56.83,0,0
5:04,13.27,3.11,-10.93,1605.26,-0.3,56.84,0,0
5:05,13.26,3.11,-10.51,1605.34,0.26,56.84,0,0
5:06,13.27,3.11,-10.67,1604.99,-0.59,56.86,0,0
5:07,13.25,3.1,-9.97,1605.1,0.32,56.85,0,0
5:08,13.25,3.1,-10.19,1604.89,-0.33,56.86,0,0
5:09,13.24,3.1,-9.77,1605.02,0.37,56.86,0,0
5:10,13.25,3.1,-10.03,1604.98,0.02,56.86,0,0
5:11,13.25,3.1,-9.95,1604.74,-0.37,56.87,0,0
5:12,13.24,3.09,-9.47,1604.74,0.09,56.87,0,0
5:13,13.24,3.09,-9.47,1604.73,0.07,56.87,0,0
5:14,13.24,3.09,-9.45,1604.51,-0.34,56.89,0,0
5:15,13.23,3.09,-9.01,1604.59,0.25,56.88,0,0
5:16,13.23,3.09,-9.17,1604.41,-0.27,56.89,0,0
5:17,13.22,3.09,-8.81,1604.11,-0.5,56.91,0,0
5:18,13.21,3.08,-8.21,1604.27,0.41,56.9,0,0
5:19,13.21,3.09,-8.53,1604.34,0.23,56.89,0,0
5:20,13.22,3.09,-8.67,1604.24,-0.12,56.9,0,0
5:21,13.21,3.08,-8.47,1604.05,-0.29,56.91,0,0
5:22,13.2,3.08,-8.09,1603.9,-0.21,56.92,0,0
5:23,13.19,3.08,-7.79,1603.79,-0.14,56.93,0,0
5:24,13.19,3.08,-7.57,1603.49,-0.53,56.94,1,0
5:25,13.17,3.07,-6.97,1603.33,-0.24,56.95,1,0
5:26,13.17,3.07,-6.65,1603.03,-0.54,56.97,1,0
5:27,13.15,3.06,-6.05,1603.14,0.28,56.96,1,0
5:28,13.16,3.06,-6.27,1602.98,-0.25,56.97,1,0
5:29,13.15,3.06,-5.95,1602.81,-0.27,56.98,1,0
5:30,13.14,3.06,-5.61,1602.89,0.21,56.98,1,0
5:31,13.14,3.06,-5.77,1602.72,-0.28,56.99,1,0
5:32,13.14,3.05,-5.43,1602.42,-0.54,57,1,0
5:33,13.12,3.05,-4.83,1602.34,-0.1,57.01,1,0
5:34,13.12,3.05,-4.67,1602.47,0.31,57,1,0
5:35,13.12,3.05,-4.93,1602.57,0.25,57,1,0
5:36,13.13,3.05,-5.13,1602.5,-0.1,57,1,0
5:37,13.12,3.05,-4.99,1602.58,0.21,57,1,0
5:38,13.13,3.05,-5.15,1602.6,0.1,56.99,1,0
5:39,13.13,3.05,-5.19,1602.6,0.05,56.99,1,0
5:40,13.13,3.05,-5.19,1602.44,-0.27,57,1,0
5:41,13.12,3.05,-4.87,1602.34,-0.14,57.01,1,0
5:42,13.12,3.05,-4.67,1602.18,-0.28,57.02,1,0
5:43,13.11,3.04,-4.35,1602.36,0.41,57.01,1,0
5:44,13.12,3.05,-4.71,1602.22,-0.23,57.02,1,0
5:45,13.11,3.04,-4.43,1602.4,0.4,57.01,1,0
5:46,13.12,3.05,-4.79,1602.6,0.45,56.99,1,0
5:47,13.13,3.05,-5.19,1602.69,0.22,56.99,1,0
5:48,13.13,3.05,-5.37,1602.5,-0.32,57,1,0
5:49,13.12,3.05,-4.99,1602.26,-0.42,57.01,1,0
5:50,13.11,3.05,-4.51,1602.08,-0.31,57.02,1,0
5:51,13.1,3.04,-4.15,1602.11,0.11,57.02,1,0
5:52,13.11,3.04,-4.21,1602.22,0.27,57.02,1,0
5:53,13.11,3.04,-4.43,1602.15,-0.09,57.02,1,0
5:54,13.11,3.04,-4.29,1601.94,-0.38,57.03,1,0
5:55,13.1,3.04,-3.87,1602.04,0.24,57.03,1,0
5:56,13.1,3.04,-4.07,1602.24,0.44,57.01,1,0
5:57,13.11,3.04,-4.47,1602.37,0.31,57.01,1,0
5:58,13.12,3.05,-4.73,1602.45,0.21,57,1,0
5:59,13.12,3.05,-4.89,1602.33,-0.19,57.01,1,0
6:00,13.12,3.05,-4.65,1602.39,0.17,57.01,1,0
6:01,13.12,3.05,-4.77,1602.25,-0.23,57.01,1,0
6:02,13.11,3.04,-4.49,1602.36,0.27,57.01,1,0
6:03,13.12,3.05,-4.71,1602.46,0.25,57,1,0
6:04,13.12,3.05,-4.91,1602.5,0.13,57,1,0
6:05,13.12,3.05,-4.99,1602.52,0.08,57,1,0
6:06,13.13,3.05,-5.03,1602.49,0,57,1,0
6:07,13.12,3.05,-4.97,1602.23,-0.46,57.02,1,0
6:08,13.11,3.04,-4.45,1601.94,-0.54,57.03,1,0
6:09,13.1,3.04,-3.87,1602.05,0.27,57.03,1,0
6:10,13.1,3.04,-4.09,1601.91,-0.25,57.03,1,0
6:11,13.1,3.04,-3.81,1601.97,0.17,57.03,1,0
6:12,13.1,3.04,-3.93,1602.1,0.3,57.02,1,0
6:13,13.1,3.04,-4.19,1602.3,0.43,57.01,1,0
6:14,13.11,3.05,-4.59,1602.49,0.43,57,1,0
6:15,13.12,3.05,-4.97,1602.64,0.35,56.99,1,0
6:16,13.13,3.05,-5.27,1602.36,-0.51,57.01,1,0
6:17,13.12,3.05,-4.71,1602.33,-0.01,57.01,1,0
6:18,13.12,3.05,-4.65,1602.2,-0.21,57.02,1,0
6:19,13.11,3.04,-4.39,1602.08,-0.2,57.02,1,0
6:20,13.1,3.04,-4.15,1602.14,0.17,57.02,1,0
6:21,13.11,3.04,-4.27,1602.18,0.12,57.02,1,0
6:22,13.11,3.04,-4.35,1602.09,-0.14,57.02,1,0
6:23,13.1,3.04,-4.17,1602.2,0.26,57.02,1,0
6:24,13.11,3.04,-4.39,1602.11,-0.13,57.02,1,0
6:25,13.11,3.04,-4.21,1601.84,-0.5,57.04,1,0
6:26,13.09,3.04,-3.67,1602.03,0.43,57.03,1,0
6:27,13.1,3.04,-4.05,1601.99,-0.05,57.03,1,0
6:28,13.1,3.04,-3.97,1602,0.07,57.03,1,0
6:29,13.1,3.04,-3.99,1602.15,0.33,57.02,1,0
6:30,13.11,3.04,-4.29,1602.31,0.36,57.01,1,0
6:31,13.12,3.05,-4.61,1602.16,-0.26,57.02,1,0
6:32,13.11,3.04,-4.31,1602.29,0.31,57.01,1,0
6:33,13.11,3.05,-4.57,1602.19,-0.16,57.02,1,0
6:34,13.11,3.04,-4.37,1602.04,-0.25,57.03,1,0
6:35,13.1,3.04,-4.07,1601.8,-0.43,57.04,1,0
6:36,13.09,3.04,-3.59,1601.95,0.35,57.03,1,0
6:37,13.1,3.04,-3.89,1601.85,-0.16,57.04,1,0
6:38,13.09,3.04,-3.69,1601.74,-0.18,57.04,1,0
6:39,13.09,3.03,-3.47,1601.49,-0.47,57.06,1,0
6:40,13.07,3.03,-2.97,1601.26,-0.43,57.07,1,0
6:41,13.06,3.03,-2.51,1601.44,0.39,57.06,1,0
6:42,13.07,3.03,-2.87,1601.38,-0.09,57.06,1,0
6:43,13.07,3.03,-2.75,1601.29,-0.16,57.07,1,0
6:44,13.06,3.03,-2.57,1601.36,0.16,57.07,1,0
6:45,13.07,3.03,-2.71,1601.43,0.17,57.06,1,0
6:46,13.07,3.03,-2.85,1601.64,0.45,57.05,1,0
6:47,13.08,3.03,-3.27,1601.74,0.23,57.04,1,0
6:48,13.09,3.03,-3.47,1601.8,0.16,57.04,1,0
6:49,13.09,3.04,-3.59,1601.81,0.06,57.04,1,0
6:50,13.09,3.04,-3.61,1601.87,0.15,57.04,1,0
6:51,13.09,3.04,-3.73,1601.88,0.06,57.04,1,0
6:52,13.09,3.04,-3.75,1601.82,-0.09,57.04,1,0
6:53,13.09,3.04,-3.63,1602.01,0.42,57.03,1,0
6:54,13.1,3.04,-4.01,1601.85,-0.29,57.04,1,0
6:55,13.09,3.04,-3.69,1601.87,0.08,57.04,1,0
6:56,13.09,3.04,-3.73,1601.79,-0.12,57.04,1,0
6:57,13.09,3.04,-3.57,1601.53,-0.48,57.06,1,0
