Time,VOLTAGE,CURRENT,THRUST,ALTITUDE,ACCELERATION,TEMPERATURE,SCIENCE_COLLECTION,LABEL_ERROR_STATE
0:00,13,3,0,2000,0,34.29,0,0
0:01,18,5,-199.99,2000.24,0.48,34.27,0,0
0:02,18,5,-199.99,1998.48,-1.52,34.37,0,0
0:03,18,5,-199.99,1996.57,-1.81,34.48,0,0
0:04,18,5,-199.99,1994.65,-1.83,34.59,0,0
0:05,18,5,-199.99,1992.8,-1.7,34.7,0,0
0:06,18,5,-199.99,1990.95,-1.7,34.8,0,0
0:07,18,5,-199.99,1988.76,-2.38,34.93,0,0
0:08,18,5,-199.99,1986.57,-2.38,35.05,0,0
0:09,18,5,-199.99,1984.7,-1.73,35.16,0,0
0:10,18,5,-199.99,1982.63,-2.13,35.28,0,0
0:11,18,5,-199.99,1980.6,-2.06,35.39,0,0
0:12,18,5,-199.99,1978.74,-1.71,35.5,0,0
0:13,18,5,-199.99,1976.49,-2.49,35.63,0,0
0:14,18,5,-199.99,1974.26,-2.45,35.76,0,0
0:15,18,5,-199.99,1972.02,-2.47,35.88,0,0
0:16,18,5,-199.99,1970.03,-1.98,36,0,0
0:17,18,5,-199.99,1968,-2.06,36.11,0,0
0:18,18,5,-199.99,1966.09,-1.81,36.22,0,0
0:19,18,5,-199.99,1963.89,-2.39,36.35,0,0
0:20,18,5,-199.99,1961.83,-2.12,36.47,0,0
0:21,18,5,-199.99,1959.7,-2.25,36.59,0,0
0:22,18,5,-199.99,1957.51,-2.37,36.71,0,0
0:23,18,5,-199.99,1955.31,-2.39,36.84,0,0
0:24,18,5,-199.99,1953.33,-1.96,36.95,0,0
0:25,18,5,-199.99,1951.13,-2.39,37.08,0,0
0:26,18,5,-199.99,1949.3,-1.66,37.18,0,0
0:27,18,5,-199.99,1947.54,-1.51,37.28,0,0
0:28,18,5,-199.99,1945.63,-1.81,37.39,0,0
0:29,18,5,-199.99,1943.54,-2.17,37.51,0,0
0:30,18,5,-199.99,1941.35,-2.38,37.64,0,0
0:31,18,5,-199.99,1939.49,-1.72,37.74,0,0
0:32,18,5,-199.99,1937.34,-2.3,37.87,0,0
0:33,18,5,-199.99,1935.39,-1.9,37.98,0,0
0:34,18,5,-199.99,1933.54,-1.69,38.08,0,0
0:35,18,5,-199.99,1931.46,-2.15,38.2,0,0
0:36,18,5,-199.99,1929.55,-1.81,38.31,0,0
0:37,18,5,-199.99,1927.38,-2.34,38.44,0,0
0:38,18,5,-199.99,1925.6,-1.56,38.54,0,0
0:39,18,5,-199.99,1923.81,-1.57,38.64,0,0
0:40,18,5,-199.99,1922.04,-1.53,38.74,0,0
0:41,18,5,-199.99,1920.22,-1.64,38.84,0,0
0:42,18,5,-199.99,1918.47,-1.5,38.94,0,0
0:43,18,5,-199.99,1916.61,-1.71,39.05,0,0
0:44,18,5,-199.99,1914.52,-2.18,39.17,0,0
0:45,18,5,-199.99,1912.31,-2.42,39.3,0,0
0:46,18,5,-199.99,1910.44,-1.73,39.4,0,0
0:47,18,5,-199.99,1908.27,-2.34,39.53,0,0
0:48,18,8,-199.99,1906.34,-1.85,39.64,0,1
0:49,18,8,-199.99,1904.2,-2.28,39.76,0,1
0:50,18,8,-199.99,1902,-2.4,39.89,0,1
0:51,18,5,-199.99,1899.83,-2.34,40.01,0,1
0:52,18,5,-199.99,1897.62,-2.41,40.14,0,0
0:53,18,5,-199.99,1895.62,-1.99,40.25,0,0
0:54,18,5,-199.99,1893.46,-2.32,40.37,0,0
0:55,18,5,-199.99,1891.3,-2.32,40.5,0,0
0:56,18,5,-199.99,1889.28,-2.04,40.61,0,0
0:57,18,5,-199.99,1887.28,-1.99,40.73,0,0
0:58,18,5,-199.99,1885.16,-2.23,40.85,0,0
0:59,18,5,-199.99,1883.4,-1.52,40.95,0,0
1:00,18,5,-199.99,1881.54,-1.72,41.05,0,0
1:01,18,5,-199.99,1879.44,-2.2,41.17,0,0
1:02,18,5,-199.99,1877.35,-2.18,41.29,0,0
1:03,18,5,-199.99,1875.38,-1.93,41.41,0,0
1:04,18,5,-199.99,1873.53,-1.69,41.51,0,0
1:05,18,5,-199.99,1871.56,-1.94,41.63,0,0
1:06,18,5,-199.99,1869.62,-1.87,41.74,0,0
1:07,18,5,-199.99,1867.59,-2.06,41.85,0,0
1:08,18,5,-199.99,1865.65,-1.87,41.96,0,0
1:09,18,5,-199.99,1863.45,-2.4,42.09,0,0
1:10,18,5,-199.99,1861.32,-2.25,42.21,0,0
1:11,18,5,-199.99,1859.3,-2.03,42.33,0,0
1:12,18,5,-199.99,1857.31,-1.98,42.44,0,0
1:13,18,5,-199.99,1855.42,-1.77,42.55,0,0
1:14,18,5,-199.99,1853.18,-2.48,42.68,0,0
1:15,18,5,-199.99,1851.04,-2.28,42.8,0,0
1:16,18,5,-199.99,1849.22,-1.64,42.9,0,0
1:17,18,5,-199.99,1847.14,-2.16,43.02,0,0
1:18,18,5,-199.99,1844.95,-2.38,43.15,0,0
1:19,18,5,-199.99,1842.79,-2.31,43.27,0,0
1:20,18,5,-199.99,1840.76,-2.05,43.39,0,0
1:21,18,5,-199.99,1838.78,-1.96,43.5,0,0
1:22,18,5,-199.99,1836.58,-2.39,43.62,0,0
1:23,18,5,-199.99,1834.79,-1.57,43.73,0,0
1:24,18,5,-199.99,1832.8,-1.97,43.84,0,0
1:25,18,5,-199.99,1831.04,-1.51,43.94,0,0
1:26,18,5,-199.99,1828.96,-2.16,44.06,0,0
1:27,18,5,-199.99,1826.96,-2,44.17,0,0
1:28,18,5,-199.99,1824.9,-2.12,44.29,0,0
1:29,18,5,-199.99,1822.94,-1.91,44.4,0,0
1:30,18,5,-199.99,1821.13,-1.62,44.51,0,0
1:31,18,5,-199.99,1819.34,-1.58,44.61,0,0
1:32,18,5,-199.99,1817.25,-2.18,44.73,0,0
1:33,18,5,-199.99,1815.37,-1.75,44.84,0,0
1:34,18,5,-199.99,1813.29,-2.15,44.95,0,0
1:35,18,5,-199.99,1811.42,-1.74,45.06,0,0
1:36,18,5,-199.99,1809.31,-2.22,45.18,0,0
1:37,18,5,-199.99,1807.07,-2.48,45.31,0,0
1:38,18,5,-199.99,1805.15,-1.83,45.42,0,0
1:39,18,5,-199.99,1802.93,-2.43,45.55,0,0
1:40,18,5,-199.99,1801.03,-1.79,45.66,0,0
1:41,18,5,-199.99,1799.26,-1.53,45.76,0,0
1:42,18,5,-199.99,1797.39,-1.74,45.86,0,0
1:43,18,5,-199.99,1795.61,-1.56,45.97,0,0
1:44,18,5,-199.99,1793.77,-1.67,46.07,0,0
1:45,18,5,-199.99,1791.89,-1.75,46.18,0,0
1:46,18,5,-199.99,1789.89,-1.99,46.29,0,0
1:47,18,5,-199.99,1788.01,-1.75,46.4,0,0
1:48,18,5,-199.99,1785.98,-2.05,46.52,0,0
1:49,18,5,-199.99,1783.96,-2.04,46.63,0,0
1:50,18,5,-199.99,1781.95,-2.02,46.75,0,0
1:51,18,5,-199.99,1780.08,-1.73,46.85,0,0
