Time,VOLTAGE,CURRENT,THRUST,ALTITUDE,ACCELERATION,TEMPERATURE,SCIENCE_COLLECTION,LABEL_ERROR_STATE
0:00,13,3,0,2000,0,34.29,0,0
0:01,18,5,200,2000.17,0.35,34.28,0,0
0:02,18,5,200,2002.04,1.74,34.17,0,0
0:03,18,5,200,2004.18,2.28,34.05,0,0
0:04,18,5,200,2006.31,2.26,33.93,0,0
0:05,18,5,200,2008.48,2.35,33.8,0,0
0:06,18,5,200,2010.47,1.99,33.69,0,0
0:07,18,5,200,2012.41,1.89,33.58,0,0
0:08,18,5,200,2014.5,2.18,33.46,0,0
0:09,18,5,200,2016.71,2.43,33.33,0,0
0:10,18,5,200,2018.71,2,33.22,0,0
0:11,18,5,200,2020.56,1.7,33.11,0,0
0:12,18,5,200,2022.5,1.89,33,0,0
0:13,18,5,200,2024.47,1.94,32.89,0,0
0:14,18,5,200,2026.7,2.46,32.76,0,0
0:15,18,5,200,2028.75,2.1,32.64,0,0
0:16,18,5,200,2030.87,2.24,32.52,0,0
0:17,18,5,200,2032.93,2.13,32.4,0,0
0:18,18,5,200,2034.78,1.7,32.3,0,0
0:19,18,5,200,2036.76,1.97,32.19,0,0
0:20,18,5,200,2038.84,2.16,32.07,0,0
0:21,18,5,200,2040.82,1.97,31.95,0,0
0:22,18,5,200,2042.9,2.16,31.83,0,0
0:23,18,5,200,2045.03,2.26,31.71,0,0
0:24,18,5,200,2047.15,2.24,31.59,0,0
0:25,18,5,200,2048.93,1.56,31.49,0,0
0:26,18,5,200,2050.76,1.67,31.39,0,0
0:27,18,5,200,2052.95,2.39,31.26,0,0
0:28,18,5,200,2055.14,2.38,31.13,0,0
0:29,18,5,200,2056.98,1.68,31.03,0,0
0:30,18,5,200,2058.85,1.75,30.92,0,0
0:31,18,5,200,2061.01,2.32,30.8,0,0
0:32,18,5,200,2062.78,1.54,30.7,0,0
0:33,18,5,200,2064.62,1.69,30.59,0,0
0:34,18,5,200,2066.77,2.3,30.47,0,0
0:35,18,5,200,2068.77,2.01,30.36,0,0
0:36,18,5,200,2070.93,2.33,30.23,0,0
0:37,18,5,200,2072.68,1.5,30.13,0,0
0:38,18,5,200,2074.51,1.67,30.03,0,0
0:39,18,5,200,2076.74,2.47,29.9,0,0
0:40,18,5,200,2078.59,1.7,29.79,0,0
0:41,18,5,200,2080.56,1.94,29.68,0,0
0:42,18,5,200,2082.35,1.58,29.58,0,0
0:43,18,5,200,2084.26,1.83,29.47,0,0
