Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure
1308,1870,0,0,180,0.98,18.65,199275.53,934.76,0.03,-94.39,200808,199185,0.1,2103,1895,0
1309,1870,0,0,180,0.98,18.65,199276.6,936.3,0.03,-94.24,200808,199185,0.1,2103,1895,0
1310,1870,0,0,180,0.98,18.65,199277.48,937.56,0.03,-94.12,200808,199185,0.1,2103,1895,0
1311,1870,0,0,180,0.98,18.65,199278.46,938.97,0.03,-93.99,200808,199185,0.1,2103,1895,0
1312,1870,0,0,180,0.98,18.65,199279.45,940.37,0.03,-93.85,200808,199185,0.1,2103,1895,0
1313,1870,0,0,180,0.98,18.65,199280.54,941.91,0.03,-93.7,200808,199185,0.1,2103,1895,0
1314,1870,0,0,180,0.98,18.65,199281.44,943.18,0.03,-93.58,200808,199185,0.1,2103,1895,0
1315,1870,0,0,180,0.98,18.65,199282.54,944.72,0.03,-93.44,200808,199185,0.1,2103,1895,0
1316,1870,0,0,180,0.98,18.65,199283.45,945.99,0.03,-93.32,200808,199185,0.1,2103,1895,0
1317,1870,0,0,180,0.98,18.65,199284.46,947.39,0.03,-93.18,200808,199185,0.1,2103,1895,0
1318,1870,0,0,180,0.98,18.65,199285.48,948.79,0.03,-93.05,200808,199185,0.1,2103,1895,0
1319,1870,0,0,180,0.98,18.65,199286.5,950.2,0.03,-92.91,200808,199185,0.1,2103,1895,0
1320,1870,0,0,180,0.98,18.65,199287.53,951.6,0.03,-92.78,200808,199185,0.1,2103,1895,0
1321,1870,0,0,180,0.98,18.65,199288.66,953.14,0.03,-92.63,200808,199185,0.1,2103,1895,0
1322,1870,0,0,180,0.98,18.65,199289.7,954.55,0.03,-92.5,200808,199185,0.1,2103,1895,0
1323,1870,0,0,180,0.98,18.65,199290.74,955.95,0.03,-92.36,200808,199185,0.1,2103,1895,0
1324,1870,0,0,180,0.98,18.65,199291.79,957.35,0.03,-92.23,200808,199185,0.1,2103,1895,0
1325,1870,0,0,180,0.98,18.65,199292.84,958.76,0.03,-92.1,200808,199185,0.1,2103,1895,0
1326,1870,0,0,180,0.98,18.65,199293.9,960.16,0.04,-91.96,200808,199185,0.1,2103,1895,0
1327,1870,0,0,180,0.98,18.65,199294.96,961.57,0.04,-91.83,200808,199185,0.1,2103,1895,0
1328,1870,0,0,180,0.98,18.65,199295.92,962.83,0.04,-91.71,200808,199185,0.1,2103,1895,0
1329,1870,0,0,180,0.98,18.65,199296.99,964.23,0.04,-91.57,200808,199185,0.1,2103,1895,0
1330,1870,0,0,180,0.98,18.65,199298.06,965.64,0.04,-91.44,200808,199185,0.1,2103,1895,0
1331,1870,0,0,180,0.98,18.65,199299.14,967.04,0.04,-91.3,200808,199185,0.1,2103,1895,0
1332,1870,0,0,180,0.98,18.65,199300.23,968.44,0.04,-91.17,200808,199185,0.1,2103,1895,0
1333,1870,0,0,180,0.98,18.65,199301.32,969.85,0.04,-91.04,200808,199185,0.1,2103,1895,0
1334,1870,0,0,180,0.98,18.65,199302.41,971.25,0.04,-90.9,200808,199185,0.1,2103,1895,0
1335,1870,0,0,180,0.98,18.65,199303.51,972.65,0.04,-90.77,200808,199185,0.1,2103,1895,0
1336,1870,0,0,180,0.98,18.65,199304.62,974.06,0.04,-90.63,200808,199185,0.1,2103,1895,0
1337,1870,0,0,180,0.98,18.65,199305.73,975.46,0.04,-90.5,200808,199185,0.1,2103,1895,0
1338,1870,0,0,180,0.98,18.65,199306.84,976.87,0.04,-90.37,200808,199185,0.1,2103,1895,0
1339,1870,0,0,180,0.98,18.65,199307.96,978.27,0.04,-90.23,200808,199185,0.1,2103,1895,0
1340,1870,0,0,180,0.98,18.65,199309.08,979.67,0.04,-90.1,200808,199185,0.1,2103,1895,0
1341,1870,0,0,180,0.98,18.65,199310.21,981.08,0.04,-89.96,200808,199185,0.1,2103,1895,0
1342,1870,0,0,180,0.98,18.65,199311.34,982.48,0.04,-89.83,200808,199185,0.1,2103,1895,0
1343,1870,0,0,180,0.98,18.65,199312.48,983.88,0.04,-89.7,200808,199185,0.1,2103,1895,0
1344,1870,0,0,180,0.98,18.65,199313.62,985.29,0.04,-89.56,200808,199185,0.1,2103,1895,0
1345,1870,0,0,180,0.98,18.65,199314.77,986.69,0.04,-89.43,200808,199185,0.1,2103,1895,0
1346,1870,0,0,180,0.98,18.65,199315.92,988.09,0.04,-89.29,200808,199185,0.1,2103,1895,0
1347,1870,0,0,180,0.98,18.65,199317.08,989.5,0.04,-89.16,200808,199185,0.1,2103,1895,0
1348,1870,0,0,180,0.98,18.65,199318.24,990.9,0.04,-89.03,200808,199185,0.1,2103,1895,0
1349,1870,0,0,180,0.98,18.65,199319.4,992.3,0.04,-88.89,200808,199185,0.1,2103,1895,0
1350,1870,0,0,180,0.98,18.65,199320.57,993.71,0.04,-88.76,200808,199185,0.1,2103,1895,0
1351,1870,0,0,180,0.98,18.65,199321.75,995.11,0.04,-88.62,200808,199185,0.1,2103,1895,0
1352,1870,0,0,180,0.98,18.65,199322.93,996.52,0.04,-88.49,200808,199185,0.1,2103,1895,0
1353,1870,0,0,180,0.98,18.65,199324.11,997.92,0.04,-88.36,200808,199185,0.1,2103,1895,0
1354,1870,0,0,180,0.98,18.65,199325.3,999.32,0.04,-88.22,200808,199185,0.1,2103,1895,0
1355,1870,0,0,180,0.98,18.65,199326.5,1000.73,0.04,-88.09,200808,199185,0.1,2103,1895,0
1356,1870,0,0,180,0.98,18.65,199327.7,1002.13,0.04,-87.95,200808,199185,0.1,2103,1895,0
1357,1870,0,0,180,0.98,18.65,199328.9,1003.53,0.04,-87.82,200808,199185,0.1,2103,1895,0
1358,1870,0,0,180,0.98,18.65,199330.11,1004.94,0.04,-87.69,200808,199185,0.1,2103,1895,0
1359,1870,0,0,180,0.98,18.65,199331.32,1006.34,0.04,-87.55,200808,199185,0.1,2103,1895,0
1360,1870,0,0,180,0.98,18.65,199332.53,1007.74,0.04,-87.42,200808,199185,0.1,2103,1895,0
1361,1870,0,0,180,0.98,18.65,199333.76,1009.15,0.04,-87.28,200808,199185,0.1,2103,1895,0
1362,1870,0,0,180,0.98,18.65,199334.98,1010.55,0.04,-87.15,200808,199185,0.1,2103,1895,0
1363,1870,0,0,180,0.98,18.65,199336.34,1012.09,0.04,-87,200808,199185,0.1,2103,1895,0
1364,1870,0,0,180,0.98,18.65,199337.57,1013.5,0.04,-86.87,200808,199185,0.1,2103,1895,0
1365,1870,0,0,180,0.98,18.65,199338.81,1014.9,0.04,-86.73,200808,199185,0.1,2103,1895,0
1366,1870,0,0,180,0.98,18.65,199340.06,1016.3,0.04,-86.6,200808,199185,0.1,2103,1895,0
1367,1870,0,0,180,0.98,18.65,199341.3,1017.71,0.05,-86.47,200808,199185,0.1,2103,1895,0
1368,1870,0,0,180,0.98,18.65,199342.56,1019.11,0.05,-86.33,200808,199185,0.1,2103,1895,0
1369,1870,0,0,180,0.98,18.65,199343.82,1020.51,0.05,-86.2,200808,199185,0.1,2103,1895,0
1370,1870,0,0,180,0.98,18.65,199345.08,1021.92,0.05,-86.06,200808,199185,0.1,2103,1895,0
1371,1870,0,0,180,0.98,18.65,199346.35,1023.32,0.05,-85.93,200808,199185,0.1,2103,1895,0
1372,1870,0,0,180,0.98,18.65,199347.62,1024.73,0.05,-85.8,200808,199185,0.1,2103,1895,0
1373,1870,0,0,180,0.98,18.65,199348.89,1026.13,0.05,-85.66,200808,199185,0.1,2103,1895,0
1374,1870,0,0,180,0.98,18.65,199350.17,1027.53,0.05,-85.53,200808,199185,0.1,2103,1895,0
1375,1870,0,0,180,0.98,18.65,199351.46,1028.94,0.05,-85.39,200808,199185,0.1,2103,1895,0
1376,1870,0,0,180,0.98,18.65,199352.75,1030.34,0.05,-85.26,200808,199185,0.1,2103,1895,0
1377,1870,0,0,180,0.98,18.65,199354.04,1031.74,0.05,-85.13,200808,199185,0.1,2103,1895,0
1378,1870,0,0,180,0.98,18.65,199355.34,1033.15,0.05,-84.99,200808,199185,0.1,2103,1895,0
1379,1870,0,0,180,0.98,18.65,199356.64,1034.55,0.05,-84.86,200808,199185,0.1,2103,1895,0
1380,1870,0,0,180,0.98,18.65,199357.95,1035.95,0.05,-84.72,200808,199185,0.1,2103,1895,0
1381,1870,0,0,180,0.98,18.65,199359.26,1037.36,0.05,-84.59,200808,199185,0.1,2103,1895,0
1382,1870,0,0,180,0.98,18.65,199360.58,1038.76,0.05,-84.46,200808,199185,0.1,2103,1895,0
1383,1870,0,0,180,0.98,18.65,199361.9,1040.16,0.05,-84.32,200808,199185,0.1,2103,1895,0
1384,1870,0,0,180,0.98,18.65,199363.22,1041.57,0.05,-84.19,200808,199185,0.1,2103,1895,0
1385,1870,0,0,180,0.98,18.65,199364.55,1042.97,0.05,-84.05,200808,199185,0.1,2103,1895,0
1386,1870,0,0,180,0.98,18.65,199365.89,1044.37,0.05,-83.92,200808,199185,0.1,2103,1895,0
1387,1870,0,0,180,0.98,18.65,199367.23,1045.78,0.05,-83.79,200808,199185,0.1,2103,1895,0
1388,1870,0,0,180,0.98,18.65,199368.57,1047.18,0.05,-83.65,200808,199185,0.1,2103,1895,0
1389,1870,0,0,180,0.98,18.65,199369.91,1048.58,0.05,-83.52,200808,199185,0.1,2103,1895,0
1390,1870,0,0,180,0.98,18.65,199371.27,1049.99,0.05,-83.38,200808,199185,0.1,2103,1895,0
1391,1870,0,0,180,0.98,18.65,199372.62,1051.39,0.05,-83.25,200808,199185,0.1,2103,1895,0
1392,1870,0,0,180,0.98,18.65,199373.98,1052.79,0.05,-83.12,200808,199185,0.1,2103,1895,0
1393,1870,0,0,180,0.98,18.65,199375.34,1054.2,0.05,-82.98,200808,199185,0.1,2103,1895,0
1394,1870,0,0,180,0.98,18.65,199376.71,1055.6,0.05,-82.85,200808,199185,0.1,2103,1895,0
1395,1870,0,0,180,0.98,18.65,199378.08,1057,0.05,-82.71,200808,199185,0.1,2103,1895,0
1396,1870,0,0,180,0.98,18.65,199379.46,1058.41,0.05,-82.58,200808,199185,0.1,2103,1895,0
1397,1870,0,0,180,0.98,18.65,199380.84,1059.81,0.05,-82.45,200808,199185,0.1,2103,1895,0
1398,1870,0,0,180,0.98,18.65,199382.23,1061.21,0.05,-82.31,200808,199185,0.1,2103,1895,0
1399,1870,0,0,180,0.98,18.65,199383.62,1062.62,0.05,-82.18,200808,199185,0.1,2103,1895,0
1400,1870,0,0,180,0.98,18.65,199385.01,1064.02,0.05,-82.04,200808,199185,0.1,2103,1895,0
1401,1870,0,0,180,0.98,18.65,199386.41,1065.42,0.05,-81.91,200808,199185,0.1,2103,1895,0
1402,1870,0,0,180,0.98,18.65,199387.81,1066.83,0.05,-81.78,200808,199185,0.1,2103,1895,0
1403,1870,0,0,180,0.98,18.65,199389.22,1068.23,0.05,-81.64,200808,199185,0.1,2103,1895,0
1404,1870,0,0,180,0.98,18.65,199390.63,1069.63,0.05,-81.51,200808,199185,0.1,2103,1895,0
