Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure
655,1869,0,5.52,180,0.98,18.65,199736.14,18.04,-0.1,178.07,200813,199188,0.1,2102,1895,0
656,1869,0,5.52,180,0.98,18.65,199734.17,19.41,-0.1,178.2,200813,199188,0.1,2102,1895,0
657,1869,0,5.52,180,0.98,18.65,199732.16,20.81,-0.1,178.34,200813,199188,0.1,2102,1895,0
658,1869,0,5.52,180,0.98,18.65,199730.15,22.22,-0.1,178.47,200813,199188,0.1,2102,1895,0
659,1869,0,5.52,180,0.98,18.65,199728.14,23.62,-0.1,178.61,200813,199188,0.1,2102,1895,0
660,1869,0,5.52,180,0.98,18.65,199726.14,25.02,-0.1,178.74,200813,199188,0.1,2102,1895,0
661,1869,0,5.52,180,0.98,18.65,199724.13,26.42,-0.1,178.87,200813,199188,0.1,2102,1895,0
662,1869,0,5.52,180,0.98,18.65,199722.13,27.82,-0.1,179.01,200813,199188,0.1,2102,1895,0
663,1869,0,5.52,180,0.98,18.65,199720.13,29.23,-0.1,179.14,200807,199185,0.1,2102,1895,0
664,1869,0,5.52,180,0.98,18.65,199718.13,30.63,-0.1,179.27,200807,199185,0.1,2102,1895,0
665,1869,0,5.52,180,0.98,18.65,199716.14,32.03,-0.1,179.41,200807,199185,0.1,2102,1895,0
666,1869,0,5.52,180,0.98,18.65,199714.14,33.43,-0.1,179.54,200807,199185,0.1,2102,1895,0
667,1869,0,0,180,0.98,18.65,199712.08,34.89,-0.1,179.68,200808,199185,0.1,2102,1895,0
668,1869,0,0,180,0.98,18.65,199709.98,36.36,-0.1,179.82,200808,199185,0.1,2102,1895,0
669,1869,0,0,180,0.98,18.65,199707.88,37.85,-0.1,179.96,200808,199185,0.1,2102,1895,0
670,1869,0,0,180,0.98,18.65,199705.8,39.31,-0.1,-179.9,200808,199185,0.1,2102,1895,0
671,1869,0,0,180,0.98,18.65,199703.82,40.71,-0.1,-179.76,200808,199185,0.1,2102,1895,0
672,1869,0,0,180,0.98,18.65,199701.84,42.11,-0.1,-179.63,200808,199185,0.1,2102,1895,0
673,1869,0,0,180,0.98,18.65,199699.86,43.52,-0.1,-179.49,200808,199185,0.1,2102,1895,0
674,1869,0,0,180,0.98,18.65,199697.88,44.92,-0.1,-179.36,200808,199185,0.1,2102,1895,0
675,1869,0,0,180,0.98,18.65,199695.9,46.32,-0.1,-179.23,200808,199185,0.1,2102,1895,0
676,1869,0,0,180,0.98,18.65,199693.93,47.72,-0.1,-179.09,200808,199185,0.1,2102,1895,0
677,1869,0,0,180,0.98,18.65,199691.95,49.12,-0.1,-178.96,200808,199185,0.1,2102,1895,0
678,1869,0,0,180,0.98,18.65,199689.98,50.53,-0.1,-178.83,200808,199185,0.1,2102,1895,0
679,1869,0,0,180,0.98,18.65,199688.01,51.93,-0.1,-178.69,200808,199185,0.1,2102,1895,0
680,1869,0,0,180,0.98,18.65,199686.05,53.33,-0.1,-178.56,200808,199185,0.1,2102,1895,0
681,1869,0,0,180,0.98,18.65,199684.08,54.73,-0.1,-178.42,200808,199185,0.1,2102,1895,0
682,1869,0,0,180,0.98,18.65,199682.12,56.13,-0.1,-178.29,200808,199185,0.1,2102,1895,0
683,1869,0,0,180,0.98,18.65,199680.16,57.54,-0.1,-178.16,200808,199185,0.1,2102,1895,0
684,1869,0,0,180,0.98,18.65,199678.2,58.94,-0.1,-178.02,200808,199185,0.1,2102,1895,0
685,1869,0,0,180,0.98,18.65,199676.25,60.34,-0.1,-177.89,200808,199185,0.1,2102,1895,0
686,1869,0,0,180,0.98,18.65,199674.3,61.74,-0.1,-177.75,200808,199185,0.1,2102,1895,0
687,1869,0,0,180,0.98,18.65,199672.35,63.15,-0.1,-177.62,200808,199185,0.1,2102,1895,0
688,1869,0,0,180,0.98,18.65,199670.4,64.55,-0.1,-177.49,200808,199185,0.1,2102,1895,0
689,1869,0,0,180,0.98,18.65,199668.45,65.95,-0.1,-177.35,200808,199185,0.1,2102,1895,0
690,1869,0,0,180,0.98,18.65,199666.51,67.35,-0.1,-177.22,200808,199185,0.1,2102,1895,0
691,1869,0,0,180,0.98,18.65,199664.56,68.75,-0.1,-177.08,200808,199185,0.1,2102,1895,0
692,1869,0,0,180,0.98,18.65,199662.62,70.16,-0.1,-176.95,200808,199185,0.1,2102,1895,0
693,1869,0,0,180,0.98,18.65,199660.69,71.56,-0.1,-176.82,200808,199185,0.1,2102,1895,0
694,1869,0,0,180,0.98,18.65,199658.75,72.96,-0.1,-176.68,200808,199185,0.1,2102,1895,0
695,1869,0,0,180,0.98,18.65,199656.82,74.36,-0.1,-176.55,200808,199185,0.1,2102,1895,0
696,1869,0,0,180,0.98,18.65,199654.89,75.77,-0.1,-176.41,200808,199185,0.1,2102,1895,0
697,1869,0,0,180,0.98,18.65,199652.96,77.17,-0.1,-176.28,200808,199185,0.1,2102,1895,0
698,1869,0,0,180,0.98,18.65,199651.03,78.57,-0.1,-176.15,200808,199185,0.1,2102,1895,0
699,1869,0,0,180,0.98,18.65,199649.11,79.97,-0.1,-176.01,200808,199185,0.1,2102,1895,0
700,1869,0,0,180,0.98,18.65,199647.19,81.37,-0.1,-175.88,200808,199185,0.1,2102,1895,0
701,1869,0,0,180,0.98,18.65,199645.27,82.78,-0.1,-175.75,200808,199185,0.1,2102,1895,0
702,1869,0,0,180,0.98,18.65,199643.36,84.18,-0.1,-175.61,200808,199185,0.1,2102,1895,0
703,1869,0,0,180,0.98,18.65,199641.44,85.58,-0.1,-175.48,200808,199185,0.1,2102,1895,0
704,1869,0,0,180,0.98,18.65,199639.53,86.98,-0.1,-175.34,200808,199185,0.1,2102,1895,0
705,1869,0,0,180,0.98,18.65,199637.62,88.39,-0.1,-175.21,200808,199185,0.1,2102,1895,0
706,1869,0,0,180,0.98,18.65,199635.72,89.79,-0.1,-175.08,200808,199185,0.1,2102,1895,0
707,1869,0,0,180,0.98,18.65,199633.81,91.19,-0.1,-174.94,200808,199185,0.1,2102,1895,0
708,1869,0,0,180,0.98,18.65,199631.91,92.59,-0.1,-174.81,200808,199185,0.1,2102,1895,0
709,1869,0,0,180,0.98,18.65,199630.01,93.99,-0.1,-174.67,200808,199185,0.1,2102,1895,0
710,1869,0,0,180,0.98,18.65,199628.12,95.4,-0.1,-174.54,200808,199185,0.1,2102,1895,0
711,1869,0,0,180,0.98,18.65,199626.22,96.8,-0.1,-174.41,200808,199185,0.1,2102,1895,0
712,1869,0,0,180,0.98,18.65,199624.33,98.2,-0.1,-174.27,200808,199185,0.1,2102,1895,0
713,1869,0,0,180,0.98,18.65,199622.44,99.6,-0.1,-174.14,200808,199185,0.1,2102,1895,0
714,1869,0,0,180,0.98,18.65,199620.56,101.01,-0.09,-174,200808,199185,0.1,2102,1895,0
715,1869,0,0,180,0.98,18.65,199618.67,102.41,-0.09,-173.87,200808,199185,0.1,2102,1895,0
716,1869,0,0,180,0.98,18.65,199616.79,103.81,-0.09,-173.74,200808,199185,0.1,2102,1895,0
717,1869,0,0,180,0.98,18.65,199614.91,105.21,-0.09,-173.6,200808,199185,0.1,2102,1895,0
718,1869,0,0,180,0.98,18.65,199613.04,106.62,-0.09,-173.47,200808,199185,0.1,2102,1895,0
719,1869,0,0,180,0.98,18.65,199611.17,108.02,-0.09,-173.34,200808,199185,0.1,2102,1895,0
720,1869,0,0,180,0.98,18.65,199609.3,109.42,-0.09,-173.2,200808,199185,0.1,2102,1895,0
721,1869,0,0,180,0.98,18.65,199607.43,110.82,-0.09,-173.07,200808,199185,0.1,2102,1895,0
722,1869,0,0,180,0.98,18.65,199605.56,112.23,-0.09,-172.93,200808,199185,0.1,2102,1895,0
723,1869,0,0,180,0.98,18.65,199603.7,113.63,-0.09,-172.8,200808,199185,0.1,2102,1895,0
724,1869,0,0,180,0.98,18.65,199601.84,115.03,-0.09,-172.67,200808,199185,0.1,2102,1895,0
725,1869,0,0,180,0.98,18.65,199599.98,116.43,-0.09,-172.53,200808,199185,0.1,2102,1895,0
726,1869,0,0,180,0.98,18.65,199598.13,117.83,-0.09,-172.4,200808,199185,0.1,2102,1895,0
727,1869,0,0,180,0.98,18.65,199596.28,119.24,-0.09,-172.26,200808,199185,0.1,2102,1895,0
728,1869,0,0,180,0.98,18.65,199594.43,120.64,-0.09,-172.13,200808,199185,0.1,2102,1895,0
729,1869,0,0,180,0.98,18.65,199592.58,122.04,-0.09,-172,200808,199185,0.1,2102,1895,0
730,1869,0,0,180,0.98,18.65,199590.74,123.44,-0.09,-171.86,200808,199185,0.1,2102,1895,0
731,1869,0,0,180,0.98,18.65,199588.9,124.85,-0.09,-171.73,200808,199185,0.1,2102,1895,0
732,1869,0,0,180,0.98,18.65,199587.06,126.25,-0.09,-171.59,200808,199185,0.1,2102,1895,0
733,1869,0,0,180,0.98,18.65,199585.23,127.65,-0.09,-171.46,200808,199185,0.1,2102,1895,0
734,1869,0,0,180,0.98,18.65,199583.4,129.05,-0.09,-171.33,200808,199185,0.1,2102,1895,0
735,1869,0,0,180,0.98,18.65,199581.57,130.46,-0.09,-171.19,200808,199185,0.1,2102,1895,0
736,1869,0,0,180,0.98,18.65,199579.74,131.86,-0.09,-171.06,200808,199185,0.1,2102,1895,0
737,1869,0,0,180,0.98,18.65,199577.92,133.26,-0.09,-170.92,200808,199185,0.1,2102,1895,0
738,1869,0,0,180,0.98,18.65,199576.1,134.66,-0.09,-170.79,200808,199185,0.1,2102,1895,0
739,1869,0,0,180,0.98,18.65,199574.28,136.07,-0.09,-170.66,200808,199185,0.1,2102,1895,0
