Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
3267,1870,0,0,180,0.98,18.65,199359.51,92.01,-0.07,167.56,200808,199185,0.1,2103,1895,0,
3268,1870,0,0,180,0.98,18.65,199358.2,90.61,-0.07,167.7,200808,199185,0.1,2103,1895,0,
3269,1870,0,0,180,0.98,18.65,199356.89,89.21,-0.07,167.83,200808,199185,0.1,2103,1895,0,
3270,1870,0,0,180,0.98,18.65,199355.59,87.8,-0.07,167.97,200808,199185,0.1,2103,1895,0,
3271,1870,0,0,180,0.98,18.65,199354.29,86.4,-0.07,168.1,200808,199185,0.1,2103,1895,0,
3272,1870,0,0,180,0.98,18.65,199353,85,-0.07,168.23,200808,199185,0.1,2103,1895,0,
3273,1870,0,0,180,0.98,18.65,199351.71,83.59,-0.07,168.37,200808,199185,0.1,2103,1895,0,
3274,1870,0,0,180,0.98,18.65,199350.42,82.19,-0.07,168.5,200808,199185,0.1,2103,1895,0,
3275,1870,0,0,180,0.98,18.65,199349.14,80.79,-0.07,168.64,200808,199185,0.1,2103,1895,0,
3276,1870,0,0,180,0.98,18.65,199347.86,79.38,-0.07,168.77,200808,199185,0.1,2103,1895,0,
3277,1870,0,0,180,0.98,18.65,199346.59,77.98,-0.07,168.9,200808,199185,0.1,2103,1895,0,
3278,1870,0,0,180,0.98,18.65,199345.32,76.58,-0.07,169.04,200808,199185,0.1,2103,1895,0,
3279,1870,0,0,180,0.98,18.65,199344.06,75.17,-0.07,169.17,200808,199185,0.1,2103,1895,0,
3280,1870,0,0,180,0.98,18.65,199342.8,73.77,-0.07,169.31,200808,199185,0.1,2103,1895,0,
3281,1870,0,0,180,0.98,18.65,199341.54,72.37,-0.07,169.44,200808,199185,0.1,2103,1895,0,
3282,1870,0,0,180,0.98,18.65,199340.29,70.96,-0.07,169.57,200808,199185,0.1,2103,1895,0,
