Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
3920,1869,0,0,180,0.98,18.65,199593.89,824.56,0.08,-104.91,200808,199185,0.1,2102,1895,0,
3921,1869,0,0,180,0.98,18.65,199595.74,825.97,0.08,-104.78,200808,199185,0.1,2102,1895,0,
3922,1869,0,0,180,0.98,18.65,199597.59,827.37,0.08,-104.64,200808,199185,0.1,2102,1895,0,
3923,1869,0,0,180,0.98,18.65,199599.45,828.77,0.08,-104.51,200808,199185,0.1,2102,1895,0,
3924,1869,0,0,180,0.98,18.65,199601.3,830.17,0.08,-104.37,200808,199185,0.1,2102,1895,0,
3925,1869,0,0,180,0.98,18.65,199603.16,831.58,0.08,-104.24,200808,199185,0.1,2102,1895,0,
3926,1869,0,0,180,0.98,18.65,199605.02,832.98,0.08,-104.11,200808,199185,0.1,2102,1895,0,
3927,1869,0,0,180,0.98,18.65,199606.89,834.38,0.08,-103.97,200808,199185,0.1,2102,1895,0,
3928,1869,0,0,180,0.98,18.65,199608.75,835.78,0.08,-103.84,200808,199185,0.1,2102,1895,0,
3929,1869,0,0,180,0.98,18.65,199610.62,837.19,0.08,-103.7,200808,199185,0.1,2102,1895,0,
3930,1869,0,0,180,0.98,18.65,199612.49,838.59,0.08,-103.57,200808,199185,0.1,2102,1895,0,
3931,1869,0,0,180,0.98,18.65,199614.37,839.99,0.08,-103.44,200808,199185,0.1,2102,1895,0,
3932,1869,0,0,180,0.98,18.65,199616.25,841.39,0.08,-103.3,200808,199185,0.1,2102,1895,0,
3933,1869,0,0,180,0.98,18.65,199618.13,842.79,0.08,-103.17,200808,199185,0.1,2102,1895,0,
3934,1869,0,0,180,0.98,18.65,199620.01,844.2,0.08,-103.04,200808,199185,0.1,2102,1895,0,
3935,1869,0,0,180,0.98,18.65,199621.89,845.6,0.08,-102.9,200808,199185,0.1,2102,1895,0,
3936,1869,0,0,180,0.98,18.65,199623.78,847,0.08,-102.77,200808,199185,0.1,2102,1895,0,
3937,1869,0,0,180,0.98,18.65,199625.67,848.4,0.08,-102.63,200808,199185,0.1,2102,1895,0,
3938,1869,0,0,180,0.98,18.65,199627.57,849.81,0.08,-102.5,200808,199185,0.1,2102,1895,0,
3939,1869,0,0,180,0.98,18.65,199629.46,851.21,0.08,-102.37,200808,199185,0.1,2102,1895,0,
3940,1869,0,0,180,0.98,18.65,199631.36,852.61,0.08,-102.23,200808,199185,0.1,2102,1895,0,
3941,1869,0,0,180,0.98,18.65,199633.26,854.01,0.08,-102.1,200808,199185,0.1,2102,1895,0,
3942,1869,0,0,180,0.98,18.65,199635.16,855.42,0.08,-101.96,200808,199185,0.1,2102,1895,0,
3943,1869,0,0,180,0.98,18.65,199637.07,856.82,0.08,-101.83,200808,199185,0.1,2102,1895,0,
3944,1869,0,0,180,0.98,18.65,199638.98,858.22,0.08,-101.7,200808,199185,0.1,2102,1895,0,
3945,1869,0,0,180,0.98,18.65,199640.89,859.62,0.08,-101.56,200808,199185,0.1,2102,1895,0,
3946,1869,0,0,180,0.98,18.65,199642.8,861.03,0.08,-101.43,200808,199185,0.1,2102,1895,0,
3947,1869,0,0,180,0.98,18.65,199644.71,862.43,0.08,-101.29,200808,199185,0.1,2102,1895,0,
3948,1869,0,0,180,0.98,18.65,199646.63,863.83,0.08,-101.16,200808,199185,0.1,2102,1895,0,
3949,1869,0,0,180,0.98,18.65,199648.55,865.23,0.08,-101.03,200808,199185,0.1,2102,1895,0,
3950,1869,0,0,180,0.98,18.65,199650.48,866.63,0.08,-100.89,200808,199185,0.1,2102,1895,0,
3951,1869,0,0,180,0.98,18.65,199652.4,868.04,0.08,-100.76,200808,199185,0.1,2102,1895,0,
3952,1869,0,1,180,0.98,18.65,199654.33,869.44,0.08,-100.62,200808,199185,0.1,2102,1895,0,
3953,1869,0,1,180,0.98,18.65,199656.26,870.84,0.08,-100.49,200808,199185,0.1,2102,1895,0,
3954,1869,0,1,180,0.98,18.65,199658.19,872.24,0.08,-100.36,200808,199185,0.1,2102,1895,0,
3955,1869,0,1,180,0.98,18.65,199660.12,873.65,0.08,-100.22,200808,199185,0.1,2102,1895,0,
3956,1869,0,1,180,0.98,18.65,199662.06,875.05,0.08,-100.09,200808,199185,0.1,2102,1895,0,
3957,1869,0,1,180,0.98,18.65,199664,876.45,0.08,-99.96,200808,199185,0.1,2102,1895,0,
