Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure
896325,838,0,0,180,1.41,13.04,789033.04,1294.69,9.92,-59.46,807470,0,10.27,1231,740,0
896329,839,0,0,180,1.41,13.04,788358.67,1296.09,9.93,-59.32,807470,0,10.27,1232,740,0
896333,841,0,0,180,1.41,13.04,787672.15,1297.49,9.94,-59.18,807470,0,10.27,1233,740,0
896337,842,0,0,180,1.41,13.04,786973.45,1298.89,9.95,-59.04,807470,0,10.27,1234,740,0
896341,844,0,0,180,1.41,13.04,786262.59,1300.29,9.96,-58.91,807470,0,10.27,1235,740,0
896345,845,0,0,180,1.41,13.04,785539.55,1301.69,9.97,-58.77,807470,0,10.27,1236,740,0
896349,846,0,0,180,1.41,13.04,784804.33,1303.1,9.97,-58.63,807470,0,10.27,1237,740,0
896353,848,0,0,180,1.41,13.04,784056.93,1304.51,9.98,-58.49,807470,0,10.27,1238,740,0
896357,850,0,0,180,1.41,13.04,783297.35,1305.92,9.99,-58.35,807470,0,10.27,1239,740,0
896361,851,0,0,180,1.41,13.04,782525.57,1307.33,10,-58.21,807470,0,10.27,1240,740,0
896365,853,0,0,180,1.41,13.04,781741.6,1308.75,10.01,-58.07,807470,0,10.27,1242,740,0
896369,854,0,0,180,1.41,13.04,780945.44,1310.17,10.02,-57.93,807470,0,10.27,1243,740,0
896373,856,0,0,180,1.41,13.04,780137.07,1311.59,10.02,-57.79,807470,0,10.27,1244,740,0
896377,858,0,0,180,1.41,13.04,779316.5,1313.01,10.03,-57.65,807470,0,10.27,1245,740,0
896381,859,0,0,180,1.41,13.04,778483.71,1314.44,10.04,-57.51,807470,0,10.27,1246,740,0
896385,861,0,0,180,1.41,13.04,777638.72,1315.87,10.05,-57.37,807470,0,10.27,1248,740,0
896389,863,0,0,180,1.41,13.04,776781.5,1317.3,10.05,-57.23,807470,0,10.27,1249,740,0
896393,865,0,0,180,1.41,13.04,775912.06,1318.73,10.06,-57.09,807470,0,10.27,1250,740,0
896397,866,0,0,180,1.41,13.04,775030.4,1320.17,10.07,-56.95,807470,0,10.27,1252,740,0
896401,868,0,0,180,1.41,13.04,774136.5,1321.61,10.08,-56.81,807470,0,10.27,1253,740,0
896405,870,0,0,180,1.41,13.04,773230.37,1323.05,10.08,-56.67,807470,0,10.27,1254,740,0
896409,872,0,0,180,1.41,13.04,772312,1324.5,10.09,-56.52,807470,0,10.27,1256,740,0
896413,874,0,0,180,1.41,13.04,771381.38,1325.94,10.1,-56.38,807470,0,10.27,1257,740,0
896417,876,0,0,180,1.41,13.04,770438.52,1327.4,10.1,-56.24,807470,0,10.27,1258,740,0
896421,877,0,0,180,1.41,13.04,769483.4,1328.85,10.11,-56.09,807470,0,10.27,1260,740,0
896425,879,0,0,180,1.41,13.04,768516.02,1330.31,10.12,-55.95,807470,0,10.27,1261,740,0
896429,881,0,0,180,1.41,13.04,767536.38,1331.77,10.12,-55.81,807470,0,10.27,1263,740,0
896433,883,0,0,180,1.41,13.04,766544.47,1333.23,10.13,-55.66,807470,0,10.27,1264,740,0
896437,885,0,0,180,1.41,13.04,765540.29,1334.7,10.14,-55.52,807470,0,10.27,1266,740,0
896441,887,0,0,180,1.41,13.04,764523.83,1336.17,10.14,-55.37,807470,0,10.27,1267,740,0
896445,890,0,0,180,1.41,13.04,763495.09,1337.64,10.15,-55.23,807470,0,10.27,1269,740,0
896449,892,0,0,180,1.41,13.04,762454.06,1339.12,10.15,-55.08,807470,0,10.27,1270,740,0
896453,894,0,0,180,1.41,13.04,761400.74,1340.6,10.16,-54.94,807470,0,10.27,1272,740,0
896457,896,0,0,180,1.41,13.04,760335.12,1342.08,10.16,-54.79,807470,0,10.27,1274,740,0
896461,898,0,0,180,1.41,13.04,759257.2,1343.57,10.17,-54.65,807470,0,10.27,1275,740,0
896465,900,0,0,180,1.41,13.04,758166.98,1345.06,10.17,-54.5,807470,0,10.27,1277,740,0
896469,902,0,0,180,1.41,13.04,757064.44,1346.55,10.18,-54.35,807470,0,10.27,1278,740,0
896473,905,0,0,180,1.41,13.04,755949.58,1348.05,10.18,-54.2,807470,0,10.27,1280,740,0
896477,907,0,0,180,1.41,13.04,754822.4,1349.55,10.19,-54.06,807470,0,10.27,1282,740,0
896481,909,0,0,180,1.41,13.04,753682.9,1351.05,10.19,-53.91,807470,0,10.27,1284,740,0
896485,911,0,0,180,1.41,13.04,752531.06,1352.56,10.2,-53.76,807470,0,10.27,1285,740,0
