Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
2614,1866,0,0,180,0.98,18.65,200582.84,1006.87,-0.06,80.2,200808,199185,0.1,2100,1895,0,
2615,1866,0,0,180,0.98,18.65,200581.37,1005.47,-0.06,80.33,200808,199185,0.1,2100,1895,0,
2616,1866,0,0,180,0.98,18.65,200579.9,1004.07,-0.06,80.47,200808,199185,0.1,2100,1895,0,
2617,1866,0,0,180,0.98,18.65,200578.43,1002.67,-0.06,80.6,200808,199185,0.1,2100,1895,0,
2618,1866,0,0,180,0.98,18.65,200576.95,1001.27,-0.06,80.74,200808,199185,0.1,2100,1895,0,
2619,1866,0,0,180,0.98,18.65,200575.46,999.88,-0.06,80.87,200808,199185,0.1,2100,1895,0,
2620,1866,0,0,180,0.98,18.65,200573.98,998.48,-0.06,81,200808,199185,0.1,2100,1895,0,
2621,1866,0,0,180,0.98,18.65,200572.49,997.08,-0.06,81.14,200808,199185,0.1,2100,1895,0,
2622,1866,0,0,180,0.98,18.65,200570.99,995.68,-0.06,81.27,200808,199185,0.1,2100,1895,0,
2623,1866,0,0,180,0.98,18.65,200569.49,994.28,-0.06,81.4,200808,199185,0.1,2100,1895,0,
2624,1866,0,0,180,0.98,18.65,200567.99,992.88,-0.06,81.54,200808,199185,0.1,2100,1895,0,
2625,1866,0,0,180,0.98,18.65,200566.48,991.48,-0.06,81.67,200808,199185,0.1,2100,1895,0,
2626,1866,0,0,180,0.98,18.65,200564.97,990.09,-0.06,81.8,200808,199185,0.1,2100,1895,0,
2627,1866,0,0,180,0.98,18.65,200563.46,988.69,-0.06,81.94,200808,199185,0.1,2100,1895,0,
2628,1866,0,0,180,0.98,18.65,200561.94,987.29,-0.06,82.07,200808,199185,0.1,2100,1895,0,
2629,1866,0,0,180,0.98,18.65,200560.42,985.89,-0.06,82.2,200808,199185,0.1,2100,1895,0,
2630,1866,0,0,180,0.98,18.65,200558.89,984.49,-0.06,82.34,200808,199185,0.1,2100,1895,0,
2631,1866,0,0,180,0.98,18.65,200557.36,983.09,-0.06,82.47,200808,199185,0.1,2100,1895,0,
2632,1866,0,0,180,0.98,18.65,200555.82,981.69,-0.06,82.61,200808,199185,0.1,2100,1895,0,
2633,1866,0,0,180,0.98,18.65,200554.29,980.29,-0.06,82.74,200808,199185,0.1,2100,1895,0,
2634,1866,0,0,180,0.98,18.65,200552.74,978.9,-0.06,82.87,200808,199185,0.1,2100,1895,0,
2635,1866,0,0,180,0.98,18.65,200551.2,977.5,-0.06,83.01,200808,199185,0.1,2100,1895,0,
2636,1866,0,0,180,0.98,18.65,200549.65,976.1,-0.06,83.14,200808,199185,0.1,2100,1895,0,
2637,1866,0,0,180,0.98,18.65,200548.09,974.7,-0.06,83.27,200808,199185,0.1,2100,1895,0,
2638,1866,0,0,180,0.98,18.65,200546.54,973.3,-0.06,83.41,200808,199185,0.1,2100,1895,0,
2639,1866,0,0,180,0.98,18.65,200544.98,971.9,-0.06,83.54,200808,199185,0.1,2100,1895,0,
2640,1866,0,0,180,0.98,18.65,200543.41,970.5,-0.06,83.67,200808,199185,0.1,2100,1895,0,
2641,1866,0,0,180,0.98,18.65,200541.84,969.1,-0.06,83.81,200808,199185,0.1,2100,1895,0,
2642,1866,0,0,180,0.98,18.65,200540.27,967.71,-0.06,83.94,200808,199185,0.1,2100,1895,0,
2643,1866,0,0,180,0.98,18.65,200538.69,966.31,-0.06,84.07,202856,199185,0.1,2100,1895,0,
2644,1866,0,0,180,0.98,18.65,200537.11,964.91,-0.06,84.21,202856,199185,0.1,2100,1895,0,
2645,1866,0,0,180,0.98,18.65,200535.53,963.51,-0.06,84.34,202856,199185,0.1,2100,1895,0,
2646,1866,0,0,180,0.98,18.65,200533.94,962.11,-0.06,84.48,202856,199185,0.1,2100,1895,0,
2647,1866,0,0,180,0.98,18.65,200532.35,960.71,-0.06,84.61,202856,199185,0.1,2100,1895,0,
2648,1866,0,0,180,0.98,18.65,200530.76,959.31,-0.06,84.74,202856,199185,0.1,2100,1895,0,
2649,1866,0,0,180,0.98,18.65,200529.16,957.91,-0.06,84.88,202856,199185,0.1,2100,1895,0,
2650,1866,0,0,180,0.98,18.65,200527.56,956.52,-0.06,85.01,202856,199185,0.1,2100,1895,0,
2651,1866,0,0,180,0.98,18.65,200525.95,955.12,-0.06,85.14,202856,199185,0.1,2100,1895,0,
2652,1866,0,0,180,0.98,18.65,200524.34,953.72,-0.06,85.28,202856,199185,0.1,2100,1895,0,
2653,1866,0,0,180,0.98,18.65,200522.73,952.32,-0.06,85.41,202856,199185,0.1,2100,1895,0,
2654,1866,0,0,180,0.98,18.65,200521.11,950.92,-0.06,85.54,202856,199185,0.1,2100,1895,0,
2655,1866,0,0,180,0.98,18.65,200519.49,949.52,-0.06,85.68,202856,199185,0.1,2100,1895,0,
2656,1866,0,0,180,0.98,18.65,200517.87,948.12,-0.07,85.81,202856,199185,0.1,2100,1895,0,
2657,1866,0,0,180,0.98,18.65,200516.24,946.72,-0.07,85.94,202856,199185,0.1,2100,1895,0,
2658,1866,0,0,180,0.98,18.65,200514.61,945.33,-0.07,86.08,202856,199185,0.1,2100,1895,0,
2659,1866,0,0,180,0.98,18.65,200512.98,943.93,-0.07,86.21,202856,199185,0.1,2100,1895,0,
2660,1866,0,0,180,0.98,18.65,200511.34,942.53,-0.07,86.35,202856,199185,0.1,2100,1895,0,
2661,1866,0,0,180,0.98,18.65,200509.7,941.13,-0.07,86.48,202856,199185,0.1,2100,1895,0,
2662,1866,0,0,180,0.98,18.65,200508.05,939.73,-0.07,86.61,202856,199185,0.1,2100,1895,0,
2663,1866,0,0,180,0.98,18.65,200506.4,938.33,-0.07,86.75,202856,199185,0.1,2100,1895,0,
2664,1866,0,0,180,0.98,18.65,200504.75,936.93,-0.07,86.88,202856,199185,0.1,2100,1895,0,
2665,1866,0,0,180,0.98,18.65,200503.09,935.53,-0.07,87.01,202856,199185,0.1,2100,1895,0,
2666,1866,0,0,180,0.98,18.65,200501.43,934.13,-0.07,87.15,202856,199185,0.1,2100,1895,0,
2667,1866,0,0,180,0.98,18.65,200499.77,932.74,-0.07,87.28,202856,199185,0.1,2100,1895,0,
2668,1866,0,0,180,0.98,18.65,200498.1,931.34,-0.07,87.41,202856,199185,0.1,2100,1895,0,
2669,1866,0,0,180,0.98,18.65,200496.44,929.94,-0.07,87.55,202856,199185,0.1,2100,1895,0,
2670,1866,0,0,180,0.98,18.65,200494.76,928.54,-0.07,87.68,202856,199185,0.1,2100,1895,0,
2671,1866,0,0,180,0.98,18.65,200493.09,927.14,-0.07,87.81,202856,199185,0.1,2100,1895,0,
2672,1866,0,0,180,0.98,18.65,200491.41,925.74,-0.07,87.95,202856,199185,0.1,2100,1895,0,
2673,1866,0,0,180,0.98,18.65,200489.72,924.34,-0.07,88.08,202856,199185,0.1,2100,1895,0,
2674,1866,0,0,180,0.98,18.65,200488.03,922.94,-0.07,88.22,202856,199185,0.1,2100,1895,0,
2675,1866,0,0,180,0.98,18.65,200486.34,921.54,-0.07,88.35,202856,199185,0.1,2100,1895,0,
2676,1866,0,0,180,0.98,18.65,200484.65,920.15,-0.07,88.48,202856,199185,0.1,2100,1895,0,
2677,1866,0,0,180,0.98,18.65,200482.95,918.75,-0.07,88.62,202856,199185,0.1,2100,1895,0,
2678,1866,0,0,180,0.98,18.65,200481.25,917.35,-0.07,88.75,202856,199185,0.1,2100,1895,0,
2679,1866,0,0,180,0.98,18.65,200479.55,915.95,-0.07,88.88,202856,199185,0.1,2100,1895,0,
2680,1866,0,0,180,0.98,18.65,200477.84,914.55,-0.07,89.02,202856,199185,0.1,2100,1895,0,
2681,1866,0,0,180,0.98,18.65,200476.13,913.15,-0.07,89.15,202856,199185,0.1,2100,1895,0,
2682,1866,0,0,180,0.98,18.65,200474.42,911.75,-0.07,89.28,202856,199185,0.1,2100,1895,0,
2683,1866,0,0,180,0.98,18.65,200472.7,910.35,-0.07,89.42,202856,199185,0.1,2100,1895,0,
2684,1866,0,0,180,0.98,18.65,200470.98,908.95,-0.07,89.55,202856,199185,0.1,2100,1895,0,
2685,1866,0,0,180,0.98,18.65,200469.26,907.55,-0.07,89.68,202856,199185,0.1,2100,1895,0,
2686,1866,0,0,180,0.98,18.65,200467.53,906.16,-0.07,89.82,202856,199185,0.1,2100,1895,0,
2687,1866,0,0,180,0.98,18.65,200465.8,904.76,-0.07,89.95,202856,199185,0.1,2100,1895,0,
2688,1866,0,0,180,0.98,18.65,200464.07,903.36,-0.07,90.09,202856,199185,0.1,2100,1895,0,
2689,1866,0,0,180,0.98,18.65,200462.33,901.96,-0.07,90.22,202856,199185,0.1,2100,1895,0,
2690,1866,0,0,180,0.98,18.65,200460.59,900.56,-0.07,90.35,202856,199185,0.1,2100,1895,0,
2691,1866,0,0,180,0.98,18.65,200458.85,899.16,-0.07,90.49,202856,199185,0.1,2100,1895,0,
2692,1866,0,0,180,0.98,18.65,200457.1,897.76,-0.07,90.62,202856,199185,0.1,2100,1895,0,
2693,1866,0,0,180,0.98,18.65,200455.35,896.36,-0.07,90.75,202856,199185,0.1,2100,1895,0,
2694,1866,0,0,180,0.98,18.65,200453.6,894.96,-0.07,90.89,202856,199185,0.1,2100,1895,0,
2695,1866,0,0,180,0.98,18.65,200451.85,893.56,-0.07,91.02,202856,199185,0.1,2100,1895,0,
