Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,7,2.18,11.59,114.52,2.18,5.36,79.63,0,-0.1,-74.56,80,0,0.1,175,1523,100.17,
2,18,2.19,11.76,114.56,2.2,5.31,91.56,0,-0.1,-74.56,106,0,0.1,176,1505,100,
3,30,2.21,11.93,114.66,2.22,5.26,116.76,0,-0.1,-74.56,161,0,0.1,178,1483,99.63,
4,42,2.23,12.09,114.78,2.24,5.22,151.51,0,-0.1,-74.56,239,0,0.1,180,1466,99.12,
5,55,2.24,12.25,114.97,2.26,5.17,201.76,0,-0.1,-74.56,352,0,0.1,183,1445,98.38,
6,66,2.26,12.38,115.23,2.29,5.13,259.93,0,-0.1,-74.56,484,0,0.1,187,1424,97.54,
7,79,2.26,12.49,115.54,2.32,5.08,335.81,0,-0.1,-74.56,656,0,0.1,193,1403,96.44,
8,91,2.27,12.66,115.82,2.34,5.03,417.74,0,-0.1,-74.56,842,0,0.1,200,1388,95.27,
9,104,2.28,12.9,116.24,2.38,4.98,519.33,0.01,-0.1,-74.56,1072,0,0.1,210,1368,93.83,
10,116,2.29,12.99,116.61,2.4,4.94,624.84,0.02,-0.1,-74.56,1311,0,0.1,219,1352,92.35,
11,130,2.3,13.27,117.11,2.44,4.89,752.03,0.03,-0.1,-74.55,1601,0,0.1,230,1332,90.6,
12,142,2.33,13.35,117.67,2.47,4.85,881.33,0.05,-0.1,-74.55,1898,0,0.1,241,1313,88.84,
13,156,2.34,13.66,118.29,2.51,4.8,1034.55,0.07,-0.1,-74.55,2252,0,0.11,253,1293,86.8,
14,169,2.36,13.77,118.81,2.54,4.75,1188.17,0.1,-0.1,-74.55,2611,0,0.11,264,1278,84.79,
15,183,2.38,14.02,119.51,2.59,4.7,1368.12,0.13,-0.1,-74.55,3037,0,0.11,277,1258,82.48,
16,197,2.41,14.22,120.11,2.62,4.66,1546.93,0.17,-0.1,-74.54,3465,0,0.11,288,1242,80.23,
17,211,2.41,14.44,120.89,2.67,4.61,1754.62,0.21,-0.1,-74.54,3966,0,0.12,302,1223,77.69,
18,225,2.44,14.6,121.73,2.72,4.57,1959.11,0.26,-0.1,-74.53,4457,0,0.12,315,1203,75.25,
19,240,2.43,14.9,122.6,2.77,4.52,2194.39,0.31,-0.1,-74.53,5016,0,0.13,330,1182,72.52,
20,254,2.43,15.44,123.31,2.81,4.47,2424.05,0.37,-0.1,-74.52,5556,0,0.13,344,1166,69.93,
21,269,2.46,15.44,124.24,2.86,4.42,2685.63,0.44,-0.1,-74.52,6162,0,0.14,360,1145,67.08,
22,283,2.5,15.65,125,2.9,4.38,2939.53,0.52,-0.1,-74.51,6780,0,0.15,374,1127,64.4,
23,299,2.52,15.99,125.95,2.96,4.33,3228.52,0.61,-0.1,-74.5,7484,0,0.15,391,1105,61.45,
24,314,2.53,16,126.94,3.02,4.29,3508.48,0.7,-0.1,-74.49,8187,0,0.16,406,1082,58.71,
25,331,2.55,16.17,127.95,3.08,4.24,3826.27,0.81,-0.1,-74.48,8987,0,0.16,422,1058,55.71,
26,346,2.61,16.79,128.74,3.12,4.19,4133.32,0.91,-0.1,-74.47,9780,0,0.17,438,1039,52.94,
27,364,2.68,17.39,129.76,3.19,4.15,4481.48,1.04,-0.1,-74.46,10709,0,0.17,455,1014,49.92,
28,381,2.7,17.62,130.58,3.24,4.1,4817.73,1.16,-0.1,-74.45,11623,0,0.17,471,993,47.15,
29,399,2.75,18.01,131.58,3.3,4.05,5198.47,1.3,-0.1,-74.43,12679,0,0.18,489,967,44.16,
30,417,2.8,18.5,132.59,3.37,4.01,5565.58,1.43,-0.1,-74.42,13721,0,0.18,506,939,41.43,
31,438,3.25,22.93,165.03,4.25,3.96,5981.04,1.59,-0.1,-74.41,14999,0,0.19,527,908,38.5,
32,471,4.58,35.92,197.62,5.16,3.89,6388.88,1.74,-0.1,-74.39,16870,0,0.19,559,872,35.79,
33,509,4.72,37.33,199.11,5.3,3.82,6865.72,1.92,-0.1,-74.37,19195,0,0.2,596,823,32.83,
34,546,4.88,38.83,200.31,5.42,3.76,7339.59,2.1,-0.1,-74.36,21606,0,0.2,631,783,30.08,
35,588,5.05,40.51,201.78,5.56,3.68,7891.08,2.31,-0.1,-74.34,24541,0,0.21,672,731,27.12,
36,628,5.18,41.86,203.25,5.72,3.62,8436.8,2.51,-0.1,-74.32,27571,0,0.21,710,677,24.43,
