Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,7,2.14,11.27,112.83,2.14,5.36,79.65,0,-0.1,-74.56,79,0,0.1,175,1525,100.17,
2,17,2.16,11.44,112.88,2.17,5.31,91.26,0,-0.1,-74.56,105,0,0.1,176,1503,100,
3,29,2.18,11.61,112.96,2.18,5.27,115.78,0,-0.1,-74.56,158,0,0.1,177,1485,99.64,
4,41,2.19,11.76,113.1,2.21,5.22,150.4,0,-0.1,-74.56,234,0,0.1,180,1464,99.13,
5,53,2.21,11.91,113.3,2.23,5.17,197.41,0,-0.1,-74.56,338,0,0.1,183,1444,98.45,
6,65,2.22,12.05,113.49,2.25,5.13,255.06,0,-0.1,-74.56,467,0,0.1,186,1427,97.61,
7,77,2.24,12.19,113.79,2.28,5.08,328.94,0,-0.1,-74.56,633,0,0.1,191,1407,96.54,
8,89,2.25,12.31,114.13,2.31,5.04,410.64,0,-0.1,-74.56,817,0,0.1,196,1387,95.37,
9,102,2.26,12.43,114.45,2.33,4.99,508.27,0,-0.1,-74.56,1039,0,0.1,202,1371,93.98,
10,114,2.27,12.55,114.9,2.37,4.94,614.27,0,-0.1,-74.56,1282,0,0.1,209,1352,92.5,
11,127,2.29,12.68,115.4,2.4,4.9,734.9,0,-0.1,-74.56,1560,0,0.1,216,1333,90.83,
12,139,2.3,12.82,115.84,2.43,4.85,865.44,0,-0.1,-74.56,1863,0,0.1,223,1317,89.06,
13,153,2.32,12.99,116.44,2.47,4.81,1017.49,0,-0.1,-74.56,2218,0,0.1,232,1298,87.03,
14,166,2.33,13.15,117.08,2.51,4.76,1173.65,0,-0.1,-74.56,2586,0,0.1,241,1280,84.98,
15,179,2.35,13.33,117.63,2.54,4.72,1346.06,0.01,-0.1,-74.56,2996,0,0.1,250,1264,82.76,
16,192,2.37,13.51,118.38,2.58,4.67,1527.98,0.01,-0.1,-74.56,3432,0,0.1,259,1245,80.47,
17,206,2.39,13.71,119.15,2.63,4.62,1735.29,0.01,-0.1,-74.56,3934,0,0.1,270,1226,77.93,
18,220,2.41,13.89,119.81,2.66,4.58,1944.24,0.01,-0.1,-74.56,4445,0,0.1,281,1210,75.43,
19,234,2.42,14.08,120.67,2.71,4.53,2171.24,0.01,-0.1,-74.56,5005,0,0.1,292,1190,72.79,
20,248,2.44,14.26,121.55,2.76,4.49,2407.39,0.01,-0.1,-74.56,5593,0,0.1,303,1171,70.12,
21,263,2.46,14.47,122.3,2.8,4.44,2667.78,0.01,-0.1,-74.56,6248,0,0.1,315,1154,67.27,
22,277,2.48,14.69,123.26,2.86,4.39,2937.73,0.01,-0.1,-74.56,6935,0,0.1,327,1133,64.42,
23,292,2.51,14.94,124.22,2.91,4.35,3228.26,0.02,-0.1,-74.56,7683,0,0.1,340,1112,61.46,
24,307,2.52,15.03,125.02,2.96,4.3,3515.93,0.02,-0.1,-74.56,8430,0,0.1,353,1094,58.64,
25,322,2.52,15.06,126.04,3.02,4.26,3843.19,0.02,-0.1,-74.56,9281,0,0.1,366,1071,55.56,
26,337,2.56,15.51,127.05,3.08,4.21,4159.82,0.02,-0.1,-74.56,10117,0,0.1,379,1048,52.7,
27,354,2.65,16.37,127.87,3.12,4.16,4519.17,0.03,-0.1,-74.56,11098,0,0.1,394,1029,49.61,
28,370,2.7,16.91,128.91,3.19,4.12,4874.09,0.03,-0.1,-74.56,12095,0,0.1,409,1004,46.7,
29,388,2.75,17.36,129.92,3.25,4.07,5260.85,0.03,-0.1,-74.56,13203,0,0.1,425,978,43.69,
30,405,2.81,17.94,130.74,3.3,4.03,5649.57,0.03,-0.1,-74.56,14342,0,0.1,441,956,40.82,
31,424,2.87,18.63,131.76,3.37,3.98,6064.13,0.04,-0.1,-74.56,15590,0,0.1,458,928,37.94,
32,443,2.95,19.37,132.74,3.44,3.93,6497.48,0.04,-0.1,-74.56,16935,0,0.1,476,900,35.1,
33,463,3.03,20.14,133.52,3.49,3.89,6950.35,0.04,-0.1,-74.56,18383,0,0.1,494,876,32.32,
34,483,3.11,20.95,134.48,3.56,3.84,7413.87,0.05,-0.1,-74.56,19911,0,0.1,513,844,29.67,
35,505,3.2,21.89,135.39,3.63,3.8,7927.99,0.05,-0.1,-74.56,21665,0,0.1,534,812,26.93,
36,527,3.29,22.8,136.1,3.69,3.75,8423.75,0.05,-0.1,-74.56,23416,0,0.1,555,786,24.49,
37,552,3.39,23.77,136.96,3.76,3.7,8984.76,0.06,-0.1,-74.56,25468,0,0.1,578,751,21.95,
38,575,3.47,24.61,137.76,3.84,3.66,9525.58,0.06,-0.1,-74.56,27511,0,0.1,600,716,19.74,
39,601,3.55,25.42,138.36,3.9,3.61,10137.26,0.07,-0.1,-74.56,29893,0,0.1,626,686,17.51,
40,626,3.62,26.1,139.06,3.97,3.57,10726.42,0.07,-0.1,-74.56,32252,0,0.1,649,648,15.6,
41,653,3.7,26.85,139.69,4.04,3.52,11378.92,0.08,-0.1,-74.57,34937,0,0.1,676,609,13.72,
42,680,3.77,27.61,140.15,4.1,3.48,12045.9,0.08,-0.1,-74.57,37762,0,0.1,702,577,12.04,
43,709,3.85,28.41,140.69,4.18,3.43,12740.66,0.09,-0.1,-74.57,40795,0,0.1,729,535,10.51,
44,738,3.94,29.26,141.16,4.25,3.38,13464.01,0.09,-0.1,-74.57,44052,0,0.1,758,493,9.12,
45,768,4.03,30.18,141.51,4.31,3.34,14232.17,0.1,-0.1,-74.57,47627,0,0.1,787,458,7.84,
46,798,4.11,31.06,141.9,4.39,3.29,14983.99,0.11,-0.1,-74.57,51245,0,0.1,816,413,6.77,
47,830,4.21,32.01,142.23,4.47,3.25,15814.38,0.11,-0.1,-74.57,55378,0,0.1,848,368,5.75,
48,863,4.3,32.95,142.48,4.53,3.2,16661,0.12,-0.1,-74.57,59743,0,0.1,880,331,4.88,
49,896,4.4,33.9,142.74,4.61,3.15,17540.77,0.13,-0.1,-74.57,64443,0,0.1,913,284,4.11,
50,931,4.49,34.86,142.97,4.69,3.11,18454.64,0.14,-0.1,-74.57,69504,0,0.1,947,235,3.44,
51,966,4.59,35.82,143.12,4.75,3.06,19403.56,0.15,-0.1,-74.57,74956,0,0.1,982,195,2.86,
52,1003,4.68,36.78,143.29,4.83,3.02,20388.5,0.15,-0.1,-74.57,80830,0,0.1,1017,146,2.38,
53,1040,4.78,37.74,143.43,4.92,2.97,21410.41,0.16,-0.1,-74.57,87162,0,0.1,1054,94,1.96,
54,1079,4.87,38.72,143.53,4.99,2.92,22470.26,0.17,-0.1,-74.57,93991,0,0.1,1092,52,1.6,
55,1113,3.73,27.56,143.63,5.08,2.88,23568.78,0.19,-0.1,-74.58,100603,0,0.1,1126,0,1.3,
56,1103,0.08,9.81,0,0,2.88,24677.03,0.2,-0.1,-74.58,100470,0,0.1,1116,0,1.05,
57,1094,0.07,9.62,0,0,2.88,25775.51,0.21,-0.1,-74.58,100365,0,0.1,1107,0,0.86,
58,1084,0.05,9.46,0,0,2.88,26864.41,0.22,-0.1,-74.58,100282,0,0.1,1097,0,0.71,
59,1075,0.04,9.33,0,0,2.88,27943.88,0.23,-0.1,-74.58,100216,0,0.1,1088,0,0.58,
60,1066,0.03,9.22,0,0,2.88,29014.04,0.25,-0.1,-74.58,100163,0,0.1,1079,0,0.48,
61,1057,0.03,9.12,0,0,2.88,30075.01,0.26,-0.1,-74.58,100121,0,0.1,1070,0,0.4,
62,1048,0.02,9.04,0,0,2.88,31105.92,0.27,-0.1,-74.58,100088,0,0.1,1061,0,0.33,
63,1039,0.02,8.97,0,0,2.88,32169.7,0.29,-0.1,-74.59,100060,0,0.1,1052,0,0.28,
64,1030,0.02,8.91,0,0,2.88,33203.57,0.3,-0.1,-74.59,100038,0,0.1,1043,0,0.24,
65,1021,0.01,8.86,0,0,2.88,34228.54,0.32,-0.1,-74.59,100020,0,0.1,1034,0,0.2,
66,1012,0.01,8.81,0,0,2.88,35244.66,0.34,-0.1,-74.59,100005,0,0.1,1026,0,0.17,
67,1003,0.01,8.77,0,0,2.88,36251.97,0.35,-0.1,-74.59,99992,0,0.1,1017,0,0.14,
68,995,0.01,8.73,0,0,2.88,37230.64,0.37,-0.1,-74.59,99982,0,0.1,1008,0,0.12,
69,986,0.01,8.69,0,0,2.88,38260.07,0.39,-0.1,-74.59,99974,0,0.1,999,0,0.1,
70,977,0.01,8.65,0,0,2.88,39201.98,0.41,-0.1,-74.6,99967,0,0.1,991,0,0.09,
71,968,0,8.62,0,0,2.88,40194.03,0.43,-0.1,-74.6,99961,0,0.1,982,0,0.08,
72,960,0,8.59,0,0,2.88,41157.92,0.44,-0.1,-74.6,99956,0,0.1,974,0,0.07,
73,951,0,8.56,0,0,2.88,42113.23,0.46,-0.1,-74.6,99951,0,0.1,965,0,0.06,
74,943,0,8.53,0,0,2.88,43059.99,0.48,-0.1,-74.6,99948,0,0.1,957,0,0.05,
75,934,0,8.5,0,0,2.88,44016.91,0.51,-0.1,-74.61,99944,0,0.1,948,0,0.04,
76,926,0,8.47,0,0,2.88,44909.46,0.53,-0.1,-74.61,99942,0,0.1,940,0,0.04,
77,917,0,8.44,0,0,2.88,45867.59,0.55,-0.1,-74.61,99939,0,0.1,932,0,0.03,
78,909,0,8.42,0,0,2.88,46743.91,0.57,-0.1,-74.61,99937,0,0.1,924,0,0.03,
79,900,0,8.39,0,0,2.88,47684.5,0.59,-0.1,-74.61,99935,0,0.1,915,0,0.02,
80,892,0,8.37,0,0,2.88,48544.69,0.61,-0.1,-74.62,99934,0,0.1,907,0,0.02,
81,884,0,8.34,0,0,2.88,49467.86,0.64,-0.1,-74.62,99932,0,0.1,899,0,0.02,
82,876,0,8.32,0,0,2.88,50312.01,0.66,-0.1,-74.62,99931,0,0.1,891,0,0.01,
83,867,0,8.3,0,0,2.88,51217.85,0.69,-0.1,-74.62,99930,0,0.1,882,0,0.01,
84,859,0,8.27,0,0,2.88,52046.05,0.71,-0.1,-74.63,99929,0,0.1,874,0,0.01,
85,851,0,8.25,0,0,2.88,52917.67,0.73,-0.1,-74.63,99928,0,0.1,866,0,0.01,
86,843,0,8.23,0,0,2.88,53763.85,0.76,-0.1,-74.63,99928,0,0.1,858,0,0.01,
87,834,0,8.21,0,0,2.88,54601.82,0.79,-0.1,-74.63,99927,0,0.1,850,0,0.01,
88,826,0,8.19,0,0,2.88,55431.57,0.81,-0.1,-74.64,99926,0,0.1,842,0,0.01,
89,818,0,8.16,0,0,2.88,56253.15,0.84,-0.1,-74.64,99926,0,0.1,834,0,0,
90,810,0,8.14,0,0,2.88,57066.55,0.86,-0.1,-74.64,99925,0,0.1,826,0,0,
91,802,0,8.12,0,0,2.88,57871.82,0.89,-0.1,-74.64,99925,0,0.1,817,0,0,
92,794,0,8.1,0,0,2.88,58653.1,0.92,-0.1,-74.65,99925,0,0.1,810,0,0,
93,786,0,8.08,0,0,2.88,59473.7,0.95,-0.1,-74.65,99924,0,0.1,801,0,0,
94,778,0,8.06,0,0,2.88,60238.96,0.97,-0.1,-74.65,99924,0,0.1,794,0,0,
95,770,0,8.04,0,0,2.88,61011.85,1,-0.1,-74.65,99924,0,0.1,786,0,0,
96,762,0,8.03,0,0,2.88,61776.7,1.03,-0.1,-74.66,99923,0,0.1,778,0,0,
97,753,0,8.01,0,0,2.88,62548.58,1.06,-0.1,-74.66,99923,0,0.1,770,0,0,
