Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,6,2.08,10.65,109.47,2.08,5.36,79.66,0,-0.1,-74.56,79,0,0.1,175,1524,100.17,
2,17,2.1,10.8,109.5,2.1,5.31,90.83,0,-0.1,-74.56,103,0,0.1,176,1507,100.01,
3,28,2.11,10.96,109.59,2.12,5.27,114.2,0,-0.1,-74.56,152,0,0.1,177,1486,99.67,
4,39,2.13,11.11,109.72,2.14,5.22,146.33,0,-0.1,-74.56,221,0,0.1,179,1465,99.19,
5,50,2.14,11.26,109.9,2.16,5.18,192.72,0,-0.1,-74.56,320,0,0.1,182,1445,98.51,
6,61,2.16,11.38,110.08,2.18,5.14,246.38,0,-0.1,-74.56,436,0,0.1,185,1429,97.73,
7,73,2.17,11.5,110.36,2.21,5.09,316.36,0,-0.1,-74.56,589,0,0.1,190,1409,96.72,
8,84,2.18,11.64,110.61,2.23,5.05,392.02,0,-0.1,-74.56,754,0,0.1,195,1394,95.63,
9,96,2.19,11.73,110.97,2.26,5,486.1,0,-0.1,-74.56,961,0,0.1,201,1375,94.3,
10,108,2.2,11.83,111.39,2.29,4.96,584.16,0,-0.1,-74.56,1177,0,0.1,208,1356,92.92,
11,120,2.2,12.09,111.84,2.32,4.91,702.51,0.01,-0.1,-74.56,1437,0,0.1,217,1338,91.28,
12,131,2.21,12.28,112.25,2.35,4.87,822.79,0.02,-0.1,-74.56,1700,0,0.1,227,1323,89.63,
13,144,2.23,12.32,112.79,2.38,4.82,965.11,0.03,-0.1,-74.56,2014,0,0.1,237,1304,87.72,
14,155,2.24,12.78,113.26,2.41,4.78,1107.74,0.04,-0.1,-74.55,2329,0,0.1,247,1289,85.83,
15,168,2.26,12.74,113.88,2.45,4.73,1274.4,0.06,-0.1,-74.55,2702,0,0.11,259,1271,83.67,
16,180,2.28,12.97,114.55,2.49,4.69,1439.86,0.09,-0.1,-74.55,3078,0,0.11,270,1252,81.57,
