Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,
1,7,2.11,10.96,111.15,2.11,5.36,79.72,0,-0.1,-74.56,80,0,0.1,175,1523,100.17,
2,17,2.13,11.12,111.19,2.13,5.31,91.22,0,-0.1,-74.56,104,0,0.1,176,1506,100,
3,29,2.15,11.29,111.28,2.15,5.27,115.29,0,-0.1,-74.56,156,0,0.1,177,1484,99.65,
4,40,2.16,11.44,111.42,2.17,5.22,148.37,0,-0.1,-74.56,227,0,0.1,179,1464,99.16,
5,52,2.18,11.59,111.57,2.19,5.18,196.13,0,-0.1,-74.56,332,0,0.1,182,1447,98.46,
6,63,2.19,11.72,111.81,2.22,5.13,251.37,0,-0.1,-74.56,453,0,0.1,186,1427,97.66,
7,75,2.2,11.86,112.09,2.25,5.09,323.44,0,-0.1,-74.56,612,0,0.1,190,1407,96.62,
8,87,2.21,12.03,112.36,2.27,5.04,401.32,0,-0.1,-74.56,785,0,0.1,196,1391,95.5,
9,99,2.21,12.12,112.74,2.3,4.99,497.96,0,-0.1,-74.56,998,0,0.1,204,1372,94.13,
10,110,2.22,12.28,113.16,2.33,4.95,598.46,0.01,-0.1,-74.56,1221,0,0.1,213,1353,92.72,
11,123,2.23,12.81,113.54,2.36,4.9,719.44,0.02,-0.1,-74.56,1485,0,0.1,223,1338,91.04,
12,134,2.24,12.68,114.07,2.39,4.86,842.22,0.03,-0.1,-74.55,1757,0,0.11,233,1319,89.37,
13,147,2.27,12.84,114.62,2.43,4.81,987.38,0.05,-0.1,-74.55,2079,0,0.12,245,1300,87.42,
14,159,2.28,13.09,115.11,2.46,4.77,1132.92,0.07,-0.1,-74.55,2408,0,0.12,256,1285,85.5,
15,173,2.31,13.24,115.76,2.5,4.72,1303.32,0.1,-0.1,-74.55,2798,0,0.13,267,1266,83.3,
16,186,2.33,13.45,116.45,2.54,4.68,1472.59,0.13,-0.1,-74.54,3189,0,0.13,279,1247,81.16,
17,200,2.35,13.67,117.04,2.57,4.63,1669.18,0.17,-0.1,-74.54,3649,0,0.14,291,1232,78.73,
18,213,2.36,13.81,117.81,2.62,4.59,1863.04,0.21,-0.1,-74.54,4108,0,0.14,303,1212,76.39,
19,227,2.38,13.92,118.61,2.66,4.54,2086.67,0.26,-0.1,-74.53,4641,0,0.15,316,1193,73.76,
20,240,2.36,14.31,119.28,2.7,4.5,2305.55,0.31,-0.1,-74.53,5152,0,0.16,329,1177,71.26,
21,254,2.38,15.08,120.16,2.75,4.45,2555.23,0.37,-0.1,-74.52,5711,0,0.17,344,1157,68.49,
22,268,2.4,15.19,121.04,2.8,4.41,2797.12,0.44,-0.1,-74.52,6265,0,0.18,358,1136,65.89,
23,282,2.42,15.35,121.76,2.84,4.36,3071.62,0.52,-0.1,-74.51,6892,0,0.19,374,1119,63.04,
24,296,2.42,15.8,122.69,2.89,4.32,3336.46,0.6,-0.1,-74.5,7493,0,0.2,389,1097,60.38,
25,311,2.42,15.65,123.61,2.95,4.27,3635.52,0.71,-0.1,-74.49,8172,0,0.21,405,1075,57.49,
26,325,2.42,15.78,124.36,2.99,4.23,3922.33,0.81,-0.1,-74.48,8801,0,0.22,420,1057,54.83,
27,341,2.49,16.34,125.31,3.05,4.18,4245.35,0.93,-0.1,-74.47,9563,0,0.23,437,1032,51.95,
28,356,2.59,17.13,126.24,3.11,4.14,4555.68,1.06,-0.1,-74.46,10323,0,0.24,453,1008,49.3,
29,373,2.65,17.69,126.99,3.16,4.09,4899.24,1.2,-0.1,-74.44,11198,0,0.25,471,987,46.49,
30,391,2.71,18.22,127.93,3.22,4.05,5243.36,1.35,-0.1,-74.43,12101,0,0.25,489,961,43.82,
31,409,2.77,18.78,128.85,3.28,4,5616.8,1.51,-0.1,-74.41,13111,0,0.26,507,934,41.05,
32,428,2.82,19.24,129.59,3.33,3.96,5990.85,1.68,-0.1,-74.4,14149,0,0.27,526,911,38.43,
33,447,2.88,19.77,130.51,3.4,3.91,6396.62,1.86,-0.1,-74.38,15307,0,0.27,546,882,35.74,
34,467,2.94,20.34,131.39,3.46,3.87,6802.86,2.05,-0.1,-74.36,16500,0,0.28,565,852,33.2,
35,488,3.01,21.03,132.09,3.52,3.82,7243.44,2.25,-0.1,-74.34,17835,0,0.29,586,827,30.62,
36,509,3.09,21.79,132.95,3.59,3.78,7684.51,2.46,-0.1,-74.32,19219,0,0.29,607,795,28.19,
37,532,3.18,22.65,133.77,3.66,3.73,8162.94,2.69,-0.1,-74.3,20774,0,0.3,630,762,25.75,
38,555,3.27,23.51,134.41,3.71,3.69,8642.04,2.92,-0.1,-74.28,22391,0,0.3,652,734,23.47,
39,579,3.36,24.37,135.18,3.78,3.64,9161.83,3.17,-0.1,-74.26,24208,0,0.31,676,699,21.19,
40,603,3.43,25.09,135.89,3.85,3.59,9682.33,3.42,-0.1,-74.23,26089,0,0.31,700,663,19.14,
41,629,3.5,25.74,136.44,3.91,3.55,10246.79,3.69,-0.1,-74.21,28189,0,0.32,726,632,17.13,
42,655,3.56,26.38,137.07,3.98,3.5,10811.56,3.96,-0.1,-74.18,30354,0,0.32,751,593,15.33,
43,683,3.63,27.07,137.64,4.06,3.46,11423.44,4.26,-0.1,-74.15,32769,0,0.33,778,554,13.6,
44,710,3.7,27.77,138.07,4.12,3.41,12035.09,4.56,-0.1,-74.12,35259,0,0.33,805,521,12.06,
45,738,3.78,28.55,138.57,4.19,3.37,12697.17,4.88,-0.1,-74.09,38042,0,0.34,833,479,10.6,
46,767,3.86,29.35,139.01,4.26,3.32,13358.49,5.2,-0.1,-74.06,40916,0,0.34,861,436,9.31,
47,797,3.95,30.25,139.33,4.32,3.28,14073.84,5.55,-0.1,-74.03,44137,0,0.35,891,401,8.09,
48,828,4.04,31.16,139.7,4.4,3.23,14787.94,5.89,-0.1,-74,47473,0,0.35,921,356,7.03,
49,860,4.14,32.14,140.02,4.48,3.19,15559.97,6.26,-0.1,-73.96,51219,0,0.35,953,311,6.04,
50,892,4.23,33.08,140.25,4.54,3.14,16330.26,6.63,-0.1,-73.92,55105,0,0.36,985,273,5.2,
51,927,4.33,34.09,140.51,4.62,3.1,17162.62,7.03,-0.1,-73.89,59475,0,0.36,1019,225,4.42,
52,961,4.43,35.07,140.74,4.7,3.05,17992.66,7.43,-0.1,-73.85,64013,0,0.36,1053,177,3.76,
53,997,4.53,36.1,140.9,4.77,3.01,18889.1,7.86,-0.1,-73.81,69124,0,0.37,1089,137,3.16,
54,1033,4.63,37.09,141.07,4.85,2.96,19782.53,8.28,-0.1,-73.77,74438,0,0.37,1125,86,2.66,
55,1072,4.73,38.14,141.21,4.94,2.92,20746.86,8.74,-0.1,-73.72,80429,0,0.38,1163,35,2.22,
56,1097,1.43,6.2,0,0,2.88,21705.56,9.19,-0.1,-73.68,84832,0,0.38,1188,0,1.85,
57,1087,0.15,10.01,0,0,2.88,22724.43,9.68,-0.11,-73.63,84656,0,0.38,1178,0,1.52,
58,1078,0.12,9.79,0,0,2.88,23655.93,10.12,-0.11,-73.59,84525,0,0.38,1170,0,1.28,
59,1069,0.1,9.59,0,0,2.88,24636.39,10.59,-0.11,-73.55,84413,0,0.38,1161,0,1.06,
60,1060,0.09,9.43,0,0,2.88,25569.58,11.03,-0.11,-73.5,84325,0,0.38,1153,0,0.89,
61,1051,0.07,9.29,0,0,2.88,26531.82,11.5,-0.11,-73.46,84251,0,0.38,1145,0,0.75,
62,1043,0.06,9.18,0,0,2.88,27447.76,11.94,-0.11,-73.42,84193,0,0.38,1137,0,0.64,
63,1034,0.05,9.08,0,0,2.88,28392.27,12.4,-0.11,-73.37,84144,0,0.38,1129,0,0.54,
64,1026,0.04,9,0,0,2.88,29291.35,12.83,-0.11,-73.33,84105,0,0.38,1121,0,0.46,
65,1018,0.04,8.93,0,0,2.88,30218.49,13.29,-0.11,-73.29,84073,0,0.38,1114,0,0.39,
