Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure
1,6,2.02,10.02,106.1,2.02,5.36,79.57,0,-0.1,-74.56,79,0,0.1,175,1524,100.17
2,16,2.03,10.16,106.13,2.03,5.32,90.08,0,-0.1,-74.56,100,0,0.1,176,1507,100.02
3,26,2.05,10.32,106.21,2.05,5.27,112.07,0,-0.1,-74.56,145,0,0.1,177,1487,99.7
4,36,2.06,10.45,106.33,2.07,5.23,142.3,0,-0.1,-74.56,208,0,0.1,179,1467,99.25
5,47,2.07,10.59,106.46,2.09,5.19,185.01,0,-0.1,-74.56,297,0,0.1,181,1451,98.63
6,58,2.09,10.73,106.66,2.11,5.14,237.6,0,-0.1,-74.56,407,0,0.1,184,1432,97.86
7,69,2.1,10.85,106.91,2.14,5.1,300.95,0,-0.1,-74.56,540,0,0.1,188,1413,96.94
8,79,2.11,10.96,107.14,2.16,5.06,373.55,0,-0.1,-74.56,694,0,0.1,192,1398,95.9
9,91,2.12,11.06,107.48,2.18,5.01,462.13,0,-0.1,-74.56,883,0,0.1,198,1379,94.64
10,101,2.12,11.32,107.85,2.21,4.97,554.37,0,-0.1,-74.56,1078,0,0.1,205,1361,93.33
11,112,2.13,11.84,108.18,2.23,4.93,663.23,0.01,-0.1,-74.56,1306,0,0.1,214,1347,91.82
12,123,2.14,11.63,108.64,2.27,4.88,780.45,0.02,-0.1,-74.56,1549,0,0.1,225,1328,90.21
13,135,2.16,11.92,109.13,2.3,4.84,911.15,0.03,-0.1,-74.55,1828,0,0.1,234,1311,88.44
14,146,2.17,11.91,109.56,2.32,4.8,1044.58,0.05,-0.1,-74.55,2115,0,0.1,244,1296,86.66
15,158,2.19,12.13,110.13,2.36,4.75,1200.6,0.08,-0.1,-74.55,2450,0,0.1,255,1278,84.62
16,170,2.21,12.33,110.74,2.4,4.71,1355.48,0.1,-0.1,-74.55,2790,0,0.1,265,1260,82.64
17,182,2.23,12.5,111.25,2.43,4.67,1535.29,0.14,-0.1,-74.54,3189,0,0.1,276,1246,80.38
18,194,2.25,12.71,111.94,2.46,4.63,1712.58,0.17,-0.1,-74.54,3586,0,0.11,287,1228,78.2
19,207,2.26,12.83,112.64,2.51,4.58,1913.03,0.22,-0.1,-74.54,4040,0,0.11,298,1209,75.79
20,220,2.28,12.95,113.24,2.54,4.54,2121.81,0.26,-0.1,-74.53,4517,0,0.11,310,1194,73.35
21,233,2.29,13.09,114.02,2.58,4.5,2342.85,0.31,-0.1,-74.53,5025,0,0.11,321,1175,70.84
22,246,2.3,13.21,114.81,2.63,4.45,2576.33,0.36,-0.1,-74.52,5567,0,0.11,333,1156,68.26
23,259,2.32,13.35,115.47,2.67,4.41,2822.38,0.42,-0.1,-74.52,6144,0,0.11,345,1141,65.62
24,273,2.33,13.5,116.32,2.71,4.37,3081.19,0.48,-0.1,-74.51,6756,0,0.12,358,1121,62.94
25,287,2.35,13.67,117.18,2.76,4.32,3358.5,0.55,-0.1,-74.51,7419,0,0.12,370,1100,60.16
26,300,2.36,13.78,117.88,2.8,4.28,3637.8,0.62,-0.1,-74.5,8093,0,0.12,383,1083,57.47
27,314,2.39,14.26,118.78,2.86,4.24,3941.97,0.69,-0.1,-74.49,8830,0,0.12,396,1061,54.65
28,328,2.4,14.34,119.67,2.91,4.19,4247.19,0.77,-0.1,-74.48,9574,0,0.12,410,1039,51.93
29,343,2.46,15.17,120.39,2.95,4.15,4578.63,0.86,-0.1,-74.48,10397,0,0.12,424,1021,49.11
30,359,2.55,15.84,121.29,3.01,4.11,4910.73,0.95,-0.1,-74.47,11250,0,0.13,439,997,46.4
31,374,2.5,16.35,122.18,3.06,4.06,5271.17,1.05,-0.1,-74.46,12165,0,0.13,455,972,43.61
32,389,2.54,16.56,122.89,3.11,4.02,5630.52,1.15,-0.1,-74.45,13050,0,0.13,471,952,40.96
33,405,2.58,17.38,123.77,3.17,3.98,6017.95,1.27,-0.1,-74.44,14002,0,0.14,489,925,38.25
34,421,2.66,17.85,124.62,3.23,3.93,6395.41,1.39,-0.1,-74.42,14977,0,0.14,506,898,35.75
35,439,2.73,18.72,125.29,3.28,3.89,6810.42,1.53,-0.1,-74.41,16038,0,0.15,525,876,33.15
36,457,2.83,19.44,126.12,3.34,3.85,7223.77,1.68,-0.1,-74.4,17194,0,0.15,544,846,30.73
37,477,2.93,20.27,126.9,3.4,3.8,7670.37,1.84,-0.1,-74.38,18482,0,0.16,564,816,28.27
38,497,3.01,21.12,127.52,3.45,3.76,8116.21,2.01,-0.1,-74.37,19828,0,0.16,584,791,25.98
39,519,3.11,22.05,128.27,3.51,3.72,8608.31,2.2,-0.1,-74.35,21377,0,0.17,607,759,23.62
40,541,3.2,22.91,128.97,3.58,3.68,9090.86,2.39,-0.1,-74.33,22957,0,0.17,629,726,21.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
