Time,VOLTAGE,CURRENT,THRUST,ALTITUDE,ACCELERATION,TEMPERATURE,SCIENCE_COLLECTION,LABEL_ERROR_STATE
0:00,13,3,0,2000,0,34.29,0,0
0:01,18.0,5.0,-199.99,2000.21,0.43,34.27,0,0
0:02,18.0,5.0,-199.99,1998.25,-1.92,34.39,0,0
0:03,18.0,5.0,-199.99,1996.24,-2.01,34.5,0,0
0:04,18.0,5.0,-199.99,1994.01,-2.45,34.63,0,0
0:05,18.0,5.0,-199.99,1992.18,-1.65,34.73,0,0
0:06,18.0,5.0,-199.99,1990.18,-1.99,34.85,0,0
0:07,18.0,5.0,-199.99,1988.36,-1.64,34.95,0,0
0:08,18.0,5.0,-199.99,1986.59,-1.54,35.05,0,0
0:09,18.0,5.0,-199.99,1984.49,-2.19,35.17,0,0
0:10,18.0,5.0,-199.99,1982.65,-1.67,35.28,0,0
0:11,18.0,5.0,-199.99,1980.78,-1.73,35.38,0,0
0:12,18.0,5.0,-199.99,1978.83,-1.9,35.5,0,0
0:13,18.0,5.0,-199.99,1977.08,-1.49,35.6,0,0
0:14,18.0,5.0,-199.99,1974.85,-2.46,35.72,0,0
0:15,18.0,5.0,-199.99,1972.91,-1.88,35.83,0,0
0:16,18.0,5.0,-199.99,1971.11,-1.59,35.94,0,0
0:17,18.0,5.0,-199.99,1969.23,-1.75,36.04,0,0
0:18,18.0,5.0,-199.99,1967.16,-2.14,36.16,0,0
0:19,18.0,5.0,-199.99,1964.96,-2.4,36.29,0,0
0:20,18.0,5.0,-199.99,1962.89,-2.14,36.41,0,0
0:21,18.0,5.0,-199.99,1960.86,-2.05,36.52,0,0
0:22,18.0,5.0,-199.99,1958.65,-2.42,36.65,0,0
0:23,18.0,5.0,-199.99,1956.89,-1.51,36.75,0,0
0:24,18.0,5.0,-199.99,1955.08,-1.61,36.85,0,0
0:25,18.0,5.0,-199.99,1953.1,-1.95,36.97,0,0
0:26,18.0,5.0,-199.99,1951.01,-2.17,37.09,0,0
0:27,18.0,5.0,-199.99,1948.79,-2.44,37.21,0,0
0:28,18.0,5.0,-199.99,1946.76,-2.05,37.33,0,0
0:29,18.0,5.0,-199.99,1944.83,-1.85,37.44,0,0
0:30,18.0,5.0,-199.99,1942.82,-2.01,37.55,0,0
0:31,18.0,5.0,-199.99,1940.96,-1.72,37.66,0,0
0:32,18.0,5.0,-199.99,1938.96,-2.0,37.77,0,0
0:33,18.0,5.0,-199.99,1937.03,-1.86,37.88,0,0
0:34,18.0,5.0,-199.99,1935.12,-1.81,37.99,0,0
0:35,18.0,5.0,-199.99,1933.03,-2.18,38.11,0,0
0:36,18.0,5.0,-199.99,1931.17,-1.71,38.22,0,0
0:37,18.0,5.0,-199.99,1929.16,-2.02,38.33,0,0
0:38,18.0,5.0,-199.99,1926.96,-2.39,38.46,0,0
0:39,18.0,5.0,-199.99,1925.2,-1.52,38.56,0,0
0:40,18.0,5.0,-199.99,1923.44,-1.52,38.66,0,0
