Time,VOLTAGE,CURRENT,THRUST,ALTITUDE,ACCELERATION,TEMPERATURE,SCIENCE_COLLECTION,LABEL_ERROR_STATE
0:00,13,3,0,2000,0,34.29,0,0
0:01,18.0,5.0,200.0,2000.23,0.46,34.27,0,0
0:02,17.99,5.0,199.54,2002.02,1.58,34.17,0,0
0:03,17.9,4.96,195.96,2003.93,1.82,34.06,0,0
0:04,17.8,4.92,192.14,2005.99,2.17,33.94,0,0
0:05,17.7,4.88,188.02,2007.74,1.57,33.84,0,0
0:06,17.61,4.85,184.52,2009.76,2.15,33.73,0,0
0:07,17.51,4.8,180.48,2011.62,1.88,33.62,0,0
0:08,17.42,4.77,176.76,2013.45,1.85,33.52,0,0
0:09,17.33,4.73,173.1,2015.06,1.45,33.43,0,0
0:10,17.25,4.7,169.88,2016.63,1.41,33.34,0,0
0:11,17.17,4.67,166.74,2018.23,1.5,33.24,0,0
0:12,17.09,4.64,163.54,2020.07,2.01,33.14,0,0
0:13,17.0,4.6,159.86,2021.67,1.57,33.05,0,0
0:14,16.92,4.57,156.66,2023.33,1.72,32.95,0,0
0:15,16.83,4.53,153.34,2025.0,1.78,32.86,0,0
0:16,16.75,4.5,150.0,2026.31,1.08,32.78,0,0
0:17,16.68,4.47,147.38,2027.76,1.41,32.7,0,0
0:18,16.61,4.44,144.48,2029.39,1.79,32.61,0,0
0:19,16.53,4.41,141.22,2030.79,1.36,32.53,0,0
0:20,16.46,4.38,138.42,2032.12,1.24,32.45,0,0
0:21,16.39,4.36,135.76,2033.44,1.26,32.37,0,0
0:22,16.33,4.33,133.12,2034.75,1.26,32.3,0,0
0:23,16.26,4.3,130.5,2036.21,1.58,32.22,0,0
0:24,16.19,4.28,127.58,2037.31,0.89,32.15,0,0
0:25,16.13,4.25,125.38,2038.55,1.2,32.08,0,0
0:26,16.07,4.23,122.9,2039.68,1.0,32.02,0,0
0:27,16.02,4.21,120.64,2041.06,1.54,31.94,0,0
0:28,15.95,4.18,117.88,2042.11,0.9,31.88,0,0
0:29,15.89,4.16,115.78,2043.29,1.18,31.81,0,0
0:30,15.84,4.13,113.42,2044.41,1.09,31.75,0,0
0:31,15.78,4.11,111.18,2045.43,0.9,31.69,0,0
0:32,15.73,4.09,109.14,2046.63,1.28,31.62,0,0
0:33,15.67,4.07,106.74,2047.88,1.41,31.55,0,0
0:34,15.61,4.04,104.24,2049.04,1.26,31.48,0,0
0:35,15.55,4.02,101.92,2050.24,1.35,31.41,0,0
0:36,15.49,4.0,99.52,2051.3,1.11,31.35,0,0
0:37,15.43,3.97,97.4,2052.12,0.64,31.31,0,0
0:38,15.39,3.96,95.76,2053.2,1.18,31.25,0,0
0:39,15.34,3.94,93.6,2054.3,1.25,31.18,0,0
0:40,15.28,3.91,91.4,2055.48,1.42,31.12,0,0
0:41,15.23,3.89,89.04,2056.37,0.87,31.06,0,0
0:42,15.18,3.87,87.26,2057.12,0.6,31.02,0,0
0:43,15.14,3.86,85.76,2057.83,0.55,30.98,0,0
0:44,15.11,3.84,84.34,2058.47,0.42,30.94,0,0
0:45,15.08,3.83,83.06,2059.55,1.31,30.88,0,0
0:46,15.02,3.81,80.9,2060.5,1.07,30.83,0,0
0:47,14.97,3.79,79.0,2061.37,0.93,30.78,0,0
0:48,14.93,3.77,77.26,2062.07,0.62,30.74,0,0
0:49,14.9,3.76,75.86,2062.85,0.78,30.69,0,0
0:50,14.86,3.74,74.3,2063.53,0.6,30.66,0,0
0:51,14.82,3.73,72.94,2064.5,1.19,30.6,0,0
0:52,14.77,3.71,71.0,2065.01,0.29,30.57,0,0
0:53,14.75,3.7,69.98,2065.71,0.7,30.53,0,0
0:54,14.71,3.69,68.58,2066.34,0.56,30.49,0,0
0:55,14.68,3.67,67.32,2067.22,1.08,30.44,0,0
0:56,14.64,3.66,65.56,2067.71,0.31,30.42,0,0
0:57,14.61,3.65,64.58,2068.32,0.57,30.38,0,0
0:58,14.58,3.63,63.36,2069.17,1.05,30.33,0,0
0:59,14.54,3.62,61.66,2070.04,1.11,30.28,0,0
1:00,14.5,3.6,59.92,2070.67,0.65,30.25,0,0
1:01,14.47,3.59,58.66,2071.47,1.01,30.2,0,0
1:02,14.43,3.57,57.06,2071.84,0.16,30.18,0,0
1:03,14.41,3.56,56.32,2072.51,0.76,30.14,0,0
1:04,14.37,3.55,54.98,2073.02,0.46,30.11,0,0
1:05,14.35,3.54,53.96,2073.77,0.95,30.07,0,0
1:06,14.31,3.52,52.46,2074.24,0.41,30.04,0,0
1:07,14.29,3.52,51.52,2074.8,0.59,30.01,0,0
1:08,14.26,3.5,50.4,2075.44,0.76,29.97,0,0
1:09,14.23,3.49,49.12,2075.95,0.51,29.95,0,0
1:10,14.2,3.48,48.1,2076.51,0.63,29.91,0,0
1:11,14.17,3.47,46.98,2077.21,0.92,29.87,0,0
1:12,14.14,3.46,45.58,2077.82,0.76,29.84,0,0
1:13,14.11,3.44,44.36,2078.09,0.09,29.82,0,0
1:14,14.1,3.44,43.82,2078.34,0.05,29.81,0,0
1:15,14.08,3.43,43.32,2078.6,0.08,29.79,0,0
1:16,14.07,3.43,42.8,2078.93,0.22,29.78,0,0
1:17,14.05,3.42,42.14,2079.42,0.56,29.75,0,0
1:18,14.03,3.41,41.16,2079.63,-0.01,29.74,0,0
1:19,14.02,3.41,40.74,2080.23,0.79,29.7,0,0
1:20,13.99,3.4,39.54,2080.66,0.46,29.68,0,0
1:21,13.97,3.39,38.68,2081.17,0.62,29.65,0,0
1:22,13.94,3.38,37.66,2081.63,0.54,29.62,0,0
1:23,13.92,3.37,36.74,2082.13,0.63,29.59,0,0
1:24,13.89,3.36,35.74,2082.31,0.0,29.58,0,0
1:25,13.88,3.35,35.38,2082.52,0.07,29.57,0,0
1:26,13.87,3.35,34.96,2083.02,0.64,29.54,0,0
1:27,13.85,3.34,33.96,2083.16,-0.07,29.53,0,0
1:28,13.84,3.34,33.68,2083.46,0.26,29.52,0,0
1:29,13.83,3.33,33.08,2083.67,0.08,29.5,0,0
1:30,13.82,3.33,32.66,2084.03,0.38,29.48,0,0
1:31,13.8,3.32,31.94,2084.52,0.65,29.46,0,0
1:32,13.77,3.31,30.96,2085.0,0.65,29.43,0,0
1:33,13.75,3.3,30.0,2085.54,0.77,29.4,0,0
1:34,13.72,3.29,28.92,2085.61,-0.15,29.39,0,0
1:35,13.72,3.29,28.78,2086.06,0.62,29.37,0,0
1:36,13.7,3.28,27.88,2086.31,0.22,29.35,0,0
1:37,13.68,3.27,27.38,2086.61,0.32,29.34,0,0
1:38,13.67,3.27,26.78,2086.73,-0.03,29.33,0,0
1:39,13.66,3.27,26.54,2086.94,0.16,29.32,0,0
1:40,13.65,3.26,26.12,2087.05,-0.04,29.31,0,0
1:41,13.65,3.26,25.9,2087.34,0.32,29.29,0,0
1:42,13.63,3.25,25.32,2087.36,-0.21,29.29,0,0
1:43,13.63,3.25,25.28,2087.63,0.28,29.28,0,0
1:44,13.62,3.25,24.74,2087.79,0.07,29.27,0,0
1:45,13.61,3.24,24.42,2088.22,0.62,29.24,0,0
1:46,13.59,3.24,23.56,2088.65,0.61,29.22,0,0
1:47,13.57,3.23,22.7,2088.83,0.12,29.21,0,0
1:48,13.56,3.22,22.34,2088.94,0.0,29.2,0,0
1:49,13.55,3.22,22.12,2089.2,0.29,29.19,0,0
1:50,13.54,3.22,21.6,2089.47,0.31,29.17,0,0
1:51,13.53,3.21,21.06,2089.48,-0.19,29.17,0,0
1:52,13.53,3.21,21.04,2089.75,0.32,29.16,0,0
1:53,13.51,3.2,20.5,2089.86,0.0,29.15,0,0
1:54,13.51,3.2,20.28,2090.05,0.18,29.14,0,0
1:55,13.5,3.2,19.9,2090.01,-0.28,29.14,0,0
1:56,13.5,3.2,19.98,2090.01,-0.19,29.14,0,0
1:57,13.5,3.2,19.98,2089.99,-0.24,29.14,0,0
1:58,13.5,3.2,20.02,2090.02,-0.13,29.14,0,0
1:59,13.5,3.2,19.96,2090.27,0.29,29.13,0,0
2:00,13.49,3.19,19.46,2090.69,0.65,29.1,0,0
2:01,13.47,3.19,18.62,2090.91,0.25,29.09,0,0
2:02,13.45,3.18,18.18,2091.28,0.56,29.07,0,0
2:03,13.44,3.17,17.44,2091.62,0.49,29.05,0,0
2:04,13.42,3.17,16.76,2092.02,0.62,29.03,0,0
2:05,13.4,3.16,15.96,2091.96,-0.28,29.03,0,0
2:06,13.4,3.16,16.08,2092.25,0.42,29.01,0,0
2:07,13.39,3.15,15.5,2092.58,0.49,29.0,0,0
2:08,13.37,3.15,14.84,2092.56,-0.2,29.0,0,0
2:09,13.37,3.15,14.88,2092.7,0.13,28.99,0,0
2:10,13.36,3.15,14.6,2092.83,0.12,28.98,0,0
2:11,13.36,3.14,14.34,2092.81,-0.18,28.98,0,0
2:12,13.36,3.14,14.38,2092.88,0.0,28.98,0,0
2:13,13.36,3.14,14.24,2093.18,0.46,28.96,0,0
2:14,13.34,3.14,13.64,2093.15,-0.2,28.96,0,0
2:15,13.34,3.14,13.7,2093.51,0.58,28.94,0,0
2:16,13.32,3.13,12.98,2093.61,0.06,28.94,0,0
2:17,13.32,3.13,12.78,2093.7,0.05,28.93,0,0
2:18,13.31,3.13,12.6,2093.89,0.26,28.92,0,0
2:19,13.31,3.12,12.22,2093.78,-0.35,28.93,0,0
2:20,13.31,3.12,12.44,2093.9,0.11,28.92,0,0
2:21,13.3,3.12,12.2,2094.27,0.61,28.9,0,0
2:22,13.29,3.11,11.46,2094.39,0.12,28.89,0,0
2:23,13.28,3.11,11.22,2094.45,0.0,28.89,0,0
2:24,13.28,3.11,11.1,2094.56,0.11,28.88,0,0
2:25,13.27,3.11,10.88,2094.86,0.49,28.87,0,0
2:26,13.26,3.1,10.28,2095.16,0.49,28.85,0,0
2:27,13.24,3.1,9.68,2095.34,0.25,28.84,0,0
2:28,13.23,3.09,9.32,2095.28,-0.21,28.84,0,0
2:29,13.24,3.09,9.44,2095.38,0.1,28.84,0,0
2:30,13.23,3.09,9.24,2095.68,0.5,28.82,0,0
2:31,13.22,3.09,8.64,2095.88,0.3,28.81,0,0
2:32,13.21,3.08,8.24,2095.92,0.0,28.8,0,0
2:33,13.2,3.08,8.16,2095.9,-0.13,28.81,0,0
2:34,13.2,3.08,8.2,2096.08,0.27,28.8,0,0
2:35,13.2,3.08,7.84,2096.22,0.19,28.79,0,0
2:36,13.19,3.08,7.56,2096.23,-0.06,28.79,0,0
2:37,13.19,3.08,7.54,2096.24,-0.06,28.79,0,0
2:38,13.19,3.08,7.52,2096.5,0.44,28.77,1,0
2:39,13.17,3.07,7.0,2096.63,0.18,28.76,1,0
2:40,13.17,3.07,6.74,2096.89,0.46,28.75,1,0
2:41,13.16,3.06,6.22,2096.93,0.02,28.75,1,0
2:42,13.15,3.06,6.14,2096.99,0.05,28.74,1,0
2:43,13.15,3.06,6.02,2097.15,0.25,28.73,1,0
2:44,13.14,3.06,5.7,2097.18,0.0,28.73,1,0
2:45,13.14,3.06,5.64,2097.23,0.05,28.73,1,0
2:46,13.14,3.06,5.54,2097.25,-0.02,28.73,1,0
2:47,13.14,3.05,5.5,2097.18,-0.2,28.73,1,0
2:48,13.14,3.06,5.64,2097.15,-0.11,28.73,1,0
2:49,13.14,3.06,5.7,2097.18,0.0,28.73,1,0
2:50,13.14,3.06,5.64,2097.26,0.1,28.73,1,0
2:51,13.14,3.05,5.48,2097.17,-0.23,28.73,1,0
2:52,13.14,3.06,5.66,2097.32,0.24,28.72,1,0
2:53,13.13,3.05,5.36,2097.32,-0.05,28.72,1,0
2:54,13.13,3.05,5.36,2097.52,0.35,28.71,1,0
2:55,13.12,3.05,4.96,2097.81,0.53,28.7,1,0
2:56,13.11,3.04,4.38,2098.02,0.37,28.68,1,0
2:57,13.1,3.04,3.96,2098.15,0.22,28.68,1,0
2:58,13.09,3.04,3.7,2098.38,0.42,28.66,1,0
2:59,13.08,3.03,3.24,2098.51,0.22,28.66,1,0
3:00,13.07,3.03,2.98,2098.76,0.46,28.64,1,0
3:01,13.06,3.02,2.48,2098.75,-0.05,28.64,1,0
3:02,13.06,3.02,2.5,2098.69,-0.15,28.65,1,0
3:03,13.07,3.03,2.62,2098.48,-0.44,28.66,1,0
3:04,13.08,3.03,3.04,2098.67,0.36,28.65,1,0
3:05,13.07,3.03,2.66,2098.56,-0.26,28.65,1,0
3:06,13.07,3.03,2.88,2098.76,0.37,28.64,1,0
3:07,13.06,3.02,2.48,2098.81,0.08,28.64,1,0
3:08,13.06,3.02,2.38,2098.73,-0.18,28.64,1,0
3:09,13.06,3.03,2.54,2098.74,0.0,28.64,1,0
3:10,13.06,3.03,2.52,2098.6,-0.3,28.65,1,0
3:11,13.07,3.03,2.8,2098.44,-0.34,28.66,1,0
3:12,13.08,3.03,3.12,2098.45,0.0,28.66,1,0
3:13,13.08,3.03,3.1,2098.61,0.28,28.65,1,0
3:14,13.07,3.03,2.78,2098.49,-0.27,28.66,1,0
3:15,13.08,3.03,3.02,2098.61,0.22,28.65,1,0
3:16,13.07,3.03,2.78,2098.79,0.32,28.64,1,0
3:17,13.06,3.02,2.42,2099.05,0.5,28.63,1,0
3:18,13.05,3.02,1.9,2099.08,0.03,28.62,1,0
3:19,13.05,3.02,1.84,2099.01,-0.16,28.63,1,0
3:20,13.05,3.02,1.98,2098.98,-0.07,28.63,1,0
3:21,13.05,3.02,2.04,2099.03,0.08,28.63,1,0
3:22,13.05,3.02,1.94,2099.04,0.0,28.63,1,0
3:23,13.05,3.02,1.92,2098.84,-0.41,28.64,1,0
3:24,13.06,3.02,2.32,2099.01,0.32,28.63,1,0
3:25,13.05,3.02,1.98,2099.1,0.15,28.62,1,0
3:26,13.04,3.02,1.8,2098.91,-0.4,28.63,1,0
3:27,13.05,3.02,2.18,2099.15,0.46,28.62,1,0
3:28,13.04,3.02,1.7,2099.33,0.34,28.61,1,0
3:29,13.03,3.01,1.34,2099.13,-0.41,28.62,1,0
